price_per_night,timestamp,Influencer_or_Not,Hotel_ID
 133,2019-05-12 00:12:01.369125,Influencer,47
 136,2019-05-02 00:12:01.496145,Influencer,47
 136,2019-05-08 12:12:00.930913,Influencer,47
 136,2019-05-09 10:12:01.699956,Influencer,47
 134,2019-05-10 14:12:01.452748,Influencer,47
 136,2019-04-30 13:12:01.418253,Influencer,47
 135,2019-05-08 03:12:01.164356,Influencer,47
 137,2019-04-30 15:12:01.548847,Influencer,47
 136,2019-05-03 07:12:01.329736,Influencer,47
 137,2019-05-05 02:12:01.392462,Influencer,47
 135,2019-05-12 05:12:01.615995,Influencer,47
 137,2019-05-01 10:12:01.734373,Influencer,47
 136,2019-05-10 05:12:01.594751,Influencer,47
 136,2019-05-10 19:12:01.436157,Influencer,47
 136,2019-04-30 10:13:01.853572,Influencer,47
 136,2019-05-09 00:12:00.800910,Influencer,47
 137,2019-05-05 05:12:01.482098,Influencer,47
 136,2019-05-03 11:12:00.737111,Influencer,47
 136,2019-05-01 20:51:00.807048,Influencer,47
 136,2019-05-08 18:12:01.740965,Influencer,47
 137,2019-05-06 12:12:00.964227,Influencer,47
 136,2019-05-07 00:12:00.925293,Influencer,47
 137,2019-05-01 12:12:02.495711,Influencer,47
0,2019-05-10 01:12:01.622230,Influencer,47
 136,2019-05-11 00:12:01.318991,Influencer,47
 135,2019-05-09 07:12:01.440610,Influencer,47
 136,2019-05-08 23:12:01.372134,Influencer,47
 136,2019-05-07 16:12:01.029657,Influencer,47
 134,2019-05-09 22:12:01.012791,Influencer,47
 136,2019-05-07 21:12:01.495668,Influencer,47
 137,2019-05-01 03:12:02.105269,Influencer,47
 136,2019-05-09 11:12:01.129033,Influencer,47
 137,2019-05-03 08:12:01.172939,Influencer,47
 133,2019-05-11 04:12:01.659074,Influencer,47
 137,2019-04-30 23:12:02.081076,Influencer,47
 137,2019-05-04 07:12:01.390240,Influencer,47
 135,2019-05-07 17:12:01.596634,Influencer,47
 136,2019-05-06 22:12:01.357908,Influencer,47
 136,2019-05-05 09:12:01.010130,Influencer,47
 133,2019-05-11 20:12:00.725648,Influencer,47
 136,2019-05-04 02:12:01.531178,Influencer,47
 134,2019-05-10 18:12:01.738322,Influencer,47
 136,2019-05-03 17:12:01.090238,Influencer,47
 136,2019-05-07 02:12:01.598546,Influencer,47
 136,2019-05-05 13:12:01.246390,Influencer,47
 136,2019-05-10 20:12:01.703941,Influencer,47
 136,2019-05-05 00:12:00.865161,Influencer,47
 136,2019-05-01 00:12:01.749666,Influencer,47
 136,2019-04-30 19:12:01.640563,Influencer,47
 136,2019-05-01 17:12:01.691288,Influencer,47
 136,2019-05-08 15:12:01.426155,Influencer,47
 136,2019-05-10 11:12:01.772799,Influencer,47
 136,2019-05-07 01:12:01.349458,Influencer,47
 136,2019-05-08 04:12:01.085204,Influencer,47
 136,2019-05-01 22:12:01.264045,Influencer,47
 136,2019-05-04 14:12:01.319405,Influencer,47
 137,2019-05-02 04:12:00.854604,Influencer,47
 136,2019-05-01 19:12:01.437703,Influencer,47
 136,2019-05-03 23:12:01.415741,Influencer,47
 136,2019-05-03 00:12:01.457293,Influencer,47
 136,2019-05-01 18:12:01.084176,Influencer,47
 137,2019-05-06 01:12:01.504609,Influencer,47
 136,2019-05-02 13:12:01.255925,Influencer,47
 136,2019-05-09 12:12:01.525541,Influencer,47
 136,2019-05-09 21:12:01.655437,Influencer,47
 136,2019-05-08 06:12:00.874333,Influencer,47
 136,2019-05-03 18:12:00.837442,Influencer,47
 136,2019-05-07 19:12:01.650633,Influencer,47
 135,2019-05-07 09:12:01.177314,Influencer,47
 135,2019-05-09 05:12:01.396467,Influencer,47
 137,2019-05-04 04:12:01.218957,Influencer,47
 139,2019-05-06 14:12:01.072653,Influencer,47
 134,2019-05-09 20:12:00.988701,Influencer,47
 137,2019-04-30 18:12:01.831220,Influencer,47
 135,2019-05-12 08:12:01.462917,Influencer,47
 136,2019-05-08 17:12:00.806926,Influencer,47
 135,2019-05-08 22:12:00.823013,Influencer,47
 137,2019-05-03 22:12:02.104360,Influencer,47
 137,2019-05-05 19:12:01.002008,Influencer,47
 137,2019-05-01 14:12:01.714429,Influencer,47
 136,2019-05-11 05:12:01.513439,Influencer,47
 136,2019-05-03 04:12:01.809752,Influencer,47
 136,2019-05-04 03:12:01.334982,Influencer,47
 136,2019-05-10 03:12:01.306401,Influencer,47
 137,2019-05-03 19:12:01.345457,Influencer,47
 136,2019-05-04 19:12:01.144122,Influencer,47
 136,2019-05-10 15:12:01.170968,Influencer,47
 136,2019-05-11 02:12:01.651692,Influencer,47
 137,2019-05-05 20:12:01.657213,Influencer,47
 136,2019-05-07 07:12:01.410084,Influencer,47
 135,2019-05-12 04:12:01.114669,Influencer,47
 136,2019-05-10 22:12:01.011487,Influencer,47
 135,2019-05-09 02:12:01.108098,Influencer,47
 137,2019-05-04 23:12:00.789555,Influencer,47
 135,2019-05-09 15:12:01.492671,Influencer,47
 136,2019-05-03 06:12:01.627326,Influencer,47
 138,2019-05-08 16:12:01.173012,Influencer,47
 137,2019-05-05 07:12:01.211421,Influencer,47
 136,2019-05-07 13:12:00.769154,Influencer,47
 137,2019-05-04 22:12:00.953945,Influencer,47
 137,2019-05-06 06:12:01.677381,Influencer,47
 137,2019-05-05 03:12:01.469749,Influencer,47
 133,2019-05-11 22:12:00.865026,Influencer,47
 136,2019-05-06 17:12:01.507379,Influencer,47
 136,2019-05-10 06:12:01.546593,Influencer,47
 137,2019-05-04 01:12:00.850985,Influencer,47
 136,2019-05-06 13:12:01.703033,Influencer,47
 135,2019-05-12 03:12:01.728286,Influencer,47
 136,2019-05-05 16:12:00.859118,Influencer,47
 135,2019-05-07 15:12:01.349782,Influencer,47
 136,2019-05-07 04:12:01.372986,Influencer,47
 136,2019-05-06 18:12:01.457570,Influencer,47
 136,2019-05-08 02:12:01.333073,Influencer,47
 133,2019-05-11 19:12:01.411882,Influencer,47
