hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
PARKROYAL on Pickering,http://www.tripadvisor.com/Hotel_Review-g294265-d3523347-Reviews-PARKROYAL_on_Pickering-Singapore.html,Singapore,,3959 ,,2019/05/18,2019/05/19, 225,PARKROYAL,15,"Free Wifi,Pool,Visit hotel website"
Marina Bay Sands,http://www.tripadvisor.com/Hotel_Review-g294265-d1770798-Reviews-Marina_Bay_Sands-Singapore.html,Singapore,,27276 ,,2019/05/18,2019/05/19, 370,Booking.com,14,"Free Wifi,Pool"
Park Avenue Rochester Hotel,http://www.tripadvisor.com/Hotel_Review-g294265-d2435463-Reviews-Park_Avenue_Rochester_Hotel-Singapore.html,Singapore,,709 ,,2019/05/18,2019/05/19, 77,Agoda.com,15,"Free Wifi,Pool"
M Social Singapore,http://www.tripadvisor.com/Hotel_Review-g294265-d10048396-Reviews-M_Social_Singapore-Singapore.html,Singapore,,928 ,,2019/05/18,2019/05/19, 96,Agoda.com,14,"Free Wifi,Pool"
Grand Copthorne Waterfront Hotel,http://www.tripadvisor.com/Hotel_Review-g294265-d301679-Reviews-Grand_Copthorne_Waterfront_Hotel-Singapore.html,Singapore,,4013 ,,2019/05/18,2019/05/19, 103,Agoda.com,15,"Free Wifi,Pool"
Hotel Jen Orchardgateway Singapore by Shangri-La,http://www.tripadvisor.com/Hotel_Review-g294265-d7056556-Reviews-Hotel_Jen_Orchardgateway_Singapore_by_Shangri_La-Singapore.html,Singapore,,2621 ,,2019/05/18,2019/05/19, 166,Booking.com,17,"Free Wifi,Pool,Visit hotel website"
Hotel Nostalgia,http://www.tripadvisor.com/Hotel_Review-g294265-d1546256-Reviews-Hotel_Nostalgia-Singapore.html,Singapore,,1373 ,,2019/05/18,2019/05/19, 85,Booking.com,14,"Free Wifi,Pool"
Swissotel The Stamford Singapore,http://www.tripadvisor.com/Hotel_Review-g294265-d301573-Reviews-Swissotel_The_Stamford_Singapore-Singapore.html,Singapore,,9366 ,,2019/05/18,2019/05/19, 172,Swissotel.com,15,"Pool,Restaurant,Visit hotel website"
Holiday Inn Express Singapore Clarke Quay,http://www.tripadvisor.com/Hotel_Review-g294265-d4885970-Reviews-Holiday_Inn_Express_Singapore_Clarke_Quay-Singapore.html,Singapore,,2612 ,,2019/05/18,2019/05/19, 127,Agoda.com,13,"Free Wifi,Pool,Visit hotel website"
ibis Singapore on Bencoolen Hotel,http://www.tripadvisor.com/Hotel_Review-g294265-d1229624-Reviews-Ibis_Singapore_on_Bencoolen_Hotel-Singapore.html,Singapore,,7110 ,,2019/05/18,2019/05/19, 87,ibis,14,"Free Wifi,Restaurant,Visit hotel website"
