Mean_Zero,Mean,Timestamp,Delta
177.6,296.0,2019-04-30 09,-118.4
92.2,230.5,2019-04-23 21,-138.3
141.0,235.0,2019-04-20 09,-94.0
169.8,283.0,2019-05-01 12,-113.19999999999999
96.0,240.0,2019-04-24 17,-144.0
177.4,295.6666666666667,2019-04-29 16,-118.26666666666668
192.4,320.6666666666667,2019-05-08 02,-128.26666666666668
177.4,295.6666666666667,2019-04-29 14,-118.26666666666668
177.2,295.3333333333333,2019-04-28 22,-118.13333333333333
177.0,295.0,2019-04-25 08,-118.0
144.4,240.66666666666663,2019-04-22 14,-96.26666666666662
83.8,209.5,2019-05-04 09,-125.7
97.0,242.5,2019-05-11 00,-145.5
36.0,180.0,2019-05-10 10,-144.0
95.4,238.5,2019-05-06 00,-143.1
106.0,265.0,2019-04-24 03,-159.0
177.4,295.6666666666667,2019-04-29 10,-118.26666666666668
173.4,289.0,2019-04-27 23,-115.6
101.0,252.5,2019-05-12 06,-151.5
92.2,230.5,2019-04-24 07,-138.3
169.8,283.0,2019-05-02 01,-113.19999999999999
94.0,235.0,2019-05-11 08,-141.0
174.0,290.0,2019-04-30 05,-116.0
92.2,230.5,2019-04-23 12,-138.3
95.4,238.5,2019-05-04 21,-143.1
83.8,209.5,2019-05-04 18,-125.7
141.0,235.0,2019-04-22 19,-94.0
206.8,344.66666666666674,2019-05-08 14,-137.86666666666673
92.2,230.5,2019-04-23 11,-138.3
172.8,288.0,2019-05-03 20,-115.19999999999999
95.4,238.5,2019-05-06 11,-143.1
173.4,289.0,2019-04-27 13,-115.6
83.4,208.5,2019-05-11 12,-125.1
93.0,232.5,2019-05-06 17,-139.5
150.4,250.66666666666663,2019-04-19 15,-100.26666666666662
149.6,249.33333333333331,2019-04-22 07,-99.73333333333332
95.4,238.5,2019-05-04 15,-143.1
93.0,232.5,2019-05-07 08,-139.5
95.6,239.0,2019-05-09 18,-143.4
108.8,272.0,2019-04-25 00,-163.2
97.6,244.0,2019-05-05 15,-146.4
177.4,295.6666666666667,2019-04-29 03,-118.26666666666668
83.8,209.5,2019-05-06 16,-125.7
180.6,301.0,2019-04-27 17,-120.4
83.8,209.5,2019-05-05 13,-125.7
169.8,283.0,2019-04-25 20,-113.19999999999999
171.4,285.6666666666667,2019-04-25 09,-114.26666666666668
93.0,232.5,2019-05-07 07,-139.5
193.6,322.6666666666667,2019-05-07 20,-129.0666666666667
93.0,232.5,2019-05-08 23,-139.5
170.0,283.3333333333333,2019-04-26 11,-113.33333333333331
160.6,267.6666666666667,2019-04-25 22,-107.06666666666669
172.8,288.0,2019-05-03 12,-115.19999999999999
95.4,238.5,2019-05-10 11,-143.1
141.0,235.0,2019-04-22 17,-94.0
183.4,305.6666666666667,2019-05-02 17,-122.26666666666668
83.8,209.5,2019-05-07 09,-125.7
92.0,230.0,2019-04-23 09,-138.0
169.8,283.0,2019-04-28 00,-113.19999999999999
161.2,268.6666666666667,2019-05-03 13,-107.4666666666667
190.0,316.6666666666667,2019-04-30 14,-126.66666666666669
149.6,249.33333333333331,2019-04-22 12,-99.73333333333332
101.4,253.5,2019-04-23 00,-152.1
173.2,288.6666666666667,2019-05-02 13,-115.4666666666667
99.4,248.5,2019-05-05 07,-149.1
172.8,288.0,2019-05-03 21,-115.19999999999999
141.0,235.0,2019-04-22 08,-94.0
169.8,283.0,2019-04-27 10,-113.19999999999999
