Mean_Zero,Mean,Timestamp,Delta
194.0,258.6666666666667,2019-04-26 02,-64.66666666666669
196.0,261.3333333333333,2019-05-02 02,-65.33333333333331
218.25,291.0,2019-05-02 14,-72.75
212.25,283.0,2019-05-01 18,-70.75
232.5,310.0,2019-05-05 20,-77.5
59.25,237.0,2019-05-10 06,-177.75
147.75,295.5,2019-05-10 02,-147.75
210.75,281.0,2019-04-30 20,-70.25
232.25,309.6666666666667,2019-05-02 20,-77.41666666666669
191.0,254.66666666666663,2019-04-28 16,-63.66666666666663
201.75,269.0,2019-04-23 22,-67.25
149.75,299.5,2019-05-09 18,-149.75
200.5,267.3333333333333,2019-04-27 11,-66.83333333333331
192.75,257.0,2019-04-28 06,-64.25
184.25,245.66666666666663,2019-04-28 01,-61.41666666666663
147.75,295.5,2019-05-09 23,-147.75
201.75,269.0,2019-04-24 10,-67.25
127.25,254.5,2019-05-08 19,-127.25
209.75,279.6666666666667,2019-04-24 06,-69.91666666666669
147.75,295.5,2019-05-10 12,-147.75
233.25,311.0,2019-05-04 01,-77.75
216.5,288.6666666666667,2019-04-30 10,-72.16666666666669
127.0,254.0,2019-05-10 11,-127.0
161.0,322.0,2019-05-08 12,-161.0
186.75,249.0,2019-04-30 14,-62.25
147.75,295.5,2019-05-10 21,-147.75
179.0,238.66666666666663,2019-04-29 10,-59.66666666666663
161.25,322.5,2019-05-07 22,-161.25
138.0,276.0,2019-05-07 19,-138.0
194.0,258.6666666666667,2019-04-26 10,-64.66666666666669
222.25,296.3333333333333,2019-05-06 00,-74.08333333333331
202.5,270.0,2019-05-01 10,-67.5
201.0,268.0,2019-05-03 11,-67.0
200.5,267.3333333333333,2019-04-25 06,-66.83333333333331
147.5,295.0,2019-05-06 16,-147.5
203.75,271.6666666666667,2019-05-03 08,-67.91666666666669
138.0,276.0,2019-05-08 03,-138.0
202.0,269.3333333333333,2019-04-25 05,-67.33333333333331
200.25,267.0,2019-04-25 15,-66.75
225.75,301.0,2019-05-02 01,-75.25
209.75,279.6666666666667,2019-05-05 01,-69.91666666666669
204.25,272.3333333333333,2019-05-01 09,-68.08333333333331
187.5,250.0,2019-05-02 09,-62.5
232.25,309.6666666666667,2019-05-04 17,-77.41666666666669
203.25,271.0,2019-04-29 02,-67.75
201.25,268.3333333333333,2019-05-06 04,-67.08333333333331
188.75,251.66666666666663,2019-04-23 23,-62.91666666666663
186.75,249.0,2019-04-30 15,-62.25
