hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Le Lapin Blanc,http://www.tripadvisor.com/Hotel_Review-g187147-d197635-Reviews-Le_Lapin_Blanc-Paris_Ile_de_France.html,Paris,,615 ,,2019/04/13,2019/04/14, 223,Booking.com,13,"Free Wifi,Room service,Visit hotel website"
Novotel Suites Paris Expo Porte de Versailles,http://www.tripadvisor.com/Hotel_Review-g187147-d8739068-Reviews-Novotel_Suites_Paris_Expo_Porte_de_Versailles-Paris_Ile_de_France.html,Paris,,390 ,,2019/04/13,2019/04/14, 193,Hotels.com,14,"Free Wifi,Bar/Lounge,Visit hotel website"
Hotel Darcet,http://www.tripadvisor.com/Hotel_Review-g187147-d274978-Reviews-Hotel_Darcet-Paris_Ile_de_France.html,Paris,,890 ,,2019/04/13,2019/04/14, 206,Booking.com,9,Free Wifi
Libertel Canal Saint-Martin,http://www.tripadvisor.com/Hotel_Review-g187147-d593277-Reviews-Libertel_Canal_Saint_Martin-Paris_Ile_de_France.html,Paris,,1186 ,,2019/04/13,2019/04/14, 112,Booking.com,14,Free Wifi
Hotel Glasgow Monceau by Patrick Hayat,http://www.tripadvisor.com/Hotel_Review-g187147-d650180-Reviews-Hotel_Glasgow_Monceau_by_Patrick_Hayat-Paris_Ile_de_France.html,Paris,,579 ,,2019/04/13,2019/04/14, 125,Booking.com,13,Free Wifi
Ibis Styles Paris Massena Olympiades,http://www.tripadvisor.com/Hotel_Review-g187147-d197566-Reviews-Ibis_Styles_Paris_Massena_Olympiades-Paris_Ile_de_France.html,Paris,,539 ,,2019/04/13,2019/04/14, 153,Booking.com,13,Free Wifi
Mercure Paris Montmartre Sacre Coeur,http://www.tripadvisor.com/Hotel_Review-g187147-d197567-Reviews-Mercure_Paris_Montmartre_Sacre_Coeur-Paris_Ile_de_France.html,Paris,,2879 ,,2019/04/13,2019/04/14, 205,Mercure,14,"Free Wifi,Room service,Visit hotel website"
Hotel de la Porte Doree,http://www.tripadvisor.com/Hotel_Review-g187147-d472021-Reviews-Hotel_de_la_Porte_Doree-Paris_Ile_de_France.html,Paris,,839 ,,2019/04/13,2019/04/14, 100,AMOMA,13,"Free Wifi,Visit hotel website"
Novotel Paris Centre Gare Montparnasse,http://www.tripadvisor.com/Hotel_Review-g187147-d597573-Reviews-Novotel_Paris_Centre_Gare_Montparnasse-Paris_Ile_de_France.html,Paris,,2245 ,,2019/04/13,2019/04/14, 226,Novotel,14,"Free Wifi,Restaurant,Visit hotel website"
Hotel Excelsior Latin,http://www.tripadvisor.com/Hotel_Review-g187147-d230465-Reviews-Hotel_Excelsior_Latin-Paris_Ile_de_France.html,Paris,,1278 ,,2019/04/13,2019/04/14, 173,Hotels.com,9,Free Wifi
