hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Bellini,http://www.tripadvisor.com/Hotel_Review-g187870-d229053-Reviews-Bellini-Venice_Veneto.html,Venedig,,1832 ,,2019/04/13,2019/04/14, 438,Hotel Website,18,"Free Wifi,Breakfast included"
Arlecchino Hotel,http://www.tripadvisor.com/Hotel_Review-g187870-d202687-Reviews-Arlecchino_Hotel-Venice_Veneto.html,Venedig,,1280 ,,2019/04/13,2019/04/14, 205,Booking.com,13,"Visit hotel website,Free Wifi"
Hotel Giorgione,http://www.tripadvisor.com/Hotel_Review-g187870-d232953-Reviews-Hotel_Giorgione-Venice_Veneto.html,Venedig,,2118 ,,2019/04/13,2019/04/14, 150,roomsXXL.ch,15,"Visit hotel website,Free Wifi,Breakfast included"
Albergo Marin,http://www.tripadvisor.com/Hotel_Review-g187870-d260782-Reviews-Albergo_Marin-Venice_Veneto.html,Venedig,,943 ,,2019/04/13,2019/04/14, 135,Booking.com,10,"Free Wifi,Breakfast included"
Hotel Becher,http://www.tripadvisor.com/Hotel_Review-g187870-d625334-Reviews-Hotel_Becher-Venice_Veneto.html,Venedig,,1046 ,,2019/04/13,2019/04/14, 315,Hotels.com,13,"Free Wifi,Breakfast included"
NH Venezia Rio Novo,http://www.tripadvisor.com/Hotel_Review-g187870-d12995350-Reviews-NH_Venezia_Rio_Novo-Venice_Veneto.html,Venedig,,284 ,,2019/04/13,2019/04/14, 207,NH Hotels,11,"Visit hotel website,Free Wifi,Restaurant"
Hilton Molino Stucky Venice Hotel,http://www.tripadvisor.com/Hotel_Review-g187870-d613798-Reviews-Hilton_Molino_Stucky_Venice_Hotel-Venice_Veneto.html,Venedig,,7985 ,,2019/04/13,2019/04/14, 530,Hotels.com,18,"Visit hotel website,Pool,Restaurant"
San Clemente Palace Kempinski,http://www.tripadvisor.com/Hotel_Review-g187870-d275960-Reviews-San_Clemente_Palace_Kempinski-Venice_Veneto.html,Venedig,,1158 ,,2019/04/13,2019/04/14, 505,Hotels.com,17,"Visit hotel website,Free Wifi,Pool"
H10 Palazzo Canova,http://www.tripadvisor.com/Hotel_Review-g187870-d15458491-Reviews-H10_Palazzo_Canova-Venice_Veneto.html,Venedig,,43 ,,2019/04/13,2019/04/14, 333,Booking.com,9,"Visit hotel website,Free Wifi,Bar/Lounge"
Liassidi Palace Hotel,http://www.tripadvisor.com/Hotel_Review-g187870-d279286-Reviews-Liassidi_Palace_Hotel-Venice_Veneto.html,Venedig,,1159 ,,2019/04/13,2019/04/14, 243,roomsXXL.ch,15,"Free Wifi,Breakfast included"
