,1,2,3,4,5,6,7,8,9,10,11
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00456621004566
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
4,1.0,1.0,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054
5,1.0,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566
6,1.0,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566
7,1.0,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566
8,1.0,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
9,1.0,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
10,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
11,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
12,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054
13,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566
14,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566
15,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054
16,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566
17,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566
18,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566
19,1.00456621004566,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
20,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
21,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
22,2.20205479452054,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
23,1.00456621004566,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
24,1.00456621004566,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598
25,2.20205479452054,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566
26,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566
27,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566,1.00456621004566
28,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
29,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
30,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
31,1.00456621004566,1.00456621004566,1.00456621004566,2.2031963470319598,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566,1.00456621004566
