hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Riad Karmela,http://www.tripadvisor.com/Hotel_Review-g293734-d625586-Reviews-Riad_Karmela-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.941176,1543 ,,2019/04/06,2019/04/07, 143,Booking.com,14,"Traveler’s Choice,Travelers' Choice® 2019 Winner"
Riad L'Orchidee,http://www.tripadvisor.com/Hotel_Review-g293734-d1010490-Reviews-Riad_L_Orchidee-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.942195,260 ,,2019/04/06,2019/04/07, 57,Booking.com,12,"Free Wifi,Breakfast included"
Hotel le Caspien,http://www.tripadvisor.com/Hotel_Review-g293734-d584783-Reviews-Hotel_le_Caspien-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.943358,821 ,,2019/04/06,2019/04/07, 79,Booking.com,11,"Free Wifi,Breakfast included"
Equity Point Marrakech Hostel,http://www.tripadvisor.com/Hotel_Review-g293734-d566337-Reviews-Equity_Point_Marrakech_Hostel-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.944794,927 ,,2019/04/06,2019/04/07, 72,Booking.com,6,"Breakfast included,Pool"
Les Jardins de Zyriab Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g293734-d2350801-Reviews-Les_Jardins_de_Zyriab_Resort_Spa-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.945775,214 ,,2019/04/06,2019/04/07, 98,Expedia.ch,12,"Free parking,Pool"
Manzil la Tortue,http://www.tripadvisor.com/Hotel_Review-g293734-d1580310-Reviews-Manzil_la_Tortue-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.946617,508 ,,2019/04/06,2019/04/07, 78,ebookers.ch,10,"Free Wifi,Free parking"
Dar Ihssane,http://www.tripadvisor.com/Hotel_Review-g293734-d1380438-Reviews-Dar_Ihssane-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.947424,216 ,,2019/04/06,2019/04/07, 36,Expedia.ch,13,"Free Wifi,Breakfast included"
Hostel Riad Marrakech Rouge,http://www.tripadvisor.com/Hotel_Review-g293734-d1518909-Reviews-Hostel_Riad_Marrakech_Rouge-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.948173,605 ,,2019/04/06,2019/04/07, 12,Hostelworld.com,7,"Free Wifi,Breakfast included"
Riad Jonan,http://www.tripadvisor.com/Hotel_Review-g293734-d585459-Reviews-Riad_Jonan-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.948942,722 ,,2019/04/06,2019/04/07, 81,Booking.com,13,"Free Wifi,Breakfast included"
Riad Nafis,http://www.tripadvisor.com/Hotel_Review-g293734-d1194961-Reviews-Riad_Nafis-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.949751,287 ,,2019/04/06,2019/04/07, 89,ebookers.ch,8,"Free Wifi,Breakfast included"
Riad Souad,http://www.tripadvisor.com/Hotel_Review-g293734-d1771141-Reviews-Riad_Souad-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.950741,332 ,,2019/04/06,2019/04/07, 55,Booking.com,7,"Free Wifi,Pool"
Riad Dia,http://www.tripadvisor.com/Hotel_Review-g293734-d6276815-Reviews-Riad_Dia-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.952315,228 ,,2019/04/06,2019/04/07, 26,Expedia.ch,8,"Free Wifi,Breakfast included"
Ryad El Borj,http://www.tripadvisor.com/Hotel_Review-g293734-d530988-Reviews-Ryad_El_Borj-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.954201,201 ,,2019/04/06,2019/04/07, 65,Expedia.ch,8,"Free Wifi,Breakfast included"
Le jardin d'Abdou,http://www.tripadvisor.com/Hotel_Review-g293734-d654268-Reviews-Le_jardin_d_Abdou-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.955297,341 ,,2019/04/06,2019/04/07, 60,Booking.com,10,"Free Wifi,Breakfast included"
Riad Dar Alamane,http://www.tripadvisor.com/Hotel_Review-g293734-d7119475-Reviews-Riad_Dar_Alamane-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.956461,112 ,,2019/04/06,2019/04/07, 56,Booking.com,8,"Free Wifi,Breakfast included"
Ryad Noura,http://www.tripadvisor.com/Hotel_Review-g293734-d1236894-Reviews-Ryad_Noura-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.957686,182 ,,2019/04/06,2019/04/07, 60,Booking.com,9,"Free Wifi,Breakfast included"
Riad Maud,http://www.tripadvisor.com/Hotel_Review-g293734-d2526032-Reviews-Riad_Maud-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.958497,155 ,,2019/04/06,2019/04/07, 61,Booking.com,8,Free Wifi
Riad Birdy,http://www.tripadvisor.com/Hotel_Review-g293734-d1968590-Reviews-Riad_Birdy-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.959242,162 ,,2019/04/06,2019/04/07, 56,Booking.com,6,"Free Wifi,Pool"
Oasis Jena,http://www.tripadvisor.com/Hotel_Review-g293734-d2341317-Reviews-Oasis_Jena-Marrakech_Marrakech_Tensift_El_Haouz_Region.html,Marrakech,2019-03-23 15:09:40.959945,395 ,,2019/04/06,2019/04/07, 102,Booking.com,0,"Free Wifi,Free parking"
