hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Select Hotel Berlin The Wall,http://www.tripadvisor.com/Hotel_Review-g187323-d3572840-Reviews-Select_Hotel_Berlin_The_Wall-Berlin.html,Berlin,1123 ,,2019/04/06,2019/04/10,CHF 175,Booking.com,11,"Bar/Lounge,Free Internet"
Mercure Hotel MOA Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d1914663-Reviews-Mercure_Hotel_MOA_Berlin-Berlin.html,Berlin,3084 ,,2019/04/06,2019/04/10,CHF 105,Expedia.ch,12,"Free Wifi,Restaurant"
Leonardo Royal Hotel Berlin Alexanderplatz,http://www.tripadvisor.com/Hotel_Review-g187323-d1237145-Reviews-Leonardo_Royal_Hotel_Berlin_Alexanderplatz-Berlin.html,Berlin,2467 ,,2019/04/06,2019/04/10,CHF 108,Expedia.ch,11,"Free Wifi,Restaurant"
Hampton by Hilton Berlin City Centre Alexanderplatz,http://www.tripadvisor.com/Hotel_Review-g187323-d12239014-Reviews-Hampton_by_Hilton_Berlin_City_Centre_Alexanderplatz-Berlin.html,Berlin,939 ,,2019/04/06,2019/04/10,CHF 157,Expedia.ch,11,"Free Wifi,Breakfast included,Visit hotel website"
"Radisson Blu Hotel, Berlin",http://www.tripadvisor.com/Hotel_Review-g187323-d202459-Reviews-Radisson_Blu_Hotel_Berlin-Berlin.html,Berlin,5871 ,,2019/04/06,2019/04/10,CHF 182,Hotels.com,15,"Free Wifi,Pool,Visit hotel website"
Adina Apartment Hotel Berlin Checkpoint Charlie,http://www.tripadvisor.com/Hotel_Review-g187323-d781064-Reviews-Adina_Apartment_Hotel_Berlin_Checkpoint_Charlie-Berlin.html,Berlin,3511 ,,2019/04/06,2019/04/10,CHF 144,ebookers.ch,12,"Pool,Restaurant,Visit hotel website"
Novotel Berlin Mitte,http://www.tripadvisor.com/Hotel_Review-g187323-d250454-Reviews-Novotel_Berlin_Mitte-Berlin.html,Berlin,3355 ,,2019/04/06,2019/04/10,CHF 199,AMOMA,12,"Free Wifi,Restaurant"
TITANIC Chaussee Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d9741255-Reviews-TITANIC_Chaussee_Berlin-Berlin.html,Berlin,1146 ,,2019/04/06,2019/04/10,CHF 141,Expedia.ch,12,"Free Wifi,Pool,Visit hotel website"
TITANIC Gendarmenmarkt Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d7374653-Reviews-TITANIC_Gendarmenmarkt_Berlin-Berlin.html,Berlin,1291 ,,2019/04/06,2019/04/10,CHF 156,Agoda.com,11,"Free Wifi,Restaurant"
i31 Hotel,http://www.tripadvisor.com/Hotel_Review-g187323-d3947458-Reviews-I31_Hotel-Berlin.html,Berlin,2311 ,,2019/04/06,2019/04/10,CHF 157,Booking.com,12,"Free Wifi,Room service,Visit hotel website"
Mercure Hotel & Residenz Berlin Checkpoint Charlie,http://www.tripadvisor.com/Hotel_Review-g187323-d233880-Reviews-Mercure_Hotel_Residenz_Berlin_Checkpoint_Charlie-Berlin.html,Berlin,3583 ,,2019/04/06,2019/04/10,CHF 143,Mercure,13,"Free Wifi,Bar/Lounge,Visit hotel website"
Apartments am Brandenburger Tor,http://www.tripadvisor.com/Hotel_Review-g187323-d578678-Reviews-Apartments_am_Brandenburger_Tor-Berlin.html,Berlin,806 ,,2019/04/06,2019/04/10,CHF 125,Booking.com,9,Free Wifi
The Circus Hostel,http://www.tripadvisor.com/Hotel_Review-g187323-d234914-Reviews-The_Circus_Hostel-Berlin.html,Berlin,1370 ,,2019/04/06,2019/04/10,CHF 28,ebookers.ch,6,"Free Wifi,Bar/Lounge"
nhow Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d1804264-Reviews-Nhow_Berlin-Berlin.html,Berlin,3853 ,,2019/04/06,2019/04/10,CHF 166,Booking.com,13,"Free Wifi,Free parking,Visit hotel website"
The Westin Grand Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d191437-Reviews-The_Westin_Grand_Berlin-Berlin.html,Berlin,3326 ,,2019/04/06,2019/04/10,CHF 236,Expedia.ch,13,"Pool,Restaurant,Visit hotel website"
Scandic Berlin Potsdamer Platz,http://www.tripadvisor.com/Hotel_Review-g187323-d1674685-Reviews-Scandic_Berlin_Potsdamer_Platz-Berlin.html,Berlin,3911 ,,2019/04/06,2019/04/10,CHF 163,ScandicHotels.com,13,"Free Wifi,Restaurant"
Ludwig Van Beethoven Hotel,http://www.tripadvisor.com/Hotel_Review-g187323-d231108-Reviews-Ludwig_Van_Beethoven_Hotel-Berlin.html,Berlin,326 ,,2019/04/06,2019/04/10,CHF 111,Expedia.ch,9,"Free Wifi,Free parking"
Hotel Adlon Kempinski,http://www.tripadvisor.com/Hotel_Review-g187323-d190694-Reviews-Hotel_Adlon_Kempinski-Berlin.html,Berlin,4170 ,,2019/04/06,2019/04/10,CHF 346,Hotels.com,12,"Free Wifi,Pool,Visit hotel website"
Ibis Styles Berlin Mitte,http://www.tripadvisor.com/Hotel_Review-g187323-d1942810-Reviews-Ibis_Styles_Berlin_Mitte-Berlin.html,Berlin,2095 ,,2019/04/06,2019/04/10,CHF 99,ibis Styles,13,"Free Wifi,Bar/Lounge"
Melia Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d589462-Reviews-Melia_Berlin-Berlin.html,Berlin,6163 ,,2019/04/06,2019/04/10,CHF 157,Booking.com,14,"Restaurant,Room service,Visit hotel website"
NH Collection Berlin Mitte Friedrichstrasse,http://www.tripadvisor.com/Hotel_Review-g187323-d250461-Reviews-NH_Collection_Berlin_Mitte_Friedrichstrasse-Berlin.html,Berlin,1836 ,,2019/04/06,2019/04/10,CHF 148,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Movenpick Hotel Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d279742-Reviews-Movenpick_Hotel_Berlin-Berlin.html,Berlin,2609 ,,2019/04/06,2019/04/10,CHF 182,Booking.com,11,"Free Wifi,Restaurant,Visit hotel website"
Hampton by Hilton Berlin City West,http://www.tripadvisor.com/Hotel_Review-g187323-d1858856-Reviews-Hampton_by_Hilton_Berlin_City_West-Berlin.html,Berlin,3051 ,,2019/04/06,2019/04/10,CHF 156,AMOMA,12,"Free Wifi,Breakfast included,Visit hotel website"
Hilton Berlin,http://www.tripadvisor.com/Hotel_Review-g187323-d191438-Reviews-Hilton_Berlin-Berlin.html,Berlin,5395 ,,2019/04/06,2019/04/10,CHF 188,Hotels.com,14,"Pool,Restaurant,Visit hotel website"
Pullman Berlin Schweizerhof,http://www.tripadvisor.com/Hotel_Review-g187323-d202450-Reviews-Pullman_Berlin_Schweizerhof-Berlin.html,Berlin,3881 ,,2019/04/06,2019/04/10,CHF 135,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
SANA Berlin Hotel,http://www.tripadvisor.com/Hotel_Review-g187323-d1963628-Reviews-SANA_Berlin_Hotel-Berlin.html,Berlin,1558 ,,2019/04/06,2019/04/10,CHF 122,Booking.com,12,"Free Wifi,Pool"
Mercure Hotel Berlin Wittenbergplatz,http://www.tripadvisor.com/Hotel_Review-g187323-d10631766-Reviews-Mercure_Hotel_Berlin_Wittenbergplatz-Berlin.html,Berlin,608 ,,2019/04/06,2019/04/10,CHF 148,Booking.com,11,"Free Wifi,Restaurant"
Ibis Berlin Mitte,http://www.tripadvisor.com/Hotel_Review-g187323-d200263-Reviews-Ibis_Berlin_Mitte-Berlin.html,Berlin,1857 ,,2019/04/06,2019/04/10,CHF 76,AMOMA,11,"Bar/Lounge,Free Internet"
Hotel Ibis Berlin Hauptbahnhof,http://www.tripadvisor.com/Hotel_Review-g187323-d7388946-Reviews-Hotel_Ibis_Berlin_Hauptbahnhof-Berlin.html,Berlin,788 ,,2019/04/06,2019/04/10,CHF 124,Booking.com,14,"Free Wifi,Restaurant"
mondrian suites berlin Checkpoint Charlie,http://www.tripadvisor.com/Hotel_Review-g187323-d3949042-Reviews-Mondrian_suites_berlin_Checkpoint_Charlie-Berlin.html,Berlin,611 ,,2019/04/06,2019/04/10,CHF 127,Booking.com,10,"Free Wifi,Fitness center"
