platform_name,price_per_night
Booking.com, 241
Booking.com, 241
, 241
, 241
, 241
, 241
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
, 241
, 241
, 241
, 253
, 253
,0
,0
,0
,0
,0
,0
,0
,0
,0
, 241
, 241
,0
,0
,0
, 241
, 241
,0
,0
,0
, 301
, 301
,0
,0
,0
, 241
, 241
,0
,0
,0
, 241
, 241
, 241
,0
, 241
, 241
, 242
,0
,0
,0
, 253
,0
,0
,0
, 482
,0
,0
,0
, 241
,0
,0
,0
, 241
,0
,0
,0
, 301
,0
,0
,0
, 241
,0
,0
,0
, 350
,0
,0
,0
, 241
,0
,0
,0
, 307
,0
,0
,0
, 241
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Booking.com,0
Booking.com,0
Booking.com,0
Booking.com,0
,0
,0
,0
,0
,0
,0
