timestamp,2019-04-18 16:56:25.485859,2019-04-18 17:05:01.571343,2019-04-18 18:05:01.079074,2019-04-18 19:05:00.983505,2019-04-18 20:05:01.399632,2019-04-18 21:05:01.231515,2019-04-18 22:05:01.410261,2019-04-18 23:05:01.476369,2019-04-19 00:05:01.539743,2019-04-19 01:05:01.390836,2019-04-19 02:05:01.163167,2019-04-19 03:05:01.199763,2019-04-19 04:05:01.743335,2019-04-19 05:05:01.095966,2019-04-19 06:05:01.349313,2019-04-19 07:05:01.367552,2019-04-19 08:05:01.372760,2019-04-19 09:05:00.983774,2019-04-19 10:05:01.563152,2019-04-19 11:05:01.490346,2019-04-19 12:05:01.482256,2019-04-19 13:05:00.968064,2019-04-19 14:05:02.024507,2019-04-19 15:05:01.364146,2019-04-19 18:47:34.766195,2019-04-19 19:04:02.236624,2019-04-19 19:11:37.245875,2019-04-19 19:18:46.735539,2019-04-19 19:27:54.832187,2019-04-20 01:09:31.570786,2019-04-20 08:18:01.546638,2019-04-20 08:36:12.130100,2019-04-20 08:54:42.971865,2019-04-20 09:14:09.787976,2019-04-20 15:17:23.850909,2019-04-20 15:27:42.774544,2019-04-20 16:02:01.541428,2019-04-20 16:20:01.301616,2019-04-20 17:20:01.608754,2019-04-20 18:20:01.075927,2019-04-20 19:20:01.804031,2019-04-20 20:20:01.900466,2019-04-20 21:20:01.271768,2019-04-20 22:20:01.604477,2019-04-20 23:20:01.488323,2019-04-21 00:20:01.877073,2019-04-21 01:20:01.180405,2019-04-21 02:20:01.885224,2019-04-21 03:20:01.259839,2019-04-21 04:20:01.821032,2019-04-21 05:20:01.129967,2019-04-21 06:20:01.353826,2019-04-21 07:20:01.570893,2019-04-21 08:20:01.895463,2019-04-21 09:20:01.936190,2019-04-21 10:20:01.633332,2019-04-21 11:20:01.175342,2019-04-21 12:20:01.351961,2019-04-21 13:20:01.699197,2019-04-21 14:20:01.061579,2019-04-21 15:20:01.242307,2019-04-21 16:20:01.976929,2019-04-21 17:20:01.121777,2019-04-21 18:20:01.312972,2019-04-21 19:20:01.621254,2019-04-21 20:20:01.500597,2019-04-21 21:20:01.681148,2019-04-21 22:20:01.521867,2019-04-21 23:20:01.546092,2019-04-22 00:20:01.934683,2019-04-22 01:20:01.056035,2019-04-22 02:20:01.394275,2019-04-22 03:20:01.654266,2019-04-22 04:20:01.260773,2019-04-22 05:20:01.308613,2019-04-22 06:20:01.466140,2019-04-22 07:20:01.621437,2019-04-22 08:20:01.704628,2019-04-22 09:20:01.622582,2019-04-22 10:20:01.867835,2019-04-22 11:20:01.335037,2019-04-22 12:20:01.058066,2019-04-22 13:20:01.680765,2019-04-22 14:20:01.148859,2019-04-22 15:20:01.270214,2019-04-22 16:20:01.912372,2019-04-22 17:20:01.227263,2019-04-22 18:20:01.349880,2019-04-22 19:20:01.748194,2019-04-22 20:20:01.246193,2019-04-22 21:20:01.477512,2019-04-22 22:20:01.573988,2019-04-22 23:20:01.486930,2019-04-23 00:20:01.447643,2019-04-23 01:20:01.954157,2019-04-23 02:20:01.121895,2019-04-23 03:20:01.265226,2019-04-23 04:20:01.485014,2019-04-23 05:20:01.985324,2019-04-23 06:20:01.869648,2019-04-23 07:20:01.920027,2019-04-23 08:20:01.335539,2019-04-23 08:57:00.650075,2019-04-23 09:20:01.821578,2019-04-23 10:20:02.059205,2019-04-23 11:20:01.137410,2019-04-23 12:20:01.090720,2019-04-23 13:20:01.402832,2019-04-23 14:20:01.159459,2019-04-23 15:20:01.498959,2019-04-23 16:20:01.692296,2019-04-23 17:20:01.621761,2019-04-23 18:20:02.035026,2019-04-23 19:20:01.545059,2019-04-23 20:20:00.970738,2019-04-23 21:20:01.507421,2019-04-23 22:20:01.807987,2019-04-23 23:20:01.609027,2019-04-24 00:20:01.233470,2019-04-24 01:20:01.392921,2019-04-24 02:20:01.309454,2019-04-24 03:20:01.751988,2019-04-24 04:20:01.166113,2019-04-24 05:20:01.100760,2019-04-24 06:20:01.152819,2019-04-24 07:20:01.508606,2019-04-24 08:20:01.591799,2019-04-24 09:20:01.376897,2019-04-24 10:20:01.373861,2019-04-24 11:20:01.308713,2019-04-24 12:20:01.752630,2019-04-24 13:20:01.431021,2019-04-24 14:20:01.389675,2019-04-24 15:20:00.961472,2019-04-24 16:20:01.041631,2019-04-24 17:20:01.332952,2019-04-24 18:20:01.155983,2019-04-24 19:20:01.061854,2019-04-24 20:20:01.533605,2019-04-24 21:20:01.458887,2019-04-24 22:20:01.043015,2019-04-24 23:20:01.538001,2019-04-25 00:20:01.034622,2019-04-25 01:20:01.018823,2019-04-25 02:20:01.135567,2019-04-25 03:20:01.760917,2019-04-25 04:20:01.778594,2019-04-25 05:20:01.636860,2019-04-25 06:20:01.105964,2019-04-25 07:20:01.053067,2019-04-25 08:20:01.365052,2019-04-25 09:20:01.817283,2019-04-25 10:20:01.280857,2019-04-25 11:20:01.546036,2019-04-25 12:20:01.137342,2019-04-25 13:20:01.834388,2019-04-25 14:20:00.920720,2019-04-25 15:20:01.999888,2019-04-25 16:20:01.691026,2019-04-25 17:20:00.913439,2019-04-25 18:20:01.259476,2019-04-25 19:20:01.125846,2019-04-25 20:20:01.595336,2019-04-25 21:20:01.533905,2019-04-25 22:20:01.026978,2019-04-25 23:20:02.108452,2019-04-26 00:20:01.795110,2019-04-26 01:20:01.650668,2019-04-26 02:20:01.845055,2019-04-26 03:20:01.482164,2019-04-26 04:20:01.454228,2019-04-26 05:20:02.159670,2019-04-26 06:20:01.518259,2019-04-26 07:20:01.191154,2019-04-26 08:20:01.356409,2019-04-26 09:20:01.831938,2019-04-26 10:20:01.729785,2019-04-26 11:20:01.230904,2019-04-26 12:20:00.897716,2019-04-26 13:20:01.263294,2019-04-26 14:20:01.675773,2019-04-26 15:20:01.440396,2019-04-26 16:20:01.240066,2019-04-26 17:20:01.518100,2019-04-26 18:20:01.843524,2019-04-26 19:20:01.839619,2019-04-26 20:20:01.435899,2019-04-26 21:20:01.308907,2019-04-26 22:20:01.496908,2019-04-26 23:20:01.599948,2019-04-27 00:20:01.533646,2019-04-27 01:20:01.038571,2019-04-27 02:20:01.152441,2019-04-27 03:20:01.825567,2019-04-27 04:20:01.713683,2019-04-27 05:20:01.509110,2019-04-27 06:20:01.206904,2019-04-27 07:20:01.137215,2019-04-27 08:20:00.961811,2019-04-27 09:20:01.527672,2019-04-27 10:20:00.995652,2019-04-27 11:20:01.150147,2019-04-27 12:20:01.003229,2019-04-27 13:20:01.791607
price_per_night,100,100,117,100,100,117,100,100,117,117,100,117,117,99,116,99,116,116,99,116,99,116,99,116,124,101,101,101,101,124,113,101,101,101,101,101,101,201,221,201,201,179,201,179,221,201,179,179,179,179,201,179,179,179,221,179,179,179,221,179,179,221,179,221,221,179,179,179,221,179,179,179,221,179,179,179,156,179,221,221,201,179,221,179,179,221,179,221,157,221,157,179,201,179,221,179,179,157,179,221,179,221,179,179,221,179,221,179,179,221,179,179,221,179,201,179,179,221,179,179,179,222,179,179,156,179,179,222,222,222,179,179,179,222,179,179,179,202,222,222,179,222,202,179,179,222,222,179,179,222,202,179,179,179,222,180,222,202,180,222,202,180,180,222,222,180,180,180,222,222,180,180,180,180,180,222,221,180,222,222,221,180,180,180,222,180,180,180,222,180,180,180,180,222,222,180,180,180,180,202,180,222,222,202
