timestamp,2019-04-23 08:41:51.637176,2019-04-23 09:20:01.810668,2019-04-23 10:20:02.060000,2019-04-23 11:20:01.147511,2019-04-23 12:20:01.079076,2019-04-23 13:20:01.414413,2019-04-23 14:20:01.152402,2019-04-23 15:20:01.342575,2019-04-23 16:20:01.708054,2019-04-23 17:20:01.670610,2019-04-23 18:20:01.953732,2019-04-23 19:20:01.538007,2019-04-23 20:20:00.948623,2019-04-23 21:20:01.509911,2019-04-23 22:20:01.803513,2019-04-23 23:20:01.625738,2019-04-24 00:20:01.252788,2019-04-24 01:20:01.367246,2019-04-24 02:20:01.307409,2019-04-24 03:20:01.731020,2019-04-24 04:20:01.158755,2019-04-24 05:20:01.103860,2019-04-24 06:20:01.152764,2019-04-24 07:20:01.611708,2019-04-24 08:20:01.625275,2019-04-24 09:20:01.377174,2019-04-24 10:20:01.375410,2019-04-24 11:20:01.307269,2019-04-24 12:20:01.755507,2019-04-24 13:20:01.414491,2019-04-24 14:20:01.380288,2019-04-24 15:20:00.956864,2019-04-24 16:20:00.985369,2019-04-24 17:20:01.342698,2019-04-24 18:20:01.159501,2019-04-24 19:20:01.063198,2019-04-24 20:20:01.481606,2019-04-24 21:20:01.459851,2019-04-24 22:20:01.044692,2019-04-24 23:20:01.534585,2019-04-25 00:20:01.052768,2019-04-25 01:20:01.023549,2019-04-25 02:20:01.204718,2019-04-25 03:20:01.752967,2019-04-25 04:20:01.766889,2019-04-25 05:20:01.631448,2019-04-25 06:20:01.098750,2019-04-25 07:20:01.070802,2019-04-25 08:20:01.381843,2019-04-25 09:20:01.820014,2019-04-25 10:20:01.292891,2019-04-25 11:20:01.551022,2019-04-25 12:20:01.115012,2019-04-25 13:20:01.804838,2019-04-25 14:20:00.944799,2019-04-25 15:20:01.937857,2019-04-25 16:20:01.692097,2019-04-25 17:20:00.918355,2019-04-25 18:20:01.242178,2019-04-25 19:20:01.134498,2019-04-25 20:20:01.614074,2019-04-25 21:20:01.529956,2019-04-25 22:20:01.052968,2019-04-25 23:20:02.125770,2019-04-26 00:20:01.770896,2019-04-26 01:20:01.712651,2019-04-26 02:20:01.844079,2019-04-26 03:20:01.445948,2019-04-26 04:20:01.460006,2019-04-26 05:20:02.209651,2019-04-26 06:20:01.518534,2019-04-26 07:20:01.183267,2019-04-26 08:20:01.367688,2019-04-26 09:20:01.857833,2019-04-26 10:20:01.736780,2019-04-26 11:20:01.228196,2019-04-26 12:20:00.897780,2019-04-26 13:20:01.260553,2019-04-26 14:20:01.678312,2019-04-26 15:20:01.458768,2019-04-26 16:20:01.229179,2019-04-26 17:20:01.538548,2019-04-26 18:20:01.842875,2019-04-26 19:20:01.864633,2019-04-26 20:20:01.447673,2019-04-26 21:20:01.282928,2019-04-26 22:20:01.497435,2019-04-26 23:20:01.638229,2019-04-27 00:20:01.523099,2019-04-27 01:20:01.056399,2019-04-27 02:20:01.152441,2019-04-27 03:20:01.831319,2019-04-27 04:20:01.699942,2019-04-27 05:20:01.496720,2019-04-27 06:20:01.210053,2019-04-27 07:20:01.135700,2019-04-27 08:20:00.957689,2019-04-27 09:20:01.533638,2019-04-27 10:20:01.000221,2019-04-27 11:20:01.161449,2019-04-27 12:20:01.013385,2019-04-27 13:20:01.799206
price_per_night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
