1,2,3,4,5,6,7,8,9,10,11
1.04296875,1.00390625,1.04296875,1.04296875,1.00390625,1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.04296875,1.04296875,1.00390625,1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.04296875,1.04296875,1.00390625,1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.04296875,1.00390625,1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.04296875,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.03515625,1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.1484375,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625
1.00390625,1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375
1.00390625,1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375
1.00390625,1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375
1.00390625,1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375
1.00390625,1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.03515625,1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.00390625,1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.00390625,1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.00390625,1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.00390625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.03515625,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375
1.0234375,1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375
1.0234375,1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375
1.0234375,1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375
1.04296875,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.0234375,1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125
1.0234375,1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375
1.0234375,1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375
1.0234375,1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375
1.0234375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125
1.02734375,0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625
0.95703125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125
1.02734375,1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625
1.02734375,1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625
1.02734375,1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125
1.02734375,1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375
1.05078125,1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375
1.0390625,1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375
1.0390625,1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375
1.140625,1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625
1.140625,1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375
1.05078125,1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375
1.140625,1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125
1.140625,1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125
1.05078125,1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125
1.02734375,1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375
1.02734375,1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375
1.02734375,1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375
1.02734375,1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375
1.0390625,1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375
0.95703125,0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875
0.9453125,0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875
0.9453125,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625
1.02734375,1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875
1.02734375,1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875
1.02734375,1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375
1.02734375,1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375
1.02734375,1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375
1.04296875,1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375
1.04296875,1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875
1.046875,1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875
1.046875,1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875
1.03515625,1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875
1.046875,1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875
1.04296875,1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875
1.05859375,1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875
1.05859375,1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875
1.05859375,0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125
0.9609375,1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875
1.0546875,1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125
1.0546875,1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875
1.0546875,1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875
1.04296875,1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875
1.0546875,1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875
1.04296875,1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875
1.04296875,1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875
1.0546875,1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875
1.05078125,1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875
1.0546875,1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875
1.05078125,1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875
1.0546875,1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375
1.04296875,1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375
1.046875,1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375
1.0546875,1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875
1.0546875,1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125
1.04296875,1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375
1.0546875,1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875
1.046875,1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125
1.0546875,1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125
1.04296875,1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375
1.02734375,1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375
1.02734375,1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875
1.02734375,0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875
0.94921875,0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375
0.95703125,1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875
1.02734375,1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875
1.04296875,0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875
0.95703125,0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875
0.95703125,1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875
1.02734375,1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875
1.02734375,1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875
1.046875,1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375
1.046875,1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875
1.02734375,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875
1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875
1.046875,1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125
1.046875,1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875
1.046875,1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375
1.046875,1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875
1.046875,1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375
1.046875,1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375
1.02734375,1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875
1.04296875,1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375
1.046875,1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375
1.046875,0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375
0.95703125,0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875
0.94921875,1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375
1.02734375,1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375
1.046875,1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375,1.02734375
1.02734375,1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375,1.02734375,1.02734375
1.02734375,0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375,1.02734375,1.02734375,0.94921875
0.94921875,1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375,1.02734375,1.02734375,0.94921875,1.04296875
1.02734375,1.02734375,1.02734375,1.046875,1.02734375,1.02734375,1.02734375,1.02734375,0.94921875,1.04296875,1.02734375
