hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
"Mandarin Oriental Jumeira, Dubai",http://www.tripadvisor.com/Hotel_Review-g295424-d15244079-Reviews-Mandarin_Oriental_Jumeira_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,40 ,,2019/05/18,2019/05/19, 287,Mandarin Oriental,8,"Pool,Beach,Visit hotel website"
Premier Inn Dubai International Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,4957 ,,2019/05/18,2019/05/19, 31,Booking.com,13,"Free Wifi,Free parking"
"Atlantis, The Palm",http://www.tripadvisor.com/Hotel_Review-g295424-d1022759-Reviews-Atlantis_The_Palm-Dubai_Emirate_of_Dubai.html,Dubai,,23898 ,,2019/05/18,2019/05/19, 170,Expedia.ch,12,"Free parking,Visit hotel website"
FIVE Palm Jumeirah Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d10263885-Reviews-FIVE_Palm_Jumeirah_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4386 ,,2019/05/18,2019/05/19, 160,Booking.com,14,"Free Wifi,Free parking,Visit hotel website"
Four Points By Sheraton Downtown Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d676864-Reviews-Four_Points_By_Sheraton_Downtown_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,1930 ,,2019/05/18,2019/05/19,0,Booking.com,13,"Free Wifi,Free parking,Visit hotel website"
Le Meridien Dubai Hotel & Conference Centre,http://www.tripadvisor.com/Hotel_Review-g295424-d301562-Reviews-Le_Meridien_Dubai_Hotel_Conference_Centre-Dubai_Emirate_of_Dubai.html,Dubai,,4899 ,,2019/05/18,2019/05/19, 72,Booking.com,15,"Free Wifi,Free parking,Visit hotel website"
Citymax Hotel Bur Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,3605 ,,2019/05/18,2019/05/19,0,Booking.com,13,"Free Wifi,Free parking"
Bab Al Shams Desert Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g295424-d526588-Reviews-Bab_Al_Shams_Desert_Resort_Spa-Dubai_Emirate_of_Dubai.html,Dubai,,2694 ,,2019/05/18,2019/05/19, 126,Trip.com,16,"Free Wifi,Free parking"
Millennium Airport Hotel Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d301681-Reviews-Millennium_Airport_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2206 ,,2019/05/18,2019/05/19, 55,Booking.com,16,"Free parking,Pool"
"Shangri-La Hotel, Dubai",http://www.tripadvisor.com/Hotel_Review-g295424-d302098-Reviews-Shangri_La_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,1672 ,,2019/05/18,2019/05/19, 121,Trip.com,17,"Free Wifi,Free parking,Visit hotel website"
Rove Downtown,http://www.tripadvisor.com/Hotel_Review-g295424-d9853524-Reviews-Rove_Downtown-Dubai_Emirate_of_Dubai.html,Dubai,,2713 ,,2019/05/18,2019/05/19, 68,Booking.com,17,"Free Wifi,Free parking"
Ghaya Grand Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d7318848-Reviews-Ghaya_Grand_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,3082 ,,2019/05/18,2019/05/19, 43,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Hyatt Regency Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d306684-Reviews-Hyatt_Regency_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4113 ,,2019/05/18,2019/05/19, 66,Agoda.com,14,"Free Wifi,Free parking"
Arabian Park Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d614923-Reviews-Arabian_Park_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,2203 ,,2019/05/18,2019/05/19, 30,Booking.com,14,"Free Wifi,Free parking"
"Dukes The Palm, a Royal Hideaway Hotel",http://www.tripadvisor.com/Hotel_Review-g295424-d12301346-Reviews-Dukes_The_Palm_a_Royal_Hideaway_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,1459 ,,2019/05/18,2019/05/19, 113,Agoda.com,12,"Free Wifi,Free parking"
Grand Hyatt Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d306642-Reviews-Grand_Hyatt_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4940 ,,2019/05/18,2019/05/19, 104,Trip.com,13,"Free Wifi,Free parking"
JW Marriott Marquis Hotel Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d3447941-Reviews-JW_Marriott_Marquis_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,9141 ,,2019/05/18,2019/05/19, 102,Agoda.com,12,"Free parking,Room service,Visit hotel website"
Taj Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d7309237-Reviews-Taj_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2458 ,,2019/05/18,2019/05/19, 128,Booking.com,16,"Free Wifi,Free parking,Visit hotel website"
Rose Rayhaan by Rotana,http://www.tripadvisor.com/Hotel_Review-g295424-d1657537-Reviews-Rose_Rayhaan_by_Rotana-Dubai_Emirate_of_Dubai.html,Dubai,,5407 ,,2019/05/18,2019/05/19, 58,Trip.com,13,"Free parking,Pool"
Roda Al Murooj,http://www.tripadvisor.com/Hotel_Review-g295424-d572764-Reviews-Roda_Al_Murooj-Dubai_Emirate_of_Dubai.html,Dubai,,4428 ,,2019/05/18,2019/05/19, 73,Trip.com,15,"Free Wifi,Free parking,Visit hotel website"
Al Bandar Rotana - Creek,http://www.tripadvisor.com/Hotel_Review-g295424-d12853782-Reviews-Al_Bandar_Rotana_Creek-Dubai_Emirate_of_Dubai.html,Dubai,,733 ,,2019/05/18,2019/05/19, 61,Booking.com,12,"Free Wifi,Free parking"
Emirates Grand Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d1804015-Reviews-Emirates_Grand_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,1799 ,,2019/05/18,2019/05/19, 46,Agoda.com,12,"Free Wifi,Free parking"
Wyndham Dubai Marina,http://www.tripadvisor.com/Hotel_Review-g295424-d9704275-Reviews-Wyndham_Dubai_Marina-Dubai_Emirate_of_Dubai.html,Dubai,,2127 ,,2019/05/18,2019/05/19, 61,Booking.com,15,"Free Wifi,Free parking,Visit hotel website"
Dusit  Thani Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d301379-Reviews-Dusit_Thani_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2977 ,,2019/05/18,2019/05/19, 86,Booking.com,14,"Free Wifi,Free parking"
The H Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d674660-Reviews-The_H_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2462 ,,2019/05/18,2019/05/19, 75,Booking.com,15,"Free Wifi,Free parking"
Arabian Courtyard Hotel & Spa,http://www.tripadvisor.com/Hotel_Review-g295424-d568574-Reviews-Arabian_Courtyard_Hotel_Spa-Dubai_Emirate_of_Dubai.html,Dubai,,3036 ,,2019/05/18,2019/05/19, 42,Booking.com,15,"Free Wifi,Pool,Visit hotel website"
