197.4,246.75,2019-04-30 21
203.8,254.75,2019-04-22 12
221.2,368.6666666666667,2019-05-07 19
202.8,253.5,2019-04-24 23
239.6,299.5,2019-05-08 07
202.4,253.0,2019-04-25 08
203.2,254.0,2019-04-26 02
208.8,261.0,2019-04-27 13
221.2,368.6666666666667,2019-05-07 06
203.2,254.0,2019-04-24 13
203.0,253.75,2019-04-30 11
196.6,245.75,2019-05-01 18
228.6,381.0,2019-05-06 15
235.4,392.3333333333333,2019-05-05 10
196.2,245.25,2019-04-19 19
204.6,255.75,2019-04-22 14
235.4,392.3333333333333,2019-05-05 14
197.0,246.25,2019-05-03 17
197.4,246.75,2019-05-01 11
202.4,253.0,2019-04-24 22
235.4,392.3333333333333,2019-05-05 16
254.4,318.0,2019-05-09 16
203.2,254.0,2019-04-23 17
196.2,245.25,2019-04-20 09
162.4,270.6666666666667,2019-05-11 17
221.4,276.75,2019-05-12 07
198.0,247.5,2019-04-21 15
161.0,268.3333333333333,2019-05-10 02
198.0,247.5,2019-05-01 03
250.8,313.5,2019-05-04 16
237.6,297.0,2019-05-08 14
196.6,245.75,2019-05-03 20
197.4,246.75,2019-05-04 05
196.6,245.75,2019-05-02 19
203.8,254.75,2019-04-28 22
209.6,262.0,2019-04-27 06
255.2,319.0,2019-05-09 08
144.6,241.0,2019-05-10 12
239.0,298.75,2019-05-10 15
198.2,247.75,2019-04-28 07
196.2,245.25,2019-05-03 16
201.0,251.25,2019-04-21 00
197.0,246.25,2019-05-03 09
249.6,312.0,2019-05-08 02
197.4,246.75,2019-04-30 19
202.4,253.0,2019-04-26 05
235.4,392.3333333333333,2019-05-05 18
233.8,292.25,2019-05-11 05
235.4,392.3333333333333,2019-05-06 04
196.4,245.5,2019-04-20 21
202.8,253.5,2019-05-04 13
204.0,255.0,2019-04-26 06
198.0,247.5,2019-05-01 06
209.0,261.25,2019-04-27 23
203.2,254.0,2019-04-25 18
196.6,245.75,2019-05-02 21
221.2,368.6666666666667,2019-05-07 14
202.4,253.0,2019-04-25 17
203.8,254.75,2019-04-23 07
221.2,368.6666666666667,2019-05-07 08
255.2,319.0,2019-05-09 13
255.2,319.0,2019-05-09 02
235.4,392.3333333333333,2019-05-05 06
203.0,253.75,2019-04-30 03
203.4,254.25,2019-05-04 11
235.4,392.3333333333333,2019-05-05 22
196.8,246.0,2019-04-28 16
233.6,292.0,2019-05-10 21
196.6,245.75,2019-05-03 02
198.0,247.5,2019-04-21 13
198.0,247.5,2019-04-21 18
234.2,292.75,2019-05-11 03
203.8,254.75,2019-04-29 14
198.2,247.75,2019-04-28 14
204.6,255.75,2019-04-23 09
203.6,254.5,2019-04-29 01
197.4,246.75,2019-05-03 06
235.4,392.3333333333333,2019-05-05 09
239.6,299.5,2019-05-08 10
196.0,245.0,2019-04-20 08
203.2,254.0,2019-04-25 20
239.0,298.75,2019-05-08 04
196.6,245.75,2019-04-30 20
203.2,254.0,2019-04-26 13
203.0,253.75,2019-04-30 07
238.6,298.25,2019-05-10 16
229.0,381.6666666666667,2019-05-06 11
198.8,248.5,2019-04-21 20
235.4,392.3333333333333,2019-05-05 23
202.4,253.0,2019-04-25 22
197.8,247.25,2019-05-01 14
196.2,245.25,2019-05-03 08
196.8,246.0,2019-04-28 10
204.6,255.75,2019-04-23 08
197.4,246.75,2019-05-01 04
221.2,368.6666666666667,2019-05-07 10
181.2,453.0,2019-05-09 19
235.4,392.3333333333333,2019-05-05 07
204.6,255.75,2019-04-22 10
202.4,253.0,2019-04-23 23
255.2,319.0,2019-05-10 04
203.0,253.75,2019-04-29 22
198.8,248.5,2019-04-21 11
221.4,276.75,2019-05-12 09
221.2,368.6666666666667,2019-05-06 23
250.8,313.5,2019-05-04 19
236.8,296.0,2019-05-08 16
198.2,247.75,2019-05-04 03
198.8,248.5,2019-04-22 03
202.4,253.0,2019-04-26 11
197.0,246.25,2019-05-03 15
221.2,368.6666666666667,2019-05-07 13
197.4,246.75,2019-05-02 14
228.4,380.6666666666667,2019-05-06 17
209.6,262.0,2019-04-27 00
236.0,393.3333333333333,2019-05-05 02
196.6,245.75,2019-05-01 20
203.2,254.0,2019-04-24 05
160.4,267.3333333333333,2019-05-09 11
221.2,368.6666666666667,2019-05-07 09
203.2,254.0,2019-04-23 20
192.4,320.6666666666667,2019-05-11 16
235.4,392.3333333333333,2019-05-06 05
228.6,381.0,2019-05-06 08
205.8,343.0,2019-05-11 00
204.6,255.75,2019-04-22 21
233.8,292.25,2019-05-11 13
196.6,245.75,2019-05-02 01
180.8,301.3333333333333,2019-05-12 06
233.6,292.0,2019-05-10 23
232.8,291.0,2019-05-11 18
196.6,245.75,2019-05-01 05
203.6,254.5,2019-04-29 20
204.6,255.75,2019-04-23 13
197.4,246.75,2019-05-02 20
197.4,246.75,2019-05-03 10
209.6,262.0,2019-04-26 21
209.8,262.25,2019-04-27 01
196.6,245.75,2019-05-02 15
202.4,253.0,2019-04-24 12
198.0,247.5,2019-04-22 00
204.6,255.75,2019-04-23 05
203.8,254.75,2019-04-24 18
202.4,253.0,2019-04-24 00
203.2,254.0,2019-04-25 11
203.2,254.0,2019-04-25 03
197.4,246.75,2019-05-01 21
203.2,254.0,2019-04-24 15
198.8,248.5,2019-04-22 05
197.4,246.75,2019-05-01 17
208.8,261.0,2019-04-26 23
255.2,319.0,2019-05-09 20
196.6,245.75,2019-05-04 10
236.8,296.0,2019-05-08 12
196.8,246.0,2019-04-28 12
209.4,261.75,2019-04-27 17
204.6,255.75,2019-04-23 03
202.4,253.0,2019-04-25 10
203.8,254.75,2019-04-30 05
196.0,245.0,2019-04-20 15
197.4,246.75,2019-05-03 18
202.4,253.0,2019-04-25 23
235.4,392.3333333333333,2019-05-05 05
198.8,248.5,2019-04-23 15
203.8,254.75,2019-04-24 17
196.0,245.0,2019-04-20 16
115.0,287.5,2019-05-09 14
203.2,254.0,2019-04-25 05
203.0,253.75,2019-04-29 15
221.2,368.6666666666667,2019-05-06 21
196.2,245.25,2019-05-02 22
198.0,247.5,2019-04-21 21
203.0,253.75,2019-04-29 11
232.8,291.0,2019-05-11 02
73.2,183.0,2019-05-10 08
203.2,254.0,2019-04-25 09
250.8,313.5,2019-05-04 20
210.4,263.0,2019-04-27 14
221.2,368.6666666666667,2019-05-07 07
209.6,262.0,2019-04-28 03
238.6,298.25,2019-05-10 20
204.2,255.25,2019-04-23 22
202.4,253.0,2019-04-23 21
198.8,248.5,2019-04-22 01
270.4,338.0,2019-05-08 15
203.8,254.75,2019-04-29 03
235.4,392.3333333333333,2019-05-06 01
235.4,392.3333333333333,2019-05-05 11
208.8,261.0,2019-04-27 05
204.6,255.75,2019-04-22 20
220.6,275.75,2019-05-12 04
226.6,377.6666666666667,2019-05-05 00
203.8,254.75,2019-04-29 18
221.2,368.6666666666667,2019-05-07 15
203.2,254.0,2019-04-24 14
208.8,261.0,2019-04-28 06
204.0,255.0,2019-04-26 18
208.8,261.0,2019-04-27 22
254.2,317.75,2019-05-10 06
221.2,368.6666666666667,2019-05-07 20
223.8,373.0,2019-05-04 22
203.0,253.75,2019-04-29 19
235.4,392.3333333333333,2019-05-06 06
193.0,321.6666666666667,2019-05-11 07
238.2,297.75,2019-05-08 22
204.0,255.0,2019-04-25 19
221.2,368.6666666666667,2019-05-07 12
209.6,262.0,2019-04-28 04
196.6,245.75,2019-05-03 13
198.0,247.5,2019-04-22 07
203.8,254.75,2019-04-29 12
196.6,245.75,2019-04-30 12
221.4,276.75,2019-05-12 05
255.0,318.75,2019-05-09 10
203.2,254.0,2019-04-30 02
239.0,298.75,2019-05-10 17
196.4,245.5,2019-04-20 18
255.0,318.75,2019-05-08 01
227.4,379.0,2019-05-09 03
197.6,247.0,2019-04-28 17
237.4,296.75,2019-05-09 00
196.6,245.75,2019-04-30 17
161.6,269.3333333333333,2019-05-10 22
203.8,254.75,2019-04-29 08
160.4,267.3333333333333,2019-05-09 21
198.0,247.5,2019-04-21 23
203.8,254.75,2019-04-29 06
197.0,246.25,2019-05-03 14
196.2,245.25,2019-05-03 23
196.2,245.25,2019-05-03 11
203.2,254.0,2019-04-24 06
196.6,245.75,2019-05-01 16
198.0,247.5,2019-04-21 19
204.6,255.75,2019-04-22 18
197.6,247.0,2019-04-28 15
197.6,247.0,2019-05-01 02
196.6,245.75,2019-05-02 00
196.2,245.25,2019-05-03 19
197.0,246.25,2019-05-02 17
196.6,245.75,2019-05-02 12
209.6,262.0,2019-04-28 01
198.2,247.75,2019-04-30 13
196.2,245.25,2019-05-02 23
203.2,254.0,2019-04-26 00
239.6,299.5,2019-05-10 13
270.4,338.0,2019-05-08 23
221.2,368.6666666666667,2019-05-06 16
203.0,253.75,2019-04-28 18
197.4,246.75,2019-05-01 01
197.4,246.75,2019-04-30 18
204.6,255.75,2019-04-22 09
221.4,276.75,2019-05-12 02
221.2,368.6666666666667,2019-05-06 20
235.4,392.3333333333333,2019-05-05 19
197.4,246.75,2019-05-01 13
203.0,253.75,2019-04-29 17
202.4,253.0,2019-04-24 16
196.6,245.75,2019-05-01 22
203.8,254.75,2019-04-23 02
203.8,254.75,2019-04-30 08
197.8,247.25,2019-05-01 23
221.2,368.6666666666667,2019-05-07 21
239.6,299.5,2019-05-08 03
209.6,262.0,2019-04-27 09
145.0,241.66666666666666,2019-05-10 18
251.6,314.5,2019-05-04 21
233.6,292.0,2019-05-11 15
196.4,245.5,2019-04-20 23
203.6,254.5,2019-04-28 20
233.0,291.25,2019-05-11 20
227.4,379.0,2019-05-10 05
255.0,318.75,2019-05-10 00
221.2,368.6666666666667,2019-05-07 05
203.4,254.25,2019-04-22 08
251.6,314.5,2019-05-04 17
208.8,261.0,2019-04-27 07
209.6,262.0,2019-04-27 20
202.6,253.25,2019-05-04 14
198.0,247.5,2019-04-23 14
235.4,392.3333333333333,2019-05-05 08
203.8,254.75,2019-04-23 01
255.6,319.5,2019-05-09 12
203.2,254.0,2019-04-26 04
161.6,269.3333333333333,2019-05-11 10
203.8,254.75,2019-04-29 16
198.8,248.5,2019-04-21 05
255.2,319.0,2019-05-09 04
228.6,381.0,2019-05-06 10
196.6,245.75,2019-05-01 00
209.6,262.0,2019-04-27 02
203.2,254.0,2019-04-24 04
221.2,368.6666666666667,2019-05-07 02
203.8,254.75,2019-04-29 04
204.6,255.75,2019-04-23 04
195.2,244.0,2019-04-20 01
203.2,254.0,2019-04-23 18
197.0,246.25,2019-05-04 01
203.8,254.75,2019-04-22 11
197.4,246.75,2019-04-28 13
202.8,253.5,2019-04-24 03
197.4,246.75,2019-05-02 08
197.0,246.25,2019-05-04 07
197.0,246.25,2019-05-03 12
198.8,248.5,2019-04-23 16
203.8,254.75,2019-04-22 13
202.4,253.0,2019-04-24 19
236.0,393.3333333333333,2019-05-05 12
203.8,254.75,2019-04-22 23
251.6,314.5,2019-05-04 15
204.0,255.0,2019-04-25 14
255.2,319.0,2019-05-10 07
202.4,253.0,2019-04-25 00
255.2,319.0,2019-05-08 00
221.4,276.75,2019-05-12 08
235.4,392.3333333333333,2019-05-05 20
221.2,368.6666666666667,2019-05-07 04
196.6,245.75,2019-05-02 09
236.0,393.3333333333333,2019-05-05 17
228.6,381.0,2019-05-06 12
235.4,392.3333333333333,2019-05-06 03
203.8,254.75,2019-04-29 23
205.8,343.0,2019-05-11 21
233.6,292.0,2019-05-11 14
206.2,343.6666666666667,2019-05-11 01
209.6,262.0,2019-04-27 10
195.6,244.5,2019-04-19 18
209.6,262.0,2019-04-28 02
238.6,298.25,2019-05-10 10
212.2,353.6666666666667,2019-05-10 09
208.8,261.0,2019-04-26 20
203.0,253.75,2019-04-28 23
196.2,245.25,2019-05-03 05
197.4,246.75,2019-05-02 07
196.6,245.75,2019-04-30 14
204.0,255.0,2019-04-26 17
198.8,248.5,2019-04-21 07
269.8,337.25,2019-05-08 17
239.4,299.25,2019-05-10 19
221.2,368.6666666666667,2019-05-06 19
239.6,299.5,2019-05-08 06
198.8,248.5,2019-04-21 03
203.2,254.0,2019-04-24 07
233.8,292.25,2019-05-11 09
196.6,245.75,2019-05-02 13
239.0,298.75,2019-05-08 08
197.4,246.75,2019-05-02 18
196.6,245.75,2019-05-02 05
202.4,253.0,2019-04-26 16
197.6,247.0,2019-04-28 11
196.6,245.75,2019-05-03 03
197.0,246.25,2019-05-04 02
221.2,368.6666666666667,2019-05-07 11
202.6,253.25,2019-04-28 21
228.6,381.0,2019-05-06 14
203.8,254.75,2019-04-22 19
