297.2,2019-05-02 12
104.0,2019-05-12 07
290.8,2019-04-28 04
327.6,2019-04-23 13
312.8,2019-05-07 04
297.2,2019-05-02 09
309.0,2019-04-23 15
286.0,2019-04-26 03
290.8,2019-04-28 05
245.6,2019-05-11 15
296.6,2019-05-04 02
312.8,2019-05-05 10
339.0,2019-05-07 12
284.6,2019-04-23 21
312.8,2019-05-06 01
286.0,2019-04-25 22
300.6,2019-04-25 03
297.2,2019-05-01 19
297.2,2019-04-30 11
286.0,2019-04-25 20
297.2,2019-04-30 09
328.6,2019-05-02 10
252.4,2019-05-11 10
262.2,2019-05-10 06
317.6,2019-05-08 11
284.8,2019-04-27 00
262.0,2019-05-10 01
353.6,2019-05-06 20
317.0,2019-05-07 13
261.4,2019-05-09 17
297.2,2019-04-30 05
260.4,2019-05-09 19
317.2,2019-05-07 16
312.8,2019-05-06 12
312.8,2019-05-05 04
298.0,2019-05-01 14
297.2,2019-05-01 20
284.6,2019-04-24 00
284.6,2019-04-24 01
312.8,2019-05-06 23
316.4,2019-05-03 14
297.0,2019-04-29 19
284.8,2019-04-26 20
320.0,2019-04-26 04
284.8,2019-04-27 02
305.4,2019-04-28 00
295.2,2019-05-01 02
286.8,2019-04-25 10
286.8,2019-04-23 11
296.6,2019-05-04 04
295.4,2019-05-01 09
314.0,2019-04-24 08
297.2,2019-04-30 02
330.4,2019-04-30 22
317.4,2019-05-08 03
298.6,2019-05-04 12
296.8,2019-05-03 04
286.8,2019-04-23 17
284.8,2019-04-27 03
317.6,2019-05-08 05
284.6,2019-04-23 22
286.8,2019-04-23 09
297.2,2019-05-02 01
262.2,2019-05-10 09
317.0,2019-05-02 20
316.6,2019-05-08 23
286.4,2019-04-25 14
296.6,2019-05-03 23
304.0,2019-04-26 12
286.8,2019-04-23 10
298.6,2019-05-04 20
316.4,2019-05-03 15
286.8,2019-04-25 01
317.2,2019-05-07 15
260.6,2019-05-09 18
143.8,2019-05-10 21
291.0,2019-04-28 16
295.6,2019-04-30 20
