216.4,2019-05-04 22
226.2,2019-05-07 16
281.2,2019-04-21 04
188.4,2019-05-10 09
281.4,2019-04-22 23
281.2,2019-04-20 20
282.2,2019-04-21 05
356.2,2019-04-29 13
213.6,2019-05-09 05
291.2,2019-05-01 07
311.6,2019-04-24 08
328.8,2019-04-26 00
276.4,2019-04-22 21
278.0,2019-04-29 15
225.6,2019-05-05 02
310.2,2019-04-28 11
285.6,2019-05-08 19
240.2,2019-05-06 21
293.4,2019-05-07 04
340.2,2019-04-18 23
293.0,2019-05-01 03
226.8,2019-05-03 04
227.2,2019-05-03 21
226.8,2019-05-08 08
226.4,2019-05-03 09
138.6,2019-05-10 23
286.4,2019-04-27 07
259.2,2019-05-06 03
350.0,2019-04-28 08
302.7,2019-04-23 08
168.6,2019-05-11 22
225.4,2019-05-08 17
328.6,2019-05-06 13
258.8,2019-05-08 01
275.4,2019-05-02 19
291.2,2019-05-01 04
300.8,2019-05-05 16
316.2,2019-04-25 14
221.6,2019-05-03 00
210.6,2019-05-10 00
359.6,2019-04-30 06
281.0,2019-04-28 04
310.6,2019-04-23 02
214.6,2019-05-10 18
284.0,2019-04-27 15
273.8,2019-04-26 04
125.4,2019-05-11 23
248.2,2019-05-12 05
306.6,2019-04-19 11
291.0,2019-05-01 11
238.8,2019-05-04 02
275.4,2019-04-23 00
210.8,2019-05-09 07
221.2,2019-05-03 17
274.6,2019-04-22 05
283.6,2019-04-29 19
316.8,2019-04-25 21
284.4,2019-05-09 17
286.2,2019-04-21 14
325.4,2019-05-07 21
324.8,2019-04-25 16
316.8,2019-04-25 23
293.0,2019-04-30 00
290.6,2019-05-01 12
349.0,2019-04-27 11
249.2,2019-05-06 20
281.8,2019-04-30 14
360.8,2019-04-29 05
272.0,2019-04-23 06
227.2,2019-05-01 19
218.2,2019-04-30 19
296.8,2019-05-12 08
197.0,2019-05-09 14
292.2,2019-04-21 06
327.2,2019-04-30 16
320.6,2019-04-21 20
235.2,2019-05-12 03
221.6,2019-05-03 01
290.6,2019-05-11 18
282.0,2019-04-27 01
356.8,2019-04-30 09
306.2,2019-04-25 00
289.9,2019-04-30 02
367.8,2019-04-19 19
314.2,2019-04-18 22
227.8,2019-05-07 06
295.6,2019-04-21 00
224.0,2019-05-11 02
352.6,2019-04-30 22
322.8,2019-04-23 05
240.8,2019-05-07 18
288.2,2019-04-30 11
270.0,2019-05-05 00
305.2,2019-05-08 12
334.8,2019-04-23 15
210.8,2019-05-09 08
287.2,2019-04-28 05
237.2,2019-05-07 17
320.2,2019-04-21 22
349.6,2019-04-19 03
306.0,2019-05-07 22
308.6,2019-05-07 05
292.2,2019-04-21 01
323.0,2019-04-21 21
275.4,2019-04-22 12
285.4,2019-04-22 14
258.4,2019-05-06 08
275.4,2019-04-22 16
281.2,2019-04-29 11
306.2,2019-04-24 01
285.0,2019-04-29 10
275.0,2019-04-29 23
293.2,2019-04-29 22
170.8,2019-05-11 19
218.0,2019-05-04 05
217.2,2019-05-05 04
290.8,2019-04-21 16
217.8,2019-05-02 20
284.0,2019-04-24 11
249.2,2019-05-08 14
332.2,2019-04-21 09
227.6,2019-05-01 08
329.2,2019-05-07 14
281.4,2019-04-30 12
321.8,2019-04-25 06
224.0,2019-05-11 05
325.6,2019-04-23 23
247.6,2019-05-07 08
298.6,2019-05-07 12
302.6,2019-05-01 01
281.2,2019-04-28 03
249.2,2019-05-06 16
211.8,2019-05-10 06
300.2,2019-04-26 08
310.0,2019-04-18 17
274.4,2019-05-02 07
293.2,2019-04-30 20
210.8,2019-05-09 18
282.9,2019-04-20 16
210.8,2019-05-09 15
306.6,2019-04-24 04
219.6,2019-05-09 10
316.0,2019-04-25 19
296.0,2019-05-05 17
327.0,2019-04-21 11
168.8,2019-05-11 09
284.0,2019-04-29 17
335.0,2019-04-18 19
301.0,2019-05-04 04
226.8,2019-05-11 01
336.4,2019-04-18 16
355.2,2019-04-28 09
292.0,2019-05-02 14
277.4,2019-04-24 12
242.4,2019-05-05 23
287.8,2019-04-26 19
322.4,2019-04-25 07
290.4,2019-05-03 05
225.6,2019-05-05 13
316.2,2019-04-25 18
297.2,2019-04-27 18
242.2,2019-05-06 02
359.6,2019-04-26 22
290.7,2019-04-20 15
278.8,2019-04-23 10
286.8,2019-05-04 08
291.0,2019-05-01 09
210.8,2019-05-09 02
191.2,2019-05-09 20
278.8,2019-04-22 04
266.6,2019-04-22 17
296.8,2019-04-30 23
223.2,2019-05-02 16
275.4,2019-04-22 22
218.0,2019-05-02 06
304.4,2019-04-26 07
310.2,2019-04-28 07
259.6,2019-05-08 11
202.4,2019-05-10 01
239.2,2019-05-06 17
301.2,2019-05-09 12
224.4,2019-05-11 17
316.8,2019-04-25 20
292.0,2019-04-24 15
358.0,2019-04-28 14
236.0,2019-05-08 00
257.8,2019-05-07 11
340.2,2019-04-19 00
226.2,2019-05-11 06
286.2,2019-04-21 08
210.6,2019-05-09 23
224.8,2019-05-06 06
316.6666666666667,2019-04-20 08
214.4,2019-05-10 22
282.2,2019-04-24 20
231.2,2019-05-05 18
227.6,2019-05-01 13
250.2,2019-05-07 00
205.4,2019-05-10 08
221.2,2019-05-05 19
210.8,2019-05-09 06
285.0,2019-04-29 03
299.4,2019-05-03 08
225.6,2019-05-05 01
143.2,2019-05-10 11
310.2,2019-04-24 00
340.6,2019-04-19 04
300.4,2019-05-09 22
284.0,2019-04-27 13
319.2,2019-05-07 10
330.8,2019-04-23 13
276.8,2019-04-26 14
353.2,2019-04-29 20
230.4,2019-05-05 07
314.8,2019-04-22 11
213.2,2019-05-02 13
330.8,2019-04-19 15
228.0,2019-05-01 21
225.4,2019-05-11 07
94.6,2019-05-12 07
229.0,2019-05-12 04
275.0,2019-04-22 06
280.2,2019-05-08 02
289.8666666666667,2019-04-30 03
227.4,2019-05-01 18
349.0,2019-04-28 12
227.2,2019-05-03 16
317.2,2019-04-25 17
350.0,2019-04-28 16
273.0,2019-05-01 10
322.6,2019-04-23 09
356.2,2019-04-28 22
313.8,2019-04-23 03
311.2,2019-04-22 02
292.4,2019-04-28 06
248.6,2019-05-07 23
225.6,2019-05-04 23
158.6,2019-05-11 21
351.2,2019-05-01 05
285.0,2019-04-29 08
290.0,2019-04-20 22
277.8,2019-04-28 21
286.2,2019-04-26 12
270.2,2019-04-26 05
217.4,2019-05-05 21
250.2,2019-05-06 07
267.6,2019-04-24 02
286.6,2019-05-05 03
326.6,2019-04-21 18
345.4,2019-04-18 20
281.4,2019-04-23 01
290.2,2019-04-30 08
305.0,2019-04-29 14
325.4,2019-04-23 17
286.0,2019-04-27 10
286.2,2019-04-21 02
223.6,2019-05-11 20
316.4,2019-04-25 12
221.8,2019-05-02 15
223.2,2019-05-11 03
214.8,2019-05-11 16
210.8,2019-05-08 23
321.6,2019-04-25 05
155.4,2019-05-10 05
247.6,2019-05-07 03
295.6,2019-04-21 10
281.2,2019-04-21 13
297.4,2019-05-02 21
271.0,2019-05-06 18
340.2,2019-04-18 21
239.4,2019-05-12 09
359.4,2019-04-29 18
235.2,2019-05-08 15
353.6,2019-04-30 18
221.4,2019-04-29 16
274.0,2019-04-27 22
315.7,2019-04-30 10
294.2,2019-05-11 10
286.4,2019-04-26 09
352.2,2019-04-27 17
282.6,2019-04-29 21
288.2,2019-04-28 20
225.8,2019-05-04 21
225.6,2019-05-04 15
226.6,2019-05-03 20
317.2,2019-04-25 15
214.8,2019-05-10 19
221.8,2019-05-02 09
277.8,2019-04-27 16
295.8,2019-04-30 05
245.0,2019-05-06 11
278.8,2019-04-22 08
367.4,2019-04-28 19
289.8,2019-04-30 04
221.2,2019-05-05 10
296.2,2019-04-28 10
270.4,2019-04-22 19
222.0,2019-05-05 09
281.4,2019-04-24 21
300.6,2019-05-05 12
209.8,2019-05-01 22
227.8,2019-05-07 07
284.8,2019-04-30 17
287.6,2019-05-03 10
277.8,2019-04-25 10
284.0,2019-04-19 13
145.2,2019-05-09 09
219.2,2019-05-02 12
313.4,2019-04-19 09
352.2,2019-04-27 19
216.4,2019-05-04 16
301.2,2019-05-02 05
247.6,2019-05-06 19
213.2,2019-05-02 11
291.6,2019-05-09 04
301.6,2019-04-24 06
227.4,2019-05-01 15
216.4,2019-05-04 20
227.2,2019-05-09 13
216.4,2019-05-05 11
286.2,2019-04-20 21
227.2,2019-05-04 00
317.6,2019-05-07 09
218.4,2019-05-02 10
242.8,2019-05-02 23
284.0,2019-04-27 12
317.2,2019-04-25 11
337.2,2019-04-30 21
356.2,2019-04-29 04
226.8,2019-05-07 02
307.8,2019-04-24 07
305.0,2019-05-08 16
322.8,2019-04-23 04
323.0,2019-04-23 11
287.2,2019-04-27 23
169.2,2019-05-11 15
328.0,2019-04-23 14
313.4,2019-04-21 17
282.2,2019-04-26 11
284.0,2019-04-27 06
241.6,2019-05-12 06
