163.8,2019-05-05 02
131.6,2019-04-28 05
143.6,2019-05-05 00
134.6,2019-04-26 09
157.0,2019-05-04 05
141.8,2019-05-06 21
144.0,2019-05-06 05
137.6,2019-05-06 11
131.6,2019-04-24 08
122.2,2019-04-28 00
130.8,2019-04-20 21
129.4,2019-04-25 08
139.8,2019-05-06 15
142.9,2019-04-30 10
209.0,2019-04-20 01
206.8,2019-04-19 03
134.6875,2019-04-20 08
137.4,2019-05-10 11
139.4,2019-05-12 06
135.8,2019-04-22 11
142.2,2019-05-02 16
122.8,2019-04-26 07
131.4,2019-04-24 04
157.6,2019-04-22 10
137.0,2019-05-07 23
139.0,2019-04-29 00
140.4,2019-05-04 14
206.4,2019-04-19 06
132.6,2019-05-01 19
131.4,2019-04-23 02
157.8,2019-04-29 19
131.4,2019-04-22 06
128.9,2019-04-23 08
125.0,2019-04-25 09
157.8,2019-05-09 15
133.0,2019-05-03 14
133.4,2019-05-09 03
203.4,2019-04-18 17
143.0,2019-05-03 15
126.6,2019-04-22 02
142.2,2019-05-06 14
155.0,2019-04-29 14
145.6,2019-05-07 07
152.0,2019-05-01 12
131.6,2019-05-08 08
126.4,2019-04-26 08
140.0,2019-05-02 15
127.4,2019-04-25 10
135.0,2019-04-27 04
137.2,2019-05-07 09
144.2,2019-05-09 12
145.8,2019-05-05 10
140.8,2019-04-30 16
152.4,2019-05-10 21
131.4,2019-04-22 22
140.0,2019-04-28 12
132.6,2019-04-28 08
127.4,2019-04-25 01
126.4,2019-04-26 05
139.8,2019-05-12 05
145.2,2019-05-06 20
137.6,2019-05-11 19
131.4,2019-04-26 03
124.2,2019-04-27 17
131.6,2019-04-28 16
132.8,2019-05-01 16
113.8,2019-05-12 08
125.8,2019-05-11 20
137.8,2019-05-11 02
129.6,2019-04-25 00
161.2,2019-04-22 16
118.4,2019-05-09 13
141.0,2019-04-29 04
132.8,2019-04-28 01
139.0,2019-04-28 11
128.0,2019-04-23 16
137.8,2019-04-24 03
154.4,2019-05-01 11
142.2,2019-05-08 04
125.0,2019-05-10 02
137.0,2019-05-08 03
132.4,2019-04-30 15
164.0,2019-05-06 12
204.3,2019-04-19 19
146.0,2019-05-05 04
127.6,2019-04-26 23
152.2,2019-04-24 07
128.0,2019-04-23 07
144.2,2019-05-11 00
133.6,2019-04-22 23
129.2,2019-05-02 18
133.4,2019-05-08 17
141.0,2019-04-28 06
141.4,2019-04-29 22
137.6,2019-05-05 03
137.4,2019-05-10 06
136.0,2019-05-06 22
162.0,2019-04-30 14
