226.4,2019-05-09 19
265.4,2019-05-06 18
278.2,2019-05-06 20
237.6,2019-05-08 06
221.4,2019-05-10 09
266.0,2019-05-08 20
284.8,2019-05-10 17
273.0,2019-05-06 08
320.0,2019-05-03 13
225.6,2019-05-11 11
280.8,2019-05-05 19
242.4,2019-05-10 00
278.8,2019-05-06 15
314.8,2019-05-05 03
284.8,2019-05-10 13
237.4,2019-05-09 00
284.6,2019-05-10 22
250.4,2019-05-08 21
330.4,2019-05-01 16
383.4,2019-04-30 18
321.0,2019-05-02 13
279.0,2019-05-06 03
264.8,2019-05-07 02
389.2,2019-04-30 22
284.4,2019-05-11 18
279.2,2019-05-05 22
316.6,2019-05-03 19
310.2,2019-05-04 08
313.8,2019-05-04 10
303.8,2019-05-03 01
221.6,2019-05-09 01
320.0,2019-05-03 07
324.0,2019-05-01 20
250.8,2019-05-08 16
252.8,2019-05-08 12
226.6,2019-05-10 05
278.4,2019-05-07 03
284.4,2019-05-11 15
273.0,2019-05-06 09
219.0,2019-05-11 13
273.0,2019-05-06 10
314.6,2019-05-04 20
313.8,2019-05-03 22
320.8,2019-05-05 07
266.6,2019-05-12 05
314.8,2019-05-05 01
284.8,2019-05-10 20
320.0,2019-05-03 14
321.2,2019-05-02 02
320.8,2019-05-05 06
389.4,2019-05-01 07
183.4,2019-05-09 22
274.8,2019-05-05 12
265.2,2019-05-07 23
320.8,2019-05-05 08
278.8,2019-05-06 17
242.2,2019-05-09 20
321.0,2019-05-02 06
303.8,2019-05-02 19
284.4,2019-05-12 00
324.0,2019-05-01 21
335.0,2019-05-01 22
237.8,2019-05-09 08
284.6,2019-05-10 23
242.6,2019-05-10 06
237.8,2019-05-09 10
273.2,2019-05-06 00
335.2,2019-05-01 09
313.6,2019-05-04 13
314.8,2019-05-02 10
310.6,2019-05-04 15
266.6,2019-05-12 04
319.8,2019-05-03 08
278.8,2019-05-06 14
225.6,2019-05-11 07
265.2,2019-05-07 22
222.0,2019-05-09 02
265.0,2019-05-07 19
319.8,2019-05-04 01
252.6,2019-05-08 13
313.8,2019-05-04 18
274.8,2019-05-05 10
280.8,2019-05-05 15
313.8,2019-05-04 11
265.8,2019-05-08 18
389.4,2019-05-01 01
313.8,2019-05-03 18
266.6,2019-05-11 21
389.2,2019-04-30 21
237.8,2019-05-09 03
266.2,2019-05-08 22
319.8,2019-05-03 21
273.0,2019-05-06 11
223.6,2019-05-08 02
285.6,2019-05-10 16
222.0,2019-05-08 03
59.0,2019-05-10 07
265.0,2019-05-07 05
59.0,2019-05-09 13
284.8,2019-05-10 19
388.6,2019-04-30 15
313.8,2019-05-04 00
284.4,2019-05-11 06
274.8,2019-05-05 20
321.0,2019-05-02 05
285.0,2019-05-10 11
222.0,2019-05-09 05
299.4,2019-05-02 12
314.0,2019-05-02 18
266.8,2019-05-11 00
