88.6,2019-04-21 06
56.8,2019-05-11 06
98.6,2019-05-09 09
95.2,2019-05-11 18
90.2,2019-04-20 16
92.2,2019-05-10 08
88.2,2019-04-28 23
94.4,2019-05-08 23
98.2,2019-04-20 22
84.6,2019-04-28 20
77.2,2019-05-12 02
96.2,2019-05-08 16
93.0,2019-05-06 16
89.6,2019-05-03 02
93.2,2019-05-03 13
89.2,2019-04-26 07
97.4,2019-05-05 07
88.2,2019-04-22 08
91.6,2019-04-24 11
78.8,2019-04-27 13
94.4,2019-05-01 20
98.2,2019-05-08 21
90.8,2019-04-24 03
101.0,2019-04-29 23
93.8,2019-05-10 13
87.0,2019-04-19 08
87.2,2019-04-26 01
88.6,2019-04-21 09
90.0,2019-05-08 14
83.0,2019-04-30 05
96.6,2019-05-07 21
91.0,2019-05-03 01
95.2,2019-05-10 23
83.4,2019-04-27 18
94.2,2019-04-21 23
96.4,2019-05-08 22
88.0,2019-05-10 01
89.0,2019-04-22 21
81.2,2019-04-25 21
95.2,2019-05-03 08
94.2,2019-04-22 06
96.2,2019-05-08 15
85.6,2019-04-20 08
84.0,2019-04-18 20
85.6,2019-04-21 05
80.4,2019-05-02 16
93.4,2019-05-02 07
81.0,2019-04-28 04
82.8,2019-04-28 12
74.6,2019-04-25 16
82.0,2019-04-25 03
84.6,2019-04-24 16
87.4,2019-04-26 12
91.4,2019-04-21 13
100.0,2019-05-06 17
78.4,2019-04-27 06
85.4,2019-04-30 22
81.8,2019-04-25 18
106.2,2019-04-29 22
93.0,2019-05-06 07
96.2,2019-05-08 18
78.2,2019-04-27 21
92.2,2019-04-22 15
99.8,2019-05-08 11
84.4,2019-05-01 03
80.8,2019-04-26 23
80.4,2019-04-27 03
93.4,2019-05-10 16
78.2,2019-05-11 21
111.6,2019-05-12 05
91.4,2019-05-07 11
90.6,2019-05-07 14
95.6,2019-05-05 20
84.8,2019-04-23 20
94.0,2019-05-06 21
89.8,2019-04-24 09
95.0,2019-05-03 16
87.0,2019-04-21 10
92.6,2019-05-07 02
83.8,2019-04-18 19
92.0,2019-04-20 20
74.8,2019-04-25 17
82.4,2019-04-26 18
94.4,2019-04-21 00
92.6,2019-04-28 21
93.8,2019-05-08 04
88.2,2019-05-03 11
89.2,2019-05-05 00
92.0,2019-05-07 04
90.4,2019-04-30 13
79.8,2019-04-28 07
88.2,2019-05-03 14
84.0,2019-05-10 22
84.0,2019-05-02 00
86.0,2019-04-24 05
87.0,2019-04-20 21
92.6,2019-05-01 14
89.2,2019-05-07 08
86.8,2019-04-19 14
85.2,2019-05-03 19
90.0,2019-05-07 17
88.8,2019-04-19 04
93.4,2019-04-21 11
92.4,2019-05-10 20
79.8,2019-05-09 11
89.0,2019-04-23 11
90.1,2019-04-23 08
81.4,2019-04-26 16
85.6,2019-04-20 09
89.2,2019-05-05 02
94.8,2019-05-09 20
86.8,2019-04-22 11
89.0,2019-04-23 06
86.0,2019-04-23 18
80.0,2019-04-25 10
101.0,2019-05-12 09
78.4,2019-04-27 09
91.8,2019-05-06 11
80.2,2019-04-25 09
85.6,2019-04-30 11
103.2,2019-05-09 01
86.0,2019-04-30 04
91.8,2019-05-06 05
