hotel_name,price_per_night,timestamp
Veranda Tamarin Hotel, 165,2019-04-20 18:20:01.089053
LUX* Belle Mare, 261,2019-04-20 18:20:01.089053
Seapoint Boutique Hotel, 184,2019-04-20 18:20:01.089053
Anelia Resort & Spa, 153,2019-04-20 18:20:01.089053
"Shangri-La’s Le Touessrok Resort & Spa, Mauritius", 302,2019-04-20 18:20:01.089053
SeaSense Boutique Hotel, 122,2019-04-20 18:20:01.089053
Maradiva Villas Resort and Spa, 485,2019-04-20 18:20:01.089053
Merville Beach Hotel, 135,2019-04-20 18:20:01.089053
The Residence Mauritius, 188,2019-04-20 18:20:01.089053
Sands Suites Resort & Spa, 233,2019-04-20 18:20:01.089053
Tropical Attitude, 99,2019-04-20 18:20:01.089053
Zilwa Attitude, 164,2019-04-20 18:20:01.089053
Outrigger Mauritius Beach Resort, 208,2019-04-20 18:20:01.089053
The Bay, 165,2019-04-20 18:20:01.089053
Coral Azur Beach Resort, 78,2019-04-20 18:20:01.089053
Ambre A Sun Resort, 377,2019-04-20 18:20:01.089053
"The Westin Turtle Bay Resort & Spa, Mauritius", 277,2019-04-20 18:20:01.089053
Le Suffren Hotel & Marina, 171,2019-04-20 18:20:01.089053
Long Beach Mauritius, 338,2019-04-20 18:20:01.089053
Hilton Mauritius Resort & Spa, 245,2019-04-20 18:20:01.089053
Mauricia Beachcomber Resort & Spa, 191,2019-04-20 18:20:01.089053
La Pirogue Mauritius, 330,2019-04-20 18:20:01.089053
Solana Beach, 82,2019-04-20 18:20:01.089053
Coin de Mire Attitude, 69,2019-04-20 18:20:01.089053
L'Oiseau de L'Ocean, 55,2019-04-20 18:20:01.089053
LUX* Le Morne, 431,2019-04-20 18:20:01.089053
Trou Aux Biches Beachcomber Golf Resort & Spa, 500,2019-04-20 18:20:01.089053
InterContinental Mauritius Resort Balaclava Fort, 451,2019-04-20 18:20:01.089053
Sugar Beach Mauritius, 584,2019-04-20 18:20:01.089053
LUX* Grand Gaube,0,2019-04-20 18:20:01.089053
Pereybere Hotel & Spa,0,2019-04-20 18:20:01.089053
Salt of Palmar,0,2019-04-20 18:20:01.089053
