hotel_name,price_per_night,timestamp
Novotel Abu Dhabi Al Bustan, 40,2019-04-27 18:20:01.928779
Premier Inn Abu Dhabi International Airport Hotel, 47,2019-04-27 18:20:01.928779
Yas Hotel Abu Dhabi, 110,2019-04-27 18:20:01.928779
Khalidiya Palace Rayhaan by Rotana, 64,2019-04-27 18:20:01.928779
Southern Sun Abu Dhabi, 62,2019-04-27 18:20:01.928779
"Shangri-La Hotel, Qaryat Al Beri, Abu Dhabi", 110,2019-04-27 18:20:01.928779
Aparthotel Adagio Abu Dhabi Al Bustan, 61,2019-04-27 18:20:01.928779
"Radisson Blu Hotel, Abu Dhabi Yas Island", 67,2019-04-27 18:20:01.928779
"Radisson Blu Hotel & Resort, Abu Dhabi Corniche", 60,2019-04-27 18:20:01.928779
Yas Island Rotana, 69,2019-04-27 18:20:01.928779
City Seasons Al Hamra Hotel, 46,2019-04-27 18:20:01.928779
Bab Al Qasr Hotel, 81,2019-04-27 18:20:01.928779
Jumeirah at Etihad Towers, 162,2019-04-27 18:20:01.928779
Emirates Palace, 292,2019-04-27 18:20:01.928779
Fairmont Bab Al Bahr, 112,2019-04-27 18:20:01.928779
"The Ritz-Carlton Abu Dhabi, Grand Canal", 153,2019-04-27 18:20:01.928779
"The St. Regis Saadiyat Island Resort, Abu Dhabi", 203,2019-04-27 18:20:01.928779
Tryp by Wyndham Abu Dhabi City Centre, 43,2019-04-27 18:20:01.928779
Sofitel Abu Dhabi Corniche, 62,2019-04-27 18:20:01.928779
"Traders Hotel, Qaryat Al Beri, Abu Dhabi", 50,2019-04-27 18:20:01.928779
Royal Rose Hotel, 63,2019-04-27 18:20:01.928779
Al Seef Resort & Spa By Andalus, 66,2019-04-27 18:20:01.928779
Novotel Abu Dhabi Al Bustan, 40,2019-04-27 18:20:01.928779
Eastern Mangroves Hotel & Spa By Anantara, 100,2019-04-27 18:20:01.928779
Beach Rotana Abu Dhabi, 78,2019-04-27 18:20:01.928779
Saadiyat Rotana Resort & Villas, 185,2019-04-27 18:20:01.928779
The St. Regis Abu Dhabi, 149,2019-04-27 18:20:01.928779
Ibis Abu Dhabi Gate, 43,2019-04-27 18:20:01.928779
Rosewood Abu Dhabi, 124,2019-04-27 18:20:01.928779
Corniche Hotel Abu Dhabi, 65,2019-04-27 18:20:01.928779
Al Raha Beach Hotel," 1,629",2019-04-27 18:20:01.928779
Zaya Nurai Island, 697,2019-04-27 18:20:01.928779
