hotel_name,price_per_night,timestamp
7 Springs Inn & Suites,0,2019-04-23 20:20:00.928772
Hilton Palm Springs,0,2019-04-23 20:20:00.928772
The Palm Springs Hotel, 405,2019-04-23 20:20:00.928772
Oasis Villa Resort,0,2019-04-23 20:20:00.928772
Korakia Pensione, 422,2019-04-23 20:20:00.928772
"Triada Palm Springs, Autograph Collection", 334,2019-04-23 20:20:00.928772
The Westcott, 284,2019-04-23 20:20:00.928772
The Rossi Hotel, 253,2019-04-23 20:20:00.928772
Best Western Plus Las Brisas Hotel, 274,2019-04-23 20:20:00.928772
Delos Reyes Palm Springs, 71,2019-04-23 20:20:00.928772
Palm Canyon Resort & Spa, 233,2019-04-23 20:20:00.928772
"The Riviera Palm Springs, A Tribute Portfolio Resort", 414,2019-04-23 20:20:00.928772
Vagabond Inn Palm Springs, 124,2019-04-23 20:20:00.928772
Quality Inn Palm Springs Downtown, 137,2019-04-23 20:20:00.928772
Palm Mountain Resort & Spa, 194,2019-04-23 20:20:00.928772
Hotel ZOSO, 220,2019-04-23 20:20:00.928772
Infusion Beach Club, 159,2019-04-23 20:20:00.928772
Ivy Palm Resort, 182,2019-04-23 20:20:00.928772
Days Inn by Wyndham Palm Springs, 103,2019-04-23 20:20:00.928772
Motel 6 Palm Springs Downtown, 132,2019-04-23 20:20:00.928772
Best Western Inn at Palm Springs, 142,2019-04-23 20:20:00.928772
Courtyard by Marriott Palm Springs, 376,2019-04-23 20:20:00.928772
Knights Inn Palm Springs, 97,2019-04-23 20:20:00.928772
Villa Royale, 216,2019-04-23 20:20:00.928772
Marquis Villas Resort, 224,2019-04-23 20:20:00.928772
Kimpton Rowan Palm Springs Hotel, 481,2019-04-23 20:20:00.928772
L'Horizon Resort & Spa, 695,2019-04-23 20:20:00.928772
The Weekend, 584,2019-04-23 20:20:00.928772
Ace Hotel & Swim Club,0,2019-04-23 20:20:00.928772
A Place in the Sun Garden Hotel, 180,2019-04-23 20:20:00.928772
