hotel_name,price_per_night,timestamp
Samann Grand, 137,2019-04-29 08:20:01.371307
Somerset Inn, 72,2019-04-29 08:20:01.371307
Hotel Octave, 202,2019-04-29 08:20:01.371307
The Somerset Hotel, 128,2019-04-29 08:20:01.371307
Centara Ras Fushi Resort & Spa Maldives, 371,2019-04-29 08:20:01.371307
Sala Boutique Hotel, 121,2019-04-29 08:20:01.371307
Samann Grand, 137,2019-04-29 08:20:01.371307
Surf View Raalhugandu, 87,2019-04-29 08:20:01.371307
Paralian Hulhumale, 81,2019-04-29 08:20:01.371307
Champa Central Hotel, 94,2019-04-29 08:20:01.371307
"Hotel Jen Male, Maldives by Shangri-La", 186,2019-04-29 08:20:01.371307
Hotel Unima Grand, 73,2019-04-29 08:20:01.371307
House Clover, 75,2019-04-29 08:20:01.371307
The Beehive, 104,2019-04-29 08:20:01.371307
Novina, 70,2019-04-29 08:20:01.371307
The Melrose Hotel, 62,2019-04-29 08:20:01.371307
Vinorva Maldives, 55,2019-04-29 08:20:01.371307
Skai Lodge, 76,2019-04-29 08:20:01.371307
City King, 63,2019-04-29 08:20:01.371307
The Park House, 92,2019-04-29 08:20:01.371307
Maagiri Hotel, 192,2019-04-29 08:20:01.371307
Six in One, 82,2019-04-29 08:20:01.371307
Athiriveli, 51,2019-04-29 08:20:01.371307
LVIS boutique, 110,2019-04-29 08:20:01.371307
Mookai Suites, 101,2019-04-29 08:20:01.371307
Marble Hotel, 77,2019-04-29 08:20:01.371307
Coral Hotel & Spa, 43,2019-04-29 08:20:01.371307
Mookai Hotel, 83,2019-04-29 08:20:01.371307
Kaani Lodge, 48,2019-04-29 08:20:01.371307
Heritance Aarah," 1,370",2019-04-29 08:20:01.371307
The Avenue and Spa,0,2019-04-29 08:20:01.371307
