hotel_name,price_per_night,timestamp
Seehotel Pilatus, 258,2019-04-27 03:20:01.829586
Hotel Balm Meggen, 220,2019-04-27 03:20:01.829586
Seehotel Sternen Horw, 260,2019-04-27 03:20:01.829586
Hotel-Restaurant Felmis, 135,2019-04-27 03:20:01.829586
Boutique Hotel Schluessel, 311,2019-04-27 03:20:01.829586
Seeblick Hohenhotel, 208,2019-04-27 03:20:01.829586
Hotel Seeburg, 201,2019-04-27 03:20:01.829586
Seerausch Swiss Quality Hotel, 125,2019-04-27 03:20:01.829586
Hotel Bellevue Luzern, 167,2019-04-27 03:20:01.829586
Hotel Beau Rivage, 236,2019-04-27 03:20:01.829586
Hotel Roggerli, 212,2019-04-27 03:20:01.829586
Seehotel Kastanienbaum, 203,2019-04-27 03:20:01.829586
Hotel Winkelried, 175,2019-04-27 03:20:01.829586
Hotel Central am See, 174,2019-04-27 03:20:01.829586
Hotel Gerbi, 286,2019-04-27 03:20:01.829586
Hotel Alexander, 318,2019-04-27 03:20:01.829586
Hotel Rigi Kaltbad, 312,2019-04-27 03:20:01.829586
Hotel Stanserhof, 162,2019-04-27 03:20:01.829586
Wellness Hotel Rossli Weggis, 299,2019-04-27 03:20:01.829586
Gasthaus Tuebli Gersau, 145,2019-04-27 03:20:01.829586
Hotel Bergsonne, 144,2019-04-27 03:20:01.829586
Hotel Roessli, 154,2019-04-27 03:20:01.829586
Hotel Schweizerhof, 148,2019-04-27 03:20:01.829586
Hotel Restaurant Burestadl, 104,2019-04-27 03:20:01.829586
Wellness Hotel Graziella, 144,2019-04-27 03:20:01.829586
Seehotel Hermitage Luzern, 429,2019-04-27 03:20:01.829586
Burgenstock Hotels & Resort – Waldhotel & Spa, 527,2019-04-27 03:20:01.829586
Park Hotel Vitznau, 958,2019-04-27 03:20:01.829586
Burgenstock Hotels & Resort - Palace Hotel, 424,2019-04-27 03:20:01.829586
Burgenstock Hotels & Resort - Burgenstock Hotel & Alpine Spa," 1,155",2019-04-27 03:20:01.829586
