hotel_name,price_per_night,timestamp
The Principal Edinburgh George Street, 354,2019-04-25 13:20:01.813105
"Radisson Blu Hotel, Edinburgh City Centre", 273,2019-04-25 13:20:01.813105
Apex Grassmarket Hotel, 224,2019-04-25 13:20:01.813105
Old Town Chambers, 249,2019-04-25 13:20:01.813105
Apex Waterloo Place Hotel, 257,2019-04-25 13:20:01.813105
Ibis Edinburgh Centre South Bridge, 178,2019-04-25 13:20:01.813105
Best Western Plus Edinburgh City Centre Bruntsfield Hotel, 173,2019-04-25 13:20:01.813105
Kimpton Charlotte Square, 354,2019-04-25 13:20:01.813105
Novotel Edinburgh Park, 104,2019-04-25 13:20:01.813105
Ibis Edinburgh Centre Royal Mile, 155,2019-04-25 13:20:01.813105
The Balmoral Hotel, 329,2019-04-25 13:20:01.813105
Waldorf Astoria Edinburgh - The Caledonian, 317,2019-04-25 13:20:01.813105
Dakota Edinburgh, 119,2019-04-25 13:20:01.813105
Best Western Kings Manor Hotel, 120,2019-04-25 13:20:01.813105
The Scotsman Hotel, 313,2019-04-25 13:20:01.813105
Courtyard by Marriott Edinburgh, 226,2019-04-25 13:20:01.813105
Holiday Inn Express Edinburgh - Leith Waterfront, 147,2019-04-25 13:20:01.813105
Best Western Edinburgh South Braid Hills Hotel, 147,2019-04-25 13:20:01.813105
Hilton Edinburgh Carlton, 233,2019-04-25 13:20:01.813105
Travelodge Edinburgh Central Queen Street, 153,2019-04-25 13:20:01.813105
Holiday Inn Express Edinburgh - Royal Mile, 196,2019-04-25 13:20:01.813105
Aparthotel Adagio Edinburgh Royal Mile, 198,2019-04-25 13:20:01.813105
DoubleTree by Hilton Hotel Edinburgh City Centre, 233,2019-04-25 13:20:01.813105
"Sheraton Grand Hotel & Spa, Edinburgh", 276,2019-04-25 13:20:01.813105
Murrayfield Hotel and House, 162,2019-04-25 13:20:01.813105
"Ten Hill Place, BW Premier Collection", 204,2019-04-25 13:20:01.813105
Fraser Suites Edinburgh, 260,2019-04-25 13:20:01.813105
The Dunstane Houses, 544,2019-04-25 13:20:01.813105
The Chester Residence, 499,2019-04-25 13:20:01.813105
Tigerlily Hotel, 521,2019-04-25 13:20:01.813105
