hotel_name,price_per_night,timestamp
Heritage Le Telfair Golf & Wellness Resort, 337,2019-04-18 19:05:01.020454
LUX* Belle Mare, 261,2019-04-18 19:05:01.020454
Seapoint Boutique Hotel, 184,2019-04-18 19:05:01.020454
Anelia Resort & Spa, 153,2019-04-18 19:05:01.020454
LUX* Le Morne, 431,2019-04-18 19:05:01.020454
"Shangri-La’s Le Touessrok Resort & Spa, Mauritius", 302,2019-04-18 19:05:01.020454
LUX* Grand Gaube, 374,2019-04-18 19:05:01.020454
Trou Aux Biches Beachcomber Golf Resort & Spa, 333,2019-04-18 19:05:01.020454
Pereybere Hotel & Spa, 111,2019-04-18 19:05:01.020454
SeaSense Boutique Hotel, 122,2019-04-18 19:05:01.020454
The Residence Mauritius, 238,2019-04-18 19:05:01.020454
Merville Beach Hotel, 135,2019-04-18 19:05:01.020454
Outrigger Mauritius Beach Resort, 342,2019-04-18 19:05:01.020454
Sands Suites Resort & Spa, 178,2019-04-18 19:05:01.020454
InterContinental Mauritius Resort Balaclava Fort, 275,2019-04-18 19:05:01.020454
The Bay, 165,2019-04-18 19:05:01.020454
Le Suffren Hotel & Marina, 171,2019-04-18 19:05:01.020454
Ambre A Sun Resort, 315,2019-04-18 19:05:01.020454
Zilwa Attitude, 177,2019-04-18 19:05:01.020454
Sugar Beach Mauritius, 409,2019-04-18 19:05:01.020454
"The Westin Turtle Bay Resort & Spa, Mauritius", 276,2019-04-18 19:05:01.020454
Coral Azur Beach Resort, 78,2019-04-18 19:05:01.020454
Long Beach Mauritius, 433,2019-04-18 19:05:01.020454
Hilton Mauritius Resort & Spa, 245,2019-04-18 19:05:01.020454
Mauricia Beachcomber Resort & Spa, 205,2019-04-18 19:05:01.020454
Salt of Palmar, 141,2019-04-18 19:05:01.020454
La Pirogue Mauritius, 330,2019-04-18 19:05:01.020454
"Radisson Blu Poste Lafayette Resort & Spa, Mauritius", 254,2019-04-18 19:05:01.020454
Coin de Mire Attitude, 69,2019-04-18 19:05:01.020454
L'Oiseau de L'Ocean, 55,2019-04-18 19:05:01.020454
Tropical Attitude, 102,2019-04-18 19:05:01.020454
