hotel_name,price_per_night,timestamp
Centara Ras Fushi Resort & Spa Maldives, 368,2019-04-18 18:05:01.118004
Somerset Inn, 69,2019-04-18 18:05:01.118004
Hotel Octave, 112,2019-04-18 18:05:01.118004
The Somerset Hotel, 129,2019-04-18 18:05:01.118004
Sala Boutique Hotel, 120,2019-04-18 18:05:01.118004
Samann Grand, 139,2019-04-18 18:05:01.118004
"Hotel Jen Male, Maldives by Shangri-La", 184,2019-04-18 18:05:01.118004
The Avenue and Spa, 46,2019-04-18 18:05:01.118004
Hotel Unima Grand, 72,2019-04-18 18:05:01.118004
Champa Central Hotel, 93,2019-04-18 18:05:01.118004
Surf View Raalhugandu, 86,2019-04-18 18:05:01.118004
Novina, 53,2019-04-18 18:05:01.118004
The Beehive, 77,2019-04-18 18:05:01.118004
The Melrose Hotel, 46,2019-04-18 18:05:01.118004
Vinorva Maldives, 54,2019-04-18 18:05:01.118004
Athiriveli, 50,2019-04-18 18:05:01.118004
LVIS boutique, 109,2019-04-18 18:05:01.118004
Maagiri Hotel, 174,2019-04-18 18:05:01.118004
Paralian Hulhumale, 90,2019-04-18 18:05:01.118004
House Clover, 75,2019-04-18 18:05:01.118004
City King, 62,2019-04-18 18:05:01.118004
Skai Lodge, 76,2019-04-18 18:05:01.118004
Six in One, 81,2019-04-18 18:05:01.118004
The Park House, 59,2019-04-18 18:05:01.118004
Mookai Suites, 84,2019-04-18 18:05:01.118004
Marble Hotel, 76,2019-04-18 18:05:01.118004
Coral Hotel & Spa, 43,2019-04-18 18:05:01.118004
Mookai Hotel, 89,2019-04-18 18:05:01.118004
Kaani Lodge, 47,2019-04-18 18:05:01.118004
Heritance Aarah," 1,358",2019-04-18 18:05:01.118004
