hotel_name,price_per_night,timestamp
Ladera Resort, 694,2019-04-27 01:20:01.046948
"Sugar Beach, A Viceroy Resort", 786,2019-04-27 01:20:01.046948
St. James's Club Morgan Bay, 416,2019-04-27 01:20:01.046948
La Haut Resort, 114,2019-04-27 01:20:01.046948
The Landings Resort & Spa, 569,2019-04-27 01:20:01.046948
Hummingbird Beach Resort, 217,2019-04-27 01:20:01.046948
Fond Doux Plantation & Resort, 178,2019-04-27 01:20:01.046948
Anse Chastanet, 484,2019-04-27 01:20:01.046948
Stonefield Villa Resort, 436,2019-04-27 01:20:01.046948
Bay Gardens Beach Resort, 156,2019-04-27 01:20:01.046948
Marigot Bay Resort and Marina, 374,2019-04-27 01:20:01.046948
Cap Maison, 431,2019-04-27 01:20:01.046948
East Winds, 709,2019-04-27 01:20:01.046948
Bay Gardens Hotel, 113,2019-04-27 01:20:01.046948
Tet Rouge Resort, 284,2019-04-27 01:20:01.046948
Jade Mountain Resort," 1,305",2019-04-27 01:20:01.046948
Royalton Saint Lucia, 989,2019-04-27 01:20:01.046948
Windjammer Landing Villa Beach Resort, 179,2019-04-27 01:20:01.046948
Ladera Resort, 694,2019-04-27 01:20:01.046948
Coco Palm Resort, 105,2019-04-27 01:20:01.046948
Fond Doux Plantation & Resort, 178,2019-04-27 01:20:01.046948
Villa Beach Cottages, 260,2019-04-27 01:20:01.046948
"The Harbor Club St. Lucia, Curio Collection by Hilton", 124,2019-04-27 01:20:01.046948
Boucan by Hotel Chocolat, 250,2019-04-27 01:20:01.046948
Mystique Royal St Lucia, 258,2019-04-27 01:20:01.046948
Marigot Palms Luxury Caribbean Guesthouse and Apartments, 168,2019-04-27 01:20:01.046948
Ti Kaye Resort & Spa, 224,2019-04-27 01:20:01.046948
Bel Jou Hotel, 250,2019-04-27 01:20:01.046948
Bay Gardens Inn, 107,2019-04-27 01:20:01.046948
Calabash Cove Resort and Spa, 334,2019-04-27 01:20:01.046948
The Ginger Lily Hotel,0,2019-04-27 01:20:01.046948
Oasis Marigot, 179,2019-04-27 01:20:01.046948
