hotel_name,price_per_night,timestamp
Holiday Inn Cartagena Morros, 103,2019-04-28 05:20:01.382037
Hyatt Regency Cartagena, 131,2019-04-28 05:20:01.382037
Hotel Boutique Casa Isabel, 92,2019-04-28 05:20:01.382037
Sofitel Legend Santa Clara, 316,2019-04-28 05:20:01.382037
Hotel Almirante, 124,2019-04-28 05:20:01.382037
Conrad Cartagena by Hilton, 152,2019-04-28 05:20:01.382037
Viajero Cartagena Hostel, 50,2019-04-28 05:20:01.382037
Hampton by Hilton Cartagena, 90,2019-04-28 05:20:01.382037
Hotel Casa Lola, 124,2019-04-28 05:20:01.382037
Bastion Luxury Hotel, 260,2019-04-28 05:20:01.382037
InterContinental Cartagena De Indias, 140,2019-04-28 05:20:01.382037
Hotel Caribe By Faranda Grand, 133,2019-04-28 05:20:01.382037
Hotel Las Americas Torre del Mar, 155,2019-04-28 05:20:01.382037
Allure Chocolat Hotel By Karisma, 151,2019-04-28 05:20:01.382037
Hotel Buenos Aires Avenida, 38,2019-04-28 05:20:01.382037
Hotel Boutique las Carretas, 104,2019-04-28 05:20:01.382037
Hotel Casa Gloria, 72,2019-04-28 05:20:01.382037
Estelar Cartagena de Indias Hotel & Convention Center, 129,2019-04-28 05:20:01.382037
Hotel Casa del Arzobispado, 212,2019-04-28 05:20:01.382037
Casa Bustamante Hotel Boutique, 77,2019-04-28 05:20:01.382037
Hotel Pueblito Playa, 43,2019-04-28 05:20:01.382037
Varanasi Hotel Boutique, 69,2019-04-28 05:20:01.382037
Hotel Manglar 421,0,2019-04-28 05:20:01.382037
Hotel San Martin,0,2019-04-28 05:20:01.382037
Hilton Cartagena,0,2019-04-28 05:20:01.382037
Holiday Inn Express Cartagena Bocagrande,0,2019-04-28 05:20:01.382037
Hotel Las Americas Casa de Playa,0,2019-04-28 05:20:01.382037
Hotel Dann Cartagena,0,2019-04-28 05:20:01.382037
Bantu Hotel By Faranda Boutique,0,2019-04-28 05:20:01.382037
Holiday Inn Cartagena Morros,0,2019-04-28 05:20:01.382037
Allure Canela,0,2019-04-28 05:20:01.382037
