hotel_name,url,price_per_night,timestamp
Island Magic Beach Resort,http://www.tripadvisor.com/Hotel_Review-g291963-d1687387-Reviews-Island_Magic_Beach_Resort-Caye_Caulker_Belize_Cayes.html, 152,2019-05-05 15:12:01.440403
Ramon's Village Resort,http://www.tripadvisor.com/Hotel_Review-g291962-d308803-Reviews-Ramon_s_Village_Resort-San_Pedro_Ambergris_Caye_Belize_Cayes.html, 244,2019-05-05 15:12:01.440403
SunBreeze Hotel,http://www.tripadvisor.com/Hotel_Review-g291962-d302854-Reviews-SunBreeze_Hotel-San_Pedro_Ambergris_Caye_Belize_Cayes.html, 194,2019-05-05 15:12:01.440403
Radisson Fort George Hotel and Marina,http://www.tripadvisor.com/Hotel_Review-g291968-d293315-Reviews-Radisson_Fort_George_Hotel_and_Marina-Belize_City_Belize_District.html, 131,2019-05-05 15:12:01.440403
SunBreeze Suites,http://www.tripadvisor.com/Hotel_Review-g291962-d844649-Reviews-SunBreeze_Suites-San_Pedro_Ambergris_Caye_Belize_Cayes.html, 175,2019-05-05 15:12:01.440403
Las Terrazas Resort,http://www.tripadvisor.com/Hotel_Review-g291962-d1194472-Reviews-Las_Terrazas_Resort-San_Pedro_Ambergris_Caye_Belize_Cayes.html, 375,2019-05-05 15:12:01.440403
Robert's Grove Beach Resort,http://www.tripadvisor.com/Hotel_Review-g291977-d308809-Reviews-Robert_s_Grove_Beach_Resort-Placencia_Stann_Creek.html, 178,2019-05-05 15:12:01.440403
Almond Beach Resort at Jaguar Reef,http://www.tripadvisor.com/Hotel_Review-g635532-d587155-Reviews-Almond_Beach_Resort_at_Jaguar_Reef-Hopkins_Stann_Creek.html, 131,2019-05-05 15:12:01.440403
Chabil Mar,http://www.tripadvisor.com/Hotel_Review-g291977-d600573-Reviews-Chabil_Mar-Placencia_Stann_Creek.html, 302,2019-05-05 15:12:01.440403
The Lodge At Chaa Creek,http://www.tripadvisor.com/Hotel_Review-g291971-d300705-Reviews-The_Lodge_At_Chaa_Creek-San_Ignacio_Cayo.html, 353,2019-05-05 15:12:01.440403
Naia Resort and Spa,http://www.tripadvisor.com/Hotel_Review-g291977-d10417503-Reviews-Naia_Resort_and_Spa-Placencia_Stann_Creek.html, 281,2019-05-05 15:12:01.440403
Mata Rocks Beachfront Hotel,http://www.tripadvisor.com/Hotel_Review-g291962-d306545-Reviews-Mata_Rocks_Beachfront_Hotel-San_Pedro_Ambergris_Caye_Belize_Cayes.html, 142,2019-05-05 15:12:01.440403
Belizean Dreams Resort,http://www.tripadvisor.com/Hotel_Review-g635532-d628951-Reviews-Belizean_Dreams_Resort-Hopkins_Stann_Creek.html, 476,2019-05-05 15:12:01.440403
"Copal Tree Lodge, a Muy'Ono Resort",http://www.tripadvisor.com/Hotel_Review-g291980-d674644-Reviews-Copal_Tree_Lodge_a_Muy_Ono_Resort-Punta_Gorda_Toledo_District.html, 506,2019-05-05 15:12:01.440403
