hotel_name,price_per_night,timestamp
Ladera Resort, 693,2019-04-27 09:20:01.535783
Windjammer Landing Villa Beach Resort, 179,2019-04-27 09:20:01.535783
St. James's Club Morgan Bay, 416,2019-04-27 09:20:01.535783
Coco Palm Resort, 105,2019-04-27 09:20:01.535783
La Haut Resort, 114,2019-04-27 09:20:01.535783
Hummingbird Beach Resort, 217,2019-04-27 09:20:01.535783
Bay Gardens Beach Resort, 155,2019-04-27 09:20:01.535783
Fond Doux Plantation & Resort, 296,2019-04-27 09:20:01.535783
Villa Beach Cottages, 260,2019-04-27 09:20:01.535783
Anse Chastanet, 484,2019-04-27 09:20:01.535783
"The Harbor Club St. Lucia, Curio Collection by Hilton", 124,2019-04-27 09:20:01.535783
Stonefield Villa Resort, 436,2019-04-27 09:20:01.535783
Boucan by Hotel Chocolat, 250,2019-04-27 09:20:01.535783
Bay Gardens Beach Resort, 155,2019-04-27 09:20:01.535783
Marigot Bay Resort and Marina, 374,2019-04-27 09:20:01.535783
Mystique Royal St Lucia, 258,2019-04-27 09:20:01.535783
Cap Maison, 431,2019-04-27 09:20:01.535783
Marigot Palms Luxury Caribbean Guesthouse and Apartments, 168,2019-04-27 09:20:01.535783
Ti Kaye Resort & Spa, 224,2019-04-27 09:20:01.535783
Bay Gardens Hotel, 113,2019-04-27 09:20:01.535783
Bel Jou Hotel, 226,2019-04-27 09:20:01.535783
Bay Gardens Inn, 107,2019-04-27 09:20:01.535783
Calabash Cove Resort and Spa, 355,2019-04-27 09:20:01.535783
Tet Rouge Resort, 284,2019-04-27 09:20:01.535783
The Ginger Lily Hotel, 107,2019-04-27 09:20:01.535783
Jade Mountain Resort," 1,305",2019-04-27 09:20:01.535783
"Sugar Beach, A Viceroy Resort", 786,2019-04-27 09:20:01.535783
Ladera Resort, 693,2019-04-27 09:20:01.535783
The Landings Resort & Spa, 569,2019-04-27 09:20:01.535783
Royalton Saint Lucia, 989,2019-04-27 09:20:01.535783
East Winds, 709,2019-04-27 09:20:01.535783
Hideaway at Royalton Saint Lucia, 787,2019-04-27 09:20:01.535783
