hotel_name,url,price_per_night,timestamp
Travelodge Edinburgh Central,http://www.tripadvisor.com/Hotel_Review-g186525-d189268-Reviews-Travelodge_Edinburgh_Central-Edinburgh_Scotland.html, 165,2019-05-03 23:12:01.438472
Travelodge Edinburgh Central Waterloo Place Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d1872491-Reviews-Travelodge_Edinburgh_Central_Waterloo_Place_Hotel-Edinburgh_Scotland.html, 154,2019-05-03 23:12:01.438472
Travelodge Edinburgh Central Princes Street,http://www.tripadvisor.com/Hotel_Review-g186525-d2717874-Reviews-Travelodge_Edinburgh_Central_Princes_Street-Edinburgh_Scotland.html, 154,2019-05-03 23:12:01.438472
The Principal Edinburgh George Street,http://www.tripadvisor.com/Hotel_Review-g186525-d209107-Reviews-The_Principal_Edinburgh_George_Street-Edinburgh_Scotland.html, 307,2019-05-03 23:12:01.438472
Best Western Plus Edinburgh City Centre Bruntsfield Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d191455-Reviews-Best_Western_Plus_Edinburgh_City_Centre_Bruntsfield_Hotel-Edinburgh_Scotland.html, 174,2019-05-03 23:12:01.438472
Travelodge Edinburgh Cameron Toll,http://www.tripadvisor.com/Hotel_Review-g186525-d1763923-Reviews-Travelodge_Edinburgh_Cameron_Toll-Edinburgh_Scotland.html, 143,2019-05-03 23:12:01.438472
Travelodge Edinburgh Airport Ratho Station Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d1603315-Reviews-Travelodge_Edinburgh_Airport_Ratho_Station_Hotel-Edinburgh_Scotland.html, 121,2019-05-03 23:12:01.438472
The Edinburgh Grand,http://www.tripadvisor.com/Hotel_Review-g186525-d13970683-Reviews-The_Edinburgh_Grand-Edinburgh_Scotland.html, 278,2019-05-03 23:12:01.438472
Travelodge Edinburgh Central Queen Street,http://www.tripadvisor.com/Hotel_Review-g186525-d2554814-Reviews-Travelodge_Edinburgh_Central_Queen_Street-Edinburgh_Scotland.html, 154,2019-05-03 23:12:01.438472
Ibis Edinburgh Centre Royal Mile,http://www.tripadvisor.com/Hotel_Review-g186525-d191463-Reviews-Ibis_Edinburgh_Centre_Royal_Mile-Edinburgh_Scotland.html, 231,2019-05-03 23:12:01.438472
Leonardo Boutique Hotel Simpson Edinburgh,http://www.tripadvisor.com/Hotel_Review-g186525-d197777-Reviews-Leonardo_Boutique_Hotel_Simpson_Edinburgh-Edinburgh_Scotland.html, 185,2019-05-03 23:12:01.438472
