hotel_name,price_per_night,timestamp
Centara Ras Fushi Resort & Spa Maldives, 368,2019-04-18 19:05:01.020454
Somerset Inn, 69,2019-04-18 19:05:01.020454
Hotel Octave, 112,2019-04-18 19:05:01.020454
The Somerset Hotel, 129,2019-04-18 19:05:01.020454
Sala Boutique Hotel, 120,2019-04-18 19:05:01.020454
Samann Grand, 139,2019-04-18 19:05:01.020454
"Hotel Jen Male, Maldives by Shangri-La", 184,2019-04-18 19:05:01.020454
The Avenue and Spa, 47,2019-04-18 19:05:01.020454
Hotel Unima Grand, 72,2019-04-18 19:05:01.020454
Champa Central Hotel, 93,2019-04-18 19:05:01.020454
Surf View Raalhugandu, 86,2019-04-18 19:05:01.020454
Novina, 53,2019-04-18 19:05:01.020454
The Beehive, 78,2019-04-18 19:05:01.020454
The Melrose Hotel, 46,2019-04-18 19:05:01.020454
Vinorva Maldives, 54,2019-04-18 19:05:01.020454
Athiriveli, 50,2019-04-18 19:05:01.020454
LVIS boutique, 109,2019-04-18 19:05:01.020454
Maagiri Hotel, 174,2019-04-18 19:05:01.020454
Paralian Hulhumale, 90,2019-04-18 19:05:01.020454
House Clover, 75,2019-04-18 19:05:01.020454
City King, 63,2019-04-18 19:05:01.020454
Skai Lodge, 76,2019-04-18 19:05:01.020454
Six in One, 81,2019-04-18 19:05:01.020454
The Park House, 59,2019-04-18 19:05:01.020454
Mookai Suites, 84,2019-04-18 19:05:01.020454
Marble Hotel, 76,2019-04-18 19:05:01.020454
Coral Hotel & Spa, 43,2019-04-18 19:05:01.020454
Mookai Hotel, 89,2019-04-18 19:05:01.020454
Kaani Lodge, 47,2019-04-18 19:05:01.020454
Heritance Aarah," 1,358",2019-04-18 19:05:01.020454
