hotel_name,price_per_night,timestamp
Ramon's Village Resort, 157,2019-04-18 19:05:01.020454
Island Magic Beach Resort, 127,2019-04-18 19:05:01.020454
SunBreeze Hotel, 193,2019-04-18 19:05:01.020454
"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton", 171,2019-04-18 19:05:01.020454
Radisson Fort George Hotel and Marina, 111,2019-04-18 19:05:01.020454
Belize Ocean Club, 171,2019-04-18 19:05:01.020454
Maya Beach Hotel, 99,2019-04-18 19:05:01.020454
"Sweet Songs Jungle Lodge, a Muy'Ono Resort", 99,2019-04-18 19:05:01.020454
Sapphire Beach Resort, 111,2019-04-18 19:05:01.020454
San Ignacio Resort Hotel, 141,2019-04-18 19:05:01.020454
Pedro's Hotel, 55,2019-04-18 19:05:01.020454
Hotel del Rio, 59,2019-04-18 19:05:01.020454
Ocean Tide Beach Resort, 84,2019-04-18 19:05:01.020454
Robert's Grove Beach Resort, 177,2019-04-18 19:05:01.020454
Sleeping Giant Rainforest Lodge, 130,2019-04-18 19:05:01.020454
The Lodge at Jaguar Reef, 130,2019-04-18 19:05:01.020454
Green Parrot Beach Houses & Resort, 116,2019-04-18 19:05:01.020454
Paradise Vacation Hotel, 80,2019-04-18 19:05:01.020454
Black Orchid Resort, 101,2019-04-18 19:05:01.020454
Costa Blu Beach Resort Trademark Collection by Wyndham, 124,2019-04-18 19:05:01.020454
Pelican Reef Villas Resort, 325,2019-04-18 19:05:01.020454
Laru Beya Resort & Villas, 184,2019-04-18 19:05:01.020454
Chabil Mar, 300,2019-04-18 19:05:01.020454
"Thatch Caye, a Muy'Ono Resort", 120,2019-04-18 19:05:01.020454
Villa Margarita at Jaguar Reef, 130,2019-04-18 19:05:01.020454
Almond Beach Resort at Jaguar Reef, 130,2019-04-18 19:05:01.020454
De Real Macaw, 60,2019-04-18 19:05:01.020454
Las Terrazas Resort, 231,2019-04-18 19:05:01.020454
Belizean Dreams Resort, 472,2019-04-18 19:05:01.020454
The Lodge at Chaa Creek, 412,2019-04-18 19:05:01.020454
