hotel_name,price_per_night,timestamp
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 11:20:01.135433
Jamaica Inn, 248,2019-04-23 11:20:01.135433
Jewel Paradise Cove Resort & Spa, 266,2019-04-23 11:20:01.135433
The Blue House Boutique Bed & Breakfast, 183,2019-04-23 11:20:01.135433
Reggae Hostel Ocho Rios, 45,2019-04-23 11:20:01.135433
Grand Bahia Principe Jamaica, 354,2019-04-23 11:20:01.135433
Jewel Paradise Cove Resort & Spa, 266,2019-04-23 11:20:01.135433
Silver Seas Resort Hotel, 82,2019-04-23 11:20:01.135433
Villa Loyola, 76,2019-04-23 11:20:01.135433
Cardiff Hotel & Spa, 135,2019-04-23 11:20:01.135433
Teresinajamaica, 84,2019-04-23 11:20:01.135433
Kaz Kreol Beach Lodge, 65,2019-04-23 11:20:01.135433
HotBox Jamaica Bud & Breakfast, 76,2019-04-23 11:20:01.135433
Tina's Guest House, 26,2019-04-23 11:20:01.135433
Chrisanns Beach Resort, 97,2019-04-23 11:20:01.135433
Hibiscus Lodge Hotel, 117,2019-04-23 11:20:01.135433
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 11:20:01.135433
Pineapple Court Hotel, 81,2019-04-23 11:20:01.135433
The Lion House Jamaica, 41,2019-04-23 11:20:01.135433
Columbus Heights, 122,2019-04-23 11:20:01.135433
Whispering Seas Jamaica, 246,2019-04-23 11:20:01.135433
Piper's Cove Resort, 119,2019-04-23 11:20:01.135433
Casa De Shalom, 93,2019-04-23 11:20:01.135433
Club Ambiance, 195,2019-04-23 11:20:01.135433
Silver Creek Resort, 91,2019-04-23 11:20:01.135433
Villa Sonate, 85,2019-04-23 11:20:01.135433
Holiday Haven Condo Resort, 117,2019-04-23 11:20:01.135433
Moon Palace Jamaica, 505,2019-04-23 11:20:01.135433
Luxury Bahia Principe Runaway Bay, 409,2019-04-23 11:20:01.135433
Couples Sans Souci, 420,2019-04-23 11:20:01.135433
Franklyn D. Resort & Spa, 660,2019-04-23 11:20:01.135433
Turtle Beach Towers,0,2019-04-23 11:20:01.135433
