hotel_name,price_per_night,timestamp
Grand Park Xian, 72,2019-04-30 09:33:19.906318
Grand Soluxe International Hotel, 48,2019-04-30 09:33:19.906318
Holiday Inn Express Xi'an North Hotel, 48,2019-04-30 09:33:19.906318
Eastern House Boutique Hotel, 89,2019-04-30 09:33:19.906318
Sheraton Xi'an North City Hotel, 83,2019-04-30 09:33:19.906318
7 Sages International Youth Hostel, 14,2019-04-30 09:33:19.906318
Hantang House, 12,2019-04-30 09:33:19.906318
Grand Hyatt Xi'an, 110,2019-04-30 09:33:19.906318
Wyndham Grand Xian South, 109,2019-04-30 09:33:19.906318
Hilton Xi'an High-tech Zone, 72,2019-04-30 09:33:19.906318
Sofitel Xian on Renmin Square, 116,2019-04-30 09:33:19.906318
Gran Melia Xi'an, 110,2019-04-30 09:33:19.906318
Courtyard by Marriott Xi'an North, 70,2019-04-30 09:33:19.906318
Hilton Xi'an, 138,2019-04-30 09:33:19.906318
Crowne Plaza Xi'an, 112,2019-04-30 09:33:19.906318
Renaissance Xi'an Hotel, 117,2019-04-30 09:33:19.906318
Grand Mercure Xian on Renmin Square, 76,2019-04-30 09:33:19.906318
The Westin Xi'an, 120,2019-04-30 09:33:19.906318
Bestay Hotel Express Xi'an Zhonglou East, 14,2019-04-30 09:33:19.906318
Sheraton Xi'an Hotel, 76,2019-04-30 09:33:19.906318
Somerset Xindicheng Xi'an, 85,2019-04-30 09:33:19.906318
Sofitel Legend Peoples Grand Hotel Xian, 286,2019-04-30 09:33:19.906318
Grand Barony Xi'an, 79,2019-04-30 09:33:19.906318
Hyatt Regency Xi'an, 141,2019-04-30 09:33:19.906318
W XIAN, 204,2019-04-30 09:33:19.906318
Embassador International Hotel, 78,2019-04-30 09:33:19.906318
Angsana Xi’an Lintong, 136,2019-04-30 09:33:19.906318
Wyndham Grand Xi’an Residence, 128,2019-04-30 09:33:19.906318
Ancient City International Youth Hostel, 30,2019-04-30 09:33:19.906318
Hantangyi International Youth Hostel Xi'an, 27,2019-04-30 09:33:19.906318
