hotel_name,price_per_night,timestamp
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 12:20:01.107911
Jamaica Inn, 248,2019-04-23 12:20:01.107911
Jewel Paradise Cove Resort & Spa, 266,2019-04-23 12:20:01.107911
Reggae Hostel Ocho Rios, 45,2019-04-23 12:20:01.107911
Grand Bahia Principe Jamaica, 354,2019-04-23 12:20:01.107911
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 12:20:01.107911
Jewel Runaway Bay Beach & Golf Resort, 388,2019-04-23 12:20:01.107911
Silver Seas Resort Hotel, 82,2019-04-23 12:20:01.107911
Hibiscus Lodge Hotel, 117,2019-04-23 12:20:01.107911
Kaz Kreol Beach Lodge, 65,2019-04-23 12:20:01.107911
Chrisanns Beach Resort, 97,2019-04-23 12:20:01.107911
Pineapple Court Hotel, 81,2019-04-23 12:20:01.107911
Piper's Cove Resort, 119,2019-04-23 12:20:01.107911
Villa Loyola, 76,2019-04-23 12:20:01.107911
Tina's Guest House, 26,2019-04-23 12:20:01.107911
The Lion House Jamaica, 41,2019-04-23 12:20:01.107911
Cardiff Hotel & Spa, 135,2019-04-23 12:20:01.107911
Holiday Haven Condo Resort, 117,2019-04-23 12:20:01.107911
Silver Creek Resort, 91,2019-04-23 12:20:01.107911
Whispering Seas Jamaica, 246,2019-04-23 12:20:01.107911
Casa De Shalom, 93,2019-04-23 12:20:01.107911
Turtle Beach Towers, 152,2019-04-23 12:20:01.107911
Villa Sonate, 85,2019-04-23 12:20:01.107911
Teresinajamaica, 84,2019-04-23 12:20:01.107911
Luxury Bahia Principe Runaway Bay, 409,2019-04-23 12:20:01.107911
Franklyn D. Resort & Spa, 660,2019-04-23 12:20:01.107911
Jewel Runaway Bay Beach & Golf Resort, 388,2019-04-23 12:20:01.107911
Moon Palace Jamaica, 505,2019-04-23 12:20:01.107911
Couples Sans Souci, 420,2019-04-23 12:20:01.107911
Columbus Heights,0,2019-04-23 12:20:01.107911
Club Ambiance,0,2019-04-23 12:20:01.107911
HotBox Jamaica Bud & Breakfast,0,2019-04-23 12:20:01.107911
