hotel_name,price_per_night,timestamp
Hotel Capilla del Mar, 149,2019-04-19 07:05:01.374901
Hyatt Regency Cartagena, 130,2019-04-19 07:05:01.374901
Hotel San Martin,0,2019-04-19 07:05:01.374901
Hotel Boutique Casa Isabel, 93,2019-04-19 07:05:01.374901
Sofitel Legend Santa Clara, 379,2019-04-19 07:05:01.374901
Hampton by Hilton Cartagena, 91,2019-04-19 07:05:01.374901
Hotel Almirante, 102,2019-04-19 07:05:01.374901
Conrad Cartagena by Hilton, 150,2019-04-19 07:05:01.374901
Viajero Cartagena Hostel, 54,2019-04-19 07:05:01.374901
InterContinental Cartagena De Indias, 139,2019-04-19 07:05:01.374901
Bastion Luxury Hotel, 265,2019-04-19 07:05:01.374901
Hotel Dann Cartagena, 100,2019-04-19 07:05:01.374901
Hotel Las Americas Torre del Mar, 157,2019-04-19 07:05:01.374901
Holiday Inn Express Cartagena Bocagrande, 74,2019-04-19 07:05:01.374901
Hotel Caribe By Faranda Grand, 138,2019-04-19 07:05:01.374901
Playa Club Hotel,0,2019-04-19 07:05:01.374901
Hotel Casa Lola, 126,2019-04-19 07:05:01.374901
Varanasi Hotel Boutique, 80,2019-04-19 07:05:01.374901
Allure Chocolat Hotel By Karisma, 153,2019-04-19 07:05:01.374901
Hotel Buenos Aires Avenida, 38,2019-04-19 07:05:01.374901
Hilton Cartagena,0,2019-04-19 07:05:01.374901
Bourbon St Hostal Boutique,0,2019-04-19 07:05:01.374901
Estelar Cartagena de Indias Hotel & Convention Center, 131,2019-04-19 07:05:01.374901
Holiday Inn Cartagena Morros, 102,2019-04-19 07:05:01.374901
Hotel Las Americas Casa de Playa, 132,2019-04-19 07:05:01.374901
Allure Canela, 102,2019-04-19 07:05:01.374901
Bantu Hotel By Faranda Boutique, 207,2019-04-19 07:05:01.374901
Hotel Casa del Arzobispado, 215,2019-04-19 07:05:01.374901
Hotel Pueblito Playa, 43,2019-04-19 07:05:01.374901
Hotel Charleston Santa Teresa, 242,2019-04-19 07:05:01.374901
Casa Bustamante Hotel Boutique, 78,2019-04-19 07:05:01.374901
