hotel_name,price_per_night,timestamp
Luxury Villa Excelsior Parco, 365,2019-04-23 09:20:01.842252
Hotel Mamela, 650,2019-04-23 09:20:01.842252
Hotel La Palma, 403,2019-04-23 09:20:01.842252
Hotel 'A Pazziella, 290,2019-04-23 09:20:01.842252
La Residenza Capri, 323,2019-04-23 09:20:01.842252
Casa Gaia, 211,2019-04-23 09:20:01.842252
Hotel Regina Cristina, 281,2019-04-23 09:20:01.842252
Hotel Palatium Mari, 218,2019-04-23 09:20:01.842252
Villa Mediterranea Capri, 526,2019-04-23 09:20:01.842252
Villa da Zara, 404,2019-04-23 09:20:01.842252
Suite Garden, 355,2019-04-23 09:20:01.842252
Villa Carolina Capri, 187,2019-04-23 09:20:01.842252
Hotel Diva La Canzone del Mare, 194,2019-04-23 09:20:01.842252
Albergo Pensione Italia, 187,2019-04-23 09:20:01.842252
Villa i Tre Fratelli, 113,2019-04-23 09:20:01.842252
Capri Tiberio Palace, 878,2019-04-23 09:20:01.842252
Villa Marina Capri Hotel & Spa," 1,563",2019-04-23 09:20:01.842252
Punta Tragara," 1,486",2019-04-23 09:20:01.842252
Villa Helios,0,2019-04-23 09:20:01.842252
Hotel Villa Sanfelice,0,2019-04-23 09:20:01.842252
J.K. Place Capri,0,2019-04-23 09:20:01.842252
Holiday Home Bismarck,0,2019-04-23 09:20:01.842252
Grand Hotel Europa, 179,2019-04-23 09:20:01.842252
Starhotels Terminus, 178,2019-04-23 09:20:01.842252
Holiday Inn Naples, 147,2019-04-23 09:20:01.842252
Ramada Naples, 198,2019-04-23 09:20:01.842252
Hotel Tiempo, 145,2019-04-23 09:20:01.842252
Hotel Joyfull, 74,2019-04-23 09:20:01.842252
Hotel Magri's, 166,2019-04-23 09:20:01.842252
Buono Hotel, 94,2019-04-23 09:20:01.842252
