hotel_name,price_per_night,timestamp
Bay Gardens Beach Resort, 300,2019-04-23 15:20:01.462233
Windjammer Landing Villa Beach Resort, 178,2019-04-23 15:20:01.462233
Coco Palm Resort, 105,2019-04-23 15:20:01.462233
St. James's Club Morgan Bay, 415,2019-04-23 15:20:01.462233
La Haut Resort, 114,2019-04-23 15:20:01.462233
Hummingbird Beach Resort, 216,2019-04-23 15:20:01.462233
Anse Chastanet, 482,2019-04-23 15:20:01.462233
Fond Doux Plantation & Resort, 295,2019-04-23 15:20:01.462233
The Landings Resort & Spa, 454,2019-04-23 15:20:01.462233
Villa Beach Cottages, 259,2019-04-23 15:20:01.462233
Anse Chastanet, 482,2019-04-23 15:20:01.462233
"The Harbor Club St. Lucia, Curio Collection by Hilton", 227,2019-04-23 15:20:01.462233
Marigot Bay Resort and Marina, 372,2019-04-23 15:20:01.462233
Boucan by Hotel Chocolat, 249,2019-04-23 15:20:01.462233
Cap Maison, 430,2019-04-23 15:20:01.462233
Mystique Royal St Lucia (formerly Royal St.Lucia Resort and Spa), 257,2019-04-23 15:20:01.462233
Bay Gardens Beach Resort, 300,2019-04-23 15:20:01.462233
Ti Kaye Resort & Spa, 170,2019-04-23 15:20:01.462233
Marigot Palms Luxury Caribbean Guesthouse and Apartments, 168,2019-04-23 15:20:01.462233
Bay Gardens Hotel, 113,2019-04-23 15:20:01.462233
The Ginger Lily Hotel, 107,2019-04-23 15:20:01.462233
Bay Gardens Inn, 113,2019-04-23 15:20:01.462233
Calabash Cove Resort and Spa, 333,2019-04-23 15:20:01.462233
Bel Jou Hotel, 249,2019-04-23 15:20:01.462233
Tet Rouge Resort, 283,2019-04-23 15:20:01.462233
Oasis Marigot, 178,2019-04-23 15:20:01.462233
Jade Mountain Resort," 1,300",2019-04-23 15:20:01.462233
"Sugar Beach, A Viceroy Resort", 783,2019-04-23 15:20:01.462233
Ladera Resort, 691,2019-04-23 15:20:01.462233
Stonefield Villa Resort, 580,2019-04-23 15:20:01.462233
Royalton Saint Lucia, 985,2019-04-23 15:20:01.462233
East Winds, 706,2019-04-23 15:20:01.462233
