hotel_name,price_per_night,timestamp
Burgenstock Hotels & Resorts - Panorama Residence Suites, 416,2019-04-29 02:20:01.404816
Seehotel Hermitage Luzern, 429,2019-04-29 02:20:01.404816
Seehotel Pilatus, 229,2019-04-29 02:20:01.404816
Hotel Balm Meggen, 220,2019-04-29 02:20:01.404816
Hotel-Restaurant Felmis, 135,2019-04-29 02:20:01.404816
Boutique Hotel Schluessel, 327,2019-04-29 02:20:01.404816
Hotel Beau Rivage, 233,2019-04-29 02:20:01.404816
Swiss Chalet Lodge, 92,2019-04-29 02:20:01.404816
Hotel Alexander, 318,2019-04-29 02:20:01.404816
Hotel Bergsonne, 144,2019-04-29 02:20:01.404816
Wellness Hotel Rossli Weggis, 299,2019-04-29 02:20:01.404816
Burgenstock Hotels & Resort – Waldhotel & Spa, 585,2019-04-29 02:20:01.404816
Burgenstock Hotels & Resort - Burgenstock Hotel & Alpine Spa," 1,155",2019-04-29 02:20:01.404816
Seehotel Sternen Horw,0,2019-04-29 02:20:01.404816
Park Hotel Vitznau,0,2019-04-29 02:20:01.404816
Seeblick Hohenhotel,0,2019-04-29 02:20:01.404816
Hotel Seeburg,0,2019-04-29 02:20:01.404816
Seerausch Swiss Quality Hotel,0,2019-04-29 02:20:01.404816
Hotel Bellevue Luzern,0,2019-04-29 02:20:01.404816
Seehotel Kastanienbaum,0,2019-04-29 02:20:01.404816
Hotel Roggerli,0,2019-04-29 02:20:01.404816
Hotel Winkelried,0,2019-04-29 02:20:01.404816
Hotel Gerbi,0,2019-04-29 02:20:01.404816
Hotel Central am See,0,2019-04-29 02:20:01.404816
Gasthaus zur Waldegg,0,2019-04-29 02:20:01.404816
Hotel Rigi Kaltbad,0,2019-04-29 02:20:01.404816
Hotel Nidwaldnerhof,0,2019-04-29 02:20:01.404816
Burgenstock Hotels & Resort - Palace Hotel,0,2019-04-29 02:20:01.404816
Krone Buochs - Hotel & Restaurant,0,2019-04-29 02:20:01.404816
Hotel Restaurant Burestadl,0,2019-04-29 02:20:01.404816
