hotel_name,price_per_night,timestamp
Melia Bali, 109,2019-04-24 14:20:01.439875
INAYA Putri Bali Resort, 118,2019-04-24 14:20:01.439875
Grand Hyatt Bali, 128,2019-04-24 14:20:01.439875
Ayodya Resort Bali, 98,2019-04-24 14:20:01.439875
"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua, Bali", 136,2019-04-24 14:20:01.439875
"The Westin Resort Nusa Dua, Bali", 134,2019-04-24 14:20:01.439875
Sofitel Bali Nusa Dua Beach Resort, 172,2019-04-24 14:20:01.439875
Nusa Dua Beach Hotel & Spa, 118,2019-04-24 14:20:01.439875
Hilton Bali Resort, 133,2019-04-24 14:20:01.439875
Courtyard Bali Nusa Dua Resort, 96,2019-04-24 14:20:01.439875
Mahogany Hotel, 37,2019-04-24 14:20:01.439875
Novotel Bali Nusa Dua Hotel & Residences, 85,2019-04-24 14:20:01.439875
Amarterra Villas Bali Nusa Dua - MGallery Collection, 268,2019-04-24 14:20:01.439875
Mulia Resort, 202,2019-04-24 14:20:01.439875
Bali Nusa Dua Hotel, 93,2019-04-24 14:20:01.439875
The Grand Bali Nusa Dua, 59,2019-04-24 14:20:01.439875
Samabe Bali Suites & Villas, 354,2019-04-24 14:20:01.439875
Kayumanis Nusa Dua Private Villa & Spa, 315,2019-04-24 14:20:01.439875
Ellie's, 21,2019-04-24 14:20:01.439875
Tanadewa Luxury Villas & Spa, 127,2019-04-24 14:20:01.439875
Marriott’s Bali Nusa Dua Gardens, 150,2019-04-24 14:20:01.439875
The Bale, 236,2019-04-24 14:20:01.439875
Puri Clinton Home Stay, 21,2019-04-24 14:20:01.439875
Kubu Garden, 33,2019-04-24 14:20:01.439875
The Ritz-Carlton Bali, 527,2019-04-24 14:20:01.439875
The St. Regis Bali Resort, 479,2019-04-24 14:20:01.439875
The Mulia, 382,2019-04-24 14:20:01.439875
Club Med Bali, 420,2019-04-24 14:20:01.439875
Mulia Villas, 451,2019-04-24 14:20:01.439875
Awarta Nusa Dua Luxury Villas & Spa, 398,2019-04-24 14:20:01.439875
