hotel_name,price_per_night,timestamp
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 08:40:37.629563
Jamaica Inn, 248,2019-04-23 08:40:37.629563
Jewel Paradise Cove Resort & Spa, 266,2019-04-23 08:40:37.629563
The Blue House Boutique Bed & Breakfast, 183,2019-04-23 08:40:37.629563
Reggae Hostel Ocho Rios, 45,2019-04-23 08:40:37.629563
Grand Bahia Principe Jamaica, 353,2019-04-23 08:40:37.629563
Jewel Runaway Bay Beach & Golf Resort, 388,2019-04-23 08:40:37.629563
Turtle Beach Towers, 102,2019-04-23 08:40:37.629563
Hibiscus Lodge Hotel, 117,2019-04-23 08:40:37.629563
Villa Loyola, 76,2019-04-23 08:40:37.629563
Cardiff Hotel & Spa, 135,2019-04-23 08:40:37.629563
Teresinajamaica, 84,2019-04-23 08:40:37.629563
Silver Seas Resort Hotel, 82,2019-04-23 08:40:37.629563
Tina's Guest House, 26,2019-04-23 08:40:37.629563
HotBox Jamaica Bud & Breakfast, 76,2019-04-23 08:40:37.629563
Chrisanns Beach Resort, 97,2019-04-23 08:40:37.629563
Kaz Kreol Beach Lodge, 65,2019-04-23 08:40:37.629563
Piper's Cove Resort, 90,2019-04-23 08:40:37.629563
The Lion House Jamaica, 41,2019-04-23 08:40:37.629563
Jewel Dunn's River Beach Resort & Spa, 307,2019-04-23 08:40:37.629563
Pineapple Court Hotel, 81,2019-04-23 08:40:37.629563
Columbus Heights, 122,2019-04-23 08:40:37.629563
Whispering Seas Jamaica, 246,2019-04-23 08:40:37.629563
Club Ambiance, 195,2019-04-23 08:40:37.629563
Silver Creek Resort, 91,2019-04-23 08:40:37.629563
Villa Sonate, 85,2019-04-23 08:40:37.629563
Holiday Haven Condo Resort, 117,2019-04-23 08:40:37.629563
Moon Palace Jamaica, 504,2019-04-23 08:40:37.629563
Luxury Bahia Principe Runaway Bay, 409,2019-04-23 08:40:37.629563
Jewel Runaway Bay Beach & Golf Resort, 388,2019-04-23 08:40:37.629563
Couples Sans Souci, 419,2019-04-23 08:40:37.629563
Franklyn D. Resort & Spa, 659,2019-04-23 08:40:37.629563
