hotel_name,price_per_night,timestamp
Novotel Abu Dhabi Al Bustan, 40,2019-04-28 08:20:01.660893
"Radisson Blu Hotel & Resort, Abu Dhabi Corniche", 60,2019-04-28 08:20:01.660893
Ibis Abu Dhabi Gate, 43,2019-04-28 08:20:01.660893
Southern Sun Abu Dhabi, 62,2019-04-28 08:20:01.660893
"Traders Hotel, Qaryat Al Beri, Abu Dhabi", 56,2019-04-28 08:20:01.660893
Bab Al Qasr Hotel, 81,2019-04-28 08:20:01.660893
Aparthotel Adagio Abu Dhabi Al Bustan, 61,2019-04-28 08:20:01.660893
Beach Rotana Abu Dhabi, 73,2019-04-28 08:20:01.660893
"Radisson Blu Hotel, Abu Dhabi Yas Island", 61,2019-04-28 08:20:01.660893
"The St. Regis Saadiyat Island Resort, Abu Dhabi", 203,2019-04-28 08:20:01.660893
Sofitel Abu Dhabi Corniche, 70,2019-04-28 08:20:01.660893
Eastern Mangroves Hotel & Spa By Anantara, 100,2019-04-28 08:20:01.660893
Emirates Palace, 292,2019-04-28 08:20:01.660893
"Shangri-La Hotel, Qaryat Al Beri, Abu Dhabi", 137,2019-04-28 08:20:01.660893
Yas Island Rotana, 69,2019-04-28 08:20:01.660893
Al Seef Resort & Spa By Andalus, 74,2019-04-28 08:20:01.660893
Khalidiya Palace Rayhaan by Rotana, 78,2019-04-28 08:20:01.660893
The St. Regis Abu Dhabi, 152,2019-04-28 08:20:01.660893
Saadiyat Rotana Resort & Villas, 185,2019-04-28 08:20:01.660893
Yas Hotel Abu Dhabi, 92,2019-04-28 08:20:01.660893
"The Ritz-Carlton Abu Dhabi, Grand Canal", 153,2019-04-28 08:20:01.660893
Novotel Abu Dhabi Al Bustan, 40,2019-04-28 08:20:01.660893
City Seasons Al Hamra Hotel, 46,2019-04-28 08:20:01.660893
Premier Inn Abu Dhabi Capital Centre Hotel, 40,2019-04-28 08:20:01.660893
Tryp by Wyndham Abu Dhabi City Centre, 43,2019-04-28 08:20:01.660893
Royal Rose Hotel, 63,2019-04-28 08:20:01.660893
Fairmont Bab Al Bahr, 112,2019-04-28 08:20:01.660893
Jumeirah at Etihad Towers, 162,2019-04-28 08:20:01.660893
Premier Inn Abu Dhabi International Airport Hotel, 47,2019-04-28 08:20:01.660893
Rosewood Abu Dhabi, 185,2019-04-28 08:20:01.660893
Zaya Nurai Island, 697,2019-04-28 08:20:01.660893
Al Raha Beach Hotel," 1,629",2019-04-28 08:20:01.660893
