hotel_name,price_per_night,timestamp
Baystone Boutique Hotel & Spa,0,2019-04-21 09:20:01.949295
LUX* Belle Mare, 261,2019-04-21 09:20:01.949295
Anelia Resort & Spa, 153,2019-04-21 09:20:01.949295
"Shangri-La’s Le Touessrok Resort & Spa, Mauritius", 302,2019-04-21 09:20:01.949295
SeaSense Boutique Hotel, 122,2019-04-21 09:20:01.949295
LUX* Grand Gaube, 285,2019-04-21 09:20:01.949295
Shanti Maurice Resort & Spa, 245,2019-04-21 09:20:01.949295
Trou Aux Biches Beachcomber Golf Resort & Spa, 386,2019-04-21 09:20:01.949295
Merville Beach Hotel, 135,2019-04-21 09:20:01.949295
The Residence Mauritius, 188,2019-04-21 09:20:01.949295
Zilwa Attitude, 164,2019-04-21 09:20:01.949295
Outrigger Mauritius Beach Resort, 208,2019-04-21 09:20:01.949295
Coral Azur Beach Resort, 78,2019-04-21 09:20:01.949295
Ambre A Sun Resort, 377,2019-04-21 09:20:01.949295
"The Westin Turtle Bay Resort & Spa, Mauritius", 277,2019-04-21 09:20:01.949295
The Bay, 162,2019-04-21 09:20:01.949295
Hilton Mauritius Resort & Spa, 245,2019-04-21 09:20:01.949295
Mauricia Beachcomber Resort & Spa, 191,2019-04-21 09:20:01.949295
La Pirogue Mauritius, 330,2019-04-21 09:20:01.949295
Hotel Riu Le Morne, 205,2019-04-21 09:20:01.949295
Solana Beach, 82,2019-04-21 09:20:01.949295
LUX* Le Morne, 431,2019-04-21 09:20:01.949295
InterContinental Mauritius Resort Balaclava Fort, 451,2019-04-21 09:20:01.949295
Seapoint Boutique Hotel, 184,2019-04-21 09:20:01.949295
Pereybere Hotel & Spa,0,2019-04-21 09:20:01.949295
Sands Suites Resort & Spa, 233,2019-04-21 09:20:01.949295
Tropical Attitude, 99,2019-04-21 09:20:01.949295
Long Beach Mauritius, 338,2019-04-21 09:20:01.949295
Le Suffren Hotel & Marina, 169,2019-04-21 09:20:01.949295
Sugar Beach Mauritius, 584,2019-04-21 09:20:01.949295
Salt of Palmar,0,2019-04-21 09:20:01.949295
"Radisson Blu Poste Lafayette Resort & Spa, Mauritius", 254,2019-04-21 09:20:01.949295
