hotel_name,price_per_night,timestamp
Centara Ras Fushi Resort & Spa Maldives, 371,2019-04-28 15:20:01.889456
Somerset Inn, 72,2019-04-28 15:20:01.889456
Hotel Octave, 202,2019-04-28 15:20:01.889456
The Somerset Hotel, 128,2019-04-28 15:20:01.889456
Sala Boutique Hotel, 121,2019-04-28 15:20:01.889456
Samann Grand, 137,2019-04-28 15:20:01.889456
"Hotel Jen Male, Maldives by Shangri-La", 186,2019-04-28 15:20:01.889456
The Avenue and Spa, 65,2019-04-28 15:20:01.889456
Novina, 70,2019-04-28 15:20:01.889456
Champa Central Hotel, 94,2019-04-28 15:20:01.889456
The Melrose Hotel, 62,2019-04-28 15:20:01.889456
Vinorva Maldives, 55,2019-04-28 15:20:01.889456
LVIS boutique, 110,2019-04-28 15:20:01.889456
City King, 63,2019-04-28 15:20:01.889456
Mookai Suites, 101,2019-04-28 15:20:01.889456
Marble Hotel, 77,2019-04-28 15:20:01.889456
Mookai Hotel, 83,2019-04-28 15:20:01.889456
Heritance Aarah," 1,370",2019-04-28 15:20:01.889456
Hotel Unima Grand,0,2019-04-28 15:20:01.889456
Surf View Raalhugandu,0,2019-04-28 15:20:01.889456
The Beehive,0,2019-04-28 15:20:01.889456
Paralian Hulhumale,0,2019-04-28 15:20:01.889456
Athiriveli,0,2019-04-28 15:20:01.889456
House Clover,0,2019-04-28 15:20:01.889456
Maagiri Hotel,0,2019-04-28 15:20:01.889456
Skai Lodge,0,2019-04-28 15:20:01.889456
Six in One,0,2019-04-28 15:20:01.889456
Coral Hotel & Spa,0,2019-04-28 15:20:01.889456
Kaani Lodge,0,2019-04-28 15:20:01.889456
Moodhu Surf House,0,2019-04-28 15:20:01.889456
