hotel_name,price_per_night,timestamp
"The Riviera Palm Springs, A Tribute Portfolio Resort", 435,2019-04-28 11:20:01.493919
7 Springs Inn & Suites, 203,2019-04-28 11:20:01.493919
Ace Hotel & Swim Club, 342,2019-04-28 11:20:01.493919
Hilton Palm Springs, 282,2019-04-28 11:20:01.493919
Kimpton Rowan Palm Springs Hotel, 483,2019-04-28 11:20:01.493919
The Palm Springs Hotel, 386,2019-04-28 11:20:01.493919
The Saguaro Palm Springs, 407,2019-04-28 11:20:01.493919
Little Paradise Hotel, 261,2019-04-28 11:20:01.493919
Oasis Villa Resort, 222,2019-04-28 11:20:01.493919
A Place in the Sun Garden Hotel, 181,2019-04-28 11:20:01.493919
Korakia Pensione, 424,2019-04-28 11:20:01.493919
"Triada Palm Springs, Autograph Collection", 336,2019-04-28 11:20:01.493919
The Westcott, 285,2019-04-28 11:20:01.493919
The Rossi Hotel, 254,2019-04-28 11:20:01.493919
The Saguaro Palm Springs, 407,2019-04-28 11:20:01.493919
Best Western Plus Las Brisas Hotel, 246,2019-04-28 11:20:01.493919
Palm Canyon Resort & Spa, 179,2019-04-28 11:20:01.493919
"The Riviera Palm Springs, A Tribute Portfolio Resort", 435,2019-04-28 11:20:01.493919
Vagabond Inn Palm Springs, 125,2019-04-28 11:20:01.493919
Hotel ZOSO, 225,2019-04-28 11:20:01.493919
Palm Mountain Resort & Spa, 154,2019-04-28 11:20:01.493919
Infusion Beach Club, 160,2019-04-28 11:20:01.493919
Days Inn by Wyndham Palm Springs, 103,2019-04-28 11:20:01.493919
Motel 6 Palm Springs Downtown, 133,2019-04-28 11:20:01.493919
Best Western Inn at Palm Springs, 143,2019-04-28 11:20:01.493919
Villa Royale, 389,2019-04-28 11:20:01.493919
Courtyard by Marriott Palm Springs, 387,2019-04-28 11:20:01.493919
Marquis Villas Resort, 224,2019-04-28 11:20:01.493919
Knights Inn Palm Springs, 97,2019-04-28 11:20:01.493919
Desert Isle of Palm Springs, 346,2019-04-28 11:20:01.493919
L'Horizon Resort & Spa, 699,2019-04-28 11:20:01.493919
The Weekend, 586,2019-04-28 11:20:01.493919
