hotel_name,price_per_night,timestamp
Radisson Fort George Hotel and Marina, 111,2019-04-24 09:20:01.400478
Belize Ocean Club, 183,2019-04-24 09:20:01.400478
Ocean Tide Beach Resort, 85,2019-04-24 09:20:01.400478
Maya Beach Hotel, 100,2019-04-24 09:20:01.400478
San Ignacio Resort Hotel, 143,2019-04-24 09:20:01.400478
Hotel del Rio, 60,2019-04-24 09:20:01.400478
Pedro's Hotel, 56,2019-04-24 09:20:01.400478
The Lodge at Jaguar Reef, 132,2019-04-24 09:20:01.400478
Green Parrot Beach Houses & Resort, 117,2019-04-24 09:20:01.400478
White Sands Cove Resort, 303,2019-04-24 09:20:01.400478
Black Orchid Resort, 102,2019-04-24 09:20:01.400478
Las Terrazas Resort, 234,2019-04-24 09:20:01.400478
"Thatch Caye, a Muy'Ono Resort", 121,2019-04-24 09:20:01.400478
Pelican Reef Villas Resort, 285,2019-04-24 09:20:01.400478
Paradise Vacation Hotel, 81,2019-04-24 09:20:01.400478
De Real Macaw, 61,2019-04-24 09:20:01.400478
Laru Beya Resort & Villas, 187,2019-04-24 09:20:01.400478
Chabil Mar, 303,2019-04-24 09:20:01.400478
Mata Rocks Beachfront Hotel, 133,2019-04-24 09:20:01.400478
Grand Caribe Belize Resort and Condominiums, 305,2019-04-24 09:20:01.400478
Belizean Dreams Resort, 478,2019-04-24 09:20:01.400478
The Lodge at Chaa Creek, 417,2019-04-24 09:20:01.400478
Ramon's Village Resort,0,2019-04-24 09:20:01.400478
Island Magic Beach Resort,0,2019-04-24 09:20:01.400478
SunBreeze Hotel,0,2019-04-24 09:20:01.400478
"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",0,2019-04-24 09:20:01.400478
"Sweet Songs Jungle Lodge, a Muy'Ono Resort",0,2019-04-24 09:20:01.400478
Sleeping Giant Rainforest Lodge,0,2019-04-24 09:20:01.400478
Sapphire Beach Resort,0,2019-04-24 09:20:01.400478
Robert's Grove Beach Resort,0,2019-04-24 09:20:01.400478
