hotel_name,price_per_night,timestamp
Luxury Villa Excelsior Parco, 363,2019-04-27 08:20:00.963625
Hotel 'A Pazziella, 261,2019-04-27 08:20:00.963625
Hotel La Palma, 462,2019-04-27 08:20:00.963625
Villa Marina Capri Hotel & Spa, 435,2019-04-27 08:20:00.963625
Casa Gaia, 205,2019-04-27 08:20:00.963625
La Terrazza sul Mare, 155,2019-04-27 08:20:00.963625
La Residenza Capri, 405,2019-04-27 08:20:00.963625
Villa Mediterranea Capri, 599,2019-04-27 08:20:00.963625
Suite Garden, 354,2019-04-27 08:20:00.963625
Villa da Zara, 196,2019-04-27 08:20:00.963625
Hotel Palatium Mari, 197,2019-04-27 08:20:00.963625
Villa Carolina Capri, 186,2019-04-27 08:20:00.963625
Albergo Pensione Italia, 186,2019-04-27 08:20:00.963625
Casa Boutique, 284,2019-04-27 08:20:00.963625
Villa i Tre Fratelli, 113,2019-04-27 08:20:00.963625
Capri Tiberio Palace, 682,2019-04-27 08:20:00.963625
Hotel Mamela, 647,2019-04-27 08:20:00.963625
Punta Tragara," 1,478",2019-04-27 08:20:00.963625
Hotel Tiempo,0,2019-04-27 08:20:00.963625
Hotel Magri's,0,2019-04-27 08:20:00.963625
Ramada Naples,0,2019-04-27 08:20:00.963625
Hotel Joyfull,0,2019-04-27 08:20:00.963625
Buono Hotel,0,2019-04-27 08:20:00.963625
Starhotels Terminus,0,2019-04-27 08:20:00.963625
Grand Hotel Europa,0,2019-04-27 08:20:00.963625
ibis Styles Napoli Garibaldi,0,2019-04-27 08:20:00.963625
Hotel Vergilius Billia,0,2019-04-27 08:20:00.963625
Holiday Inn Naples,0,2019-04-27 08:20:00.963625
D'Anna,0,2019-04-27 08:20:00.963625
Stelle Hotel,0,2019-04-27 08:20:00.963625
