hotel_name,price_per_night,timestamp
"The Riviera Palm Springs, A Tribute Portfolio Resort", 413,2019-04-19 13:05:00.971437
7 Springs Inn & Suites, 202,2019-04-19 13:05:00.971437
Ace Hotel & Swim Club, 425,2019-04-19 13:05:00.971437
Hilton Palm Springs, 280,2019-04-19 13:05:00.971437
The Palm Springs Hotel, 435,2019-04-19 13:05:00.971437
Ingleside Inn, 456,2019-04-19 13:05:00.971437
Kimpton Rowan Palm Springs Hotel, 465,2019-04-19 13:05:00.971437
Hotel California, 244,2019-04-19 13:05:00.971437
Oasis Villa Resort, 252,2019-04-19 13:05:00.971437
A Place in the Sun Garden Hotel, 180,2019-04-19 13:05:00.971437
Korakia Pensione, 439,2019-04-19 13:05:00.971437
Desert Riviera Hotel, 237,2019-04-19 13:05:00.971437
"Triada Palm Springs, Autograph Collection", 303,2019-04-19 13:05:00.971437
The Westcott, 284,2019-04-19 13:05:00.971437
The Rossi Hotel, 252,2019-04-19 13:05:00.971437
Best Western Plus Las Brisas Hotel, 274,2019-04-19 13:05:00.971437
Palm Canyon Resort & Spa, 232,2019-04-19 13:05:00.971437
"The Riviera Palm Springs, A Tribute Portfolio Resort", 413,2019-04-19 13:05:00.971437
Vagabond Inn Palm Springs, 124,2019-04-19 13:05:00.971437
Quality Inn Palm Springs Downtown, 137,2019-04-19 13:05:00.971437
Hotel ZOSO, 258,2019-04-19 13:05:00.971437
Palm Mountain Resort & Spa, 194,2019-04-19 13:05:00.971437
Days Inn by Wyndham Palm Springs, 128,2019-04-19 13:05:00.971437
Motel 6 Palm Springs Downtown, 132,2019-04-19 13:05:00.971437
Best Western Inn at Palm Springs, 142,2019-04-19 13:05:00.971437
Courtyard by Marriott Palm Springs, 326,2019-04-19 13:05:00.971437
Marquis Villas Resort, 223,2019-04-19 13:05:00.971437
Knights Inn Palm Springs, 96,2019-04-19 13:05:00.971437
Villa Royale, 203,2019-04-19 13:05:00.971437
L'Horizon Resort & Spa, 694,2019-04-19 13:05:00.971437
The Weekend, 584,2019-04-19 13:05:00.971437
