Mean_Zero,Mean,Timestamp,Delta
110.2,110.2,2019-05-02 23,0.0
110.4,110.4,2019-05-03 14,0.0
119.2,119.2,2019-05-05 12,0.0
110.4,110.4,2019-05-03 01,0.0
110.2,110.2,2019-05-01 17,0.0
113.6,113.6,2019-05-09 14,0.0
121.0,121.0,2019-05-05 02,0.0
106.2,106.2,2019-05-09 23,0.0
119.0,119.0,2019-05-03 17,0.0
119.0,119.0,2019-05-01 19,0.0
117.0,117.0,2019-05-02 20,0.0
110.2,110.2,2019-05-02 11,0.0
119.0,119.0,2019-05-06 05,0.0
110.2,110.2,2019-05-02 12,0.0
117.8,117.8,2019-05-07 17,0.0
106.2,106.2,2019-05-11 19,0.0
121.2,121.2,2019-05-05 22,0.0
116.0,116.0,2019-05-08 14,0.0
119.4,119.4,2019-04-30 14,0.0
114.0,114.0,2019-05-10 22,0.0
105.0,105.0,2019-05-08 07,0.0
119.0,119.0,2019-05-04 18,0.0
110.0,110.0,2019-05-02 10,0.0
118.8,118.8,2019-05-05 10,0.0
113.8,113.8,2019-05-11 20,0.0
108.2,108.2,2019-04-30 17,0.0
119.0,119.0,2019-05-01 18,0.0
117.6,117.6,2019-05-07 09,0.0
106.8,106.8,2019-05-10 10,0.0
119.0,119.0,2019-04-30 23,0.0
86.8,108.5,2019-05-11 07,-21.700000000000003
119.0,119.0,2019-05-02 19,0.0
116.0,116.0,2019-05-08 11,0.0
115.8,115.8,2019-05-08 19,0.0
114.0,114.0,2019-05-10 13,0.0
114.4,114.4,2019-05-10 06,0.0
115.8,115.8,2019-05-08 18,0.0
79.8,99.75,2019-05-10 02,-19.950000000000003
119.2,119.2,2019-05-03 18,0.0
115.8,115.8,2019-05-08 13,0.0
104.4,104.4,2019-05-09 09,0.0
110.4,110.4,2019-04-30 20,0.0
106.8,106.8,2019-05-10 09,0.0
110.2,110.2,2019-05-01 00,0.0
113.8,113.8,2019-05-11 23,0.0
110.2,110.2,2019-05-01 23,0.0
110.4,110.4,2019-05-03 09,0.0
121.0,121.0,2019-05-05 21,0.0
