Mean_Zero,Mean,Timestamp,Delta
91.4,152.33333333333334,2019-05-03 17,-60.93333333333334
91.2,152.0,2019-05-02 11,-60.8
176.2,220.25,2019-04-25 15,-44.05000000000001
101.8,169.66666666666666,2019-05-01 06,-67.86666666666666
114.0,190.0,2019-04-27 22,-76.0
171.4,214.25,2019-04-24 22,-42.849999999999994
114.0,190.0,2019-04-27 20,-76.0
124.2,207.0,2019-04-28 13,-82.8
29.8,74.5,2019-05-12 09,-44.7
114.0,190.0,2019-04-30 06,-76.0
91.6,152.66666666666666,2019-05-06 18,-61.06666666666666
91.6,152.66666666666666,2019-05-07 20,-61.06666666666666
91.4,152.33333333333334,2019-05-10 12,-60.93333333333334
81.6,204.0,2019-05-11 17,-122.4
91.4,152.33333333333334,2019-05-04 01,-60.93333333333334
91.4,152.33333333333334,2019-05-04 17,-60.93333333333334
96.4,160.66666666666666,2019-05-08 05,-64.26666666666665
91.2,152.0,2019-05-11 18,-60.8
114.0,190.0,2019-04-29 17,-76.0
91.2,152.0,2019-05-12 04,-60.8
176.2,220.25,2019-04-26 05,-44.05000000000001
114.0,190.0,2019-04-29 15,-76.0
96.4,160.66666666666666,2019-05-08 09,-64.26666666666665
96.6,161.0,2019-05-08 02,-64.4
176.2,220.25,2019-04-26 18,-44.05000000000001
171.2,214.0,2019-04-24 04,-42.80000000000001
176.2,220.25,2019-04-25 03,-44.05000000000001
91.4,152.33333333333334,2019-05-11 16,-60.93333333333334
101.6,169.33333333333334,2019-05-02 16,-67.73333333333335
91.6,152.66666666666666,2019-05-05 17,-61.06666666666666
113.65,189.41666666666663,2019-04-30 02,-75.76666666666662
180.4,225.5,2019-04-27 14,-45.099999999999994
91.4,152.33333333333334,2019-05-05 04,-60.93333333333334
91.4,152.33333333333334,2019-05-03 08,-60.93333333333334
92.0,230.0,2019-05-11 12,-138.0
102.2,170.33333333333334,2019-05-09 23,-68.13333333333334
91.4,152.33333333333334,2019-05-11 03,-60.93333333333334
114.0,190.0,2019-04-29 09,-76.0
114.0,190.0,2019-04-28 02,-76.0
91.6,152.66666666666666,2019-05-06 07,-61.06666666666666
96.6,161.0,2019-05-08 18,-64.4
81.8,204.5,2019-05-10 21,-122.7
176.2,220.25,2019-04-27 00,-44.05000000000001
171.6,214.5,2019-04-24 02,-42.900000000000006
91.2,152.0,2019-05-02 07,-60.8
190.6,238.25,2019-04-27 16,-47.650000000000006
114.0,190.0,2019-04-29 07,-76.0
81.8,204.5,2019-05-09 19,-122.7
170.8,213.5,2019-04-23 08,-42.69999999999999
91.6,152.66666666666666,2019-05-07 00,-61.06666666666666
112.6,187.66666666666663,2019-04-30 07,-75.06666666666663
101.4,169.0,2019-05-11 23,-67.6
91.2,152.0,2019-05-02 09,-60.8
96.6,161.0,2019-05-08 03,-64.4
171.2,214.0,2019-04-24 10,-42.80000000000001
186.4,233.0,2019-04-25 08,-46.599999999999994
176.2,220.25,2019-04-26 21,-44.05000000000001
96.6,161.0,2019-05-09 02,-64.4
180.4,225.5,2019-04-30 20,-45.099999999999994
29.8,74.5,2019-05-03 00,-44.7
91.4,152.33333333333334,2019-05-04 23,-60.93333333333334
91.6,152.66666666666666,2019-05-01 15,-61.06666666666666
114.0,190.0,2019-04-29 01,-76.0
114.0,190.0,2019-04-29 08,-76.0
170.8,213.5,2019-04-23 23,-42.69999999999999
71.0,177.5,2019-05-03 22,-106.5
31.8,79.5,2019-04-29 02,-47.7
96.6,161.0,2019-05-09 12,-64.4
102.0,170.0,2019-05-09 22,-68.0
91.6,152.66666666666666,2019-05-07 01,-61.06666666666666
176.2,220.25,2019-04-25 22,-44.05000000000001
101.6,169.33333333333334,2019-05-05 19,-67.73333333333335
114.0,190.0,2019-04-28 12,-76.0
30.2,75.5,2019-05-08 15,-45.3
114.0,190.0,2019-04-30 05,-76.0
171.4,214.25,2019-04-24 13,-42.849999999999994
180.4,225.5,2019-04-27 15,-45.099999999999994
91.4,152.33333333333334,2019-05-10 02,-60.93333333333334
96.6,161.0,2019-05-08 17,-64.4
71.2,178.0,2019-05-11 01,-106.8
114.0,190.0,2019-04-28 15,-76.0
91.6,152.66666666666666,2019-05-07 14,-61.06666666666666
180.4,225.5,2019-04-30 18,-45.099999999999994
91.2,152.0,2019-05-02 01,-60.8
176.2,220.25,2019-04-25 21,-44.05000000000001
176.2,220.25,2019-04-26 14,-44.05000000000001
91.6,152.66666666666666,2019-05-06 23,-61.06666666666666
180.4,225.5,2019-04-27 06,-45.099999999999994
91.4,152.33333333333334,2019-05-04 21,-60.93333333333334
91.4,152.33333333333334,2019-05-04 19,-60.93333333333334
91.2,152.0,2019-05-02 14,-60.8
101.8,169.66666666666666,2019-05-01 08,-67.86666666666666
101.6,169.33333333333334,2019-05-03 07,-67.73333333333335
91.4,152.33333333333334,2019-05-03 15,-60.93333333333334
91.4,152.33333333333334,2019-05-10 03,-60.93333333333334
171.2,214.0,2019-04-24 07,-42.80000000000001
29.8,74.5,2019-05-11 20,-44.7
114.0,190.0,2019-04-30 04,-76.0
91.6,152.66666666666666,2019-05-07 04,-61.06666666666666
91.6,152.66666666666666,2019-05-05 21,-61.06666666666666
96.6,161.0,2019-05-08 13,-64.4
91.6,152.66666666666666,2019-05-06 17,-61.06666666666666
81.8,204.5,2019-05-11 07,-122.7
171.4,214.25,2019-04-24 12,-42.849999999999994
91.2,152.0,2019-05-11 22,-60.8
91.4,152.33333333333334,2019-05-04 11,-60.93333333333334
91.6,152.66666666666666,2019-05-07 11,-61.06666666666666
96.6,161.0,2019-05-09 05,-64.4
91.2,152.0,2019-05-02 02,-60.8
114.0,190.0,2019-04-29 18,-76.0
91.6,152.66666666666666,2019-05-06 05,-61.06666666666666
176.2,220.25,2019-04-25 12,-44.05000000000001
91.4,152.33333333333334,2019-05-04 00,-60.93333333333334
170.8,213.5,2019-04-23 18,-42.69999999999999
96.6,161.0,2019-05-09 10,-64.4
91.2,152.0,2019-05-01 20,-60.8
115.1,191.83333333333331,2019-04-30 10,-76.73333333333332
91.4,152.33333333333334,2019-05-03 11,-60.93333333333334
180.4,225.5,2019-04-27 07,-45.099999999999994
91.4,152.33333333333334,2019-05-10 07,-60.93333333333334
71.0,177.5,2019-05-03 21,-106.5
176.2,220.25,2019-04-25 06,-44.05000000000001
176.2,220.25,2019-04-26 13,-44.05000000000001
91.6,152.66666666666666,2019-05-06 20,-61.06666666666666
91.6,152.66666666666666,2019-05-05 13,-61.06666666666666
91.4,152.33333333333334,2019-05-02 00,-60.93333333333334
176.2,220.25,2019-04-26 08,-44.05000000000001
96.6,161.0,2019-05-09 01,-64.4
114.0,190.0,2019-04-28 09,-76.0
170.8,213.5,2019-04-23 13,-42.69999999999999
170.8,213.5,2019-04-23 21,-42.69999999999999
91.0,151.66666666666666,2019-05-12 06,-60.66666666666666
114.0,190.0,2019-04-28 20,-76.0
176.2,220.25,2019-04-25 07,-44.05000000000001
91.6,152.66666666666666,2019-05-07 15,-61.06666666666666
91.4,152.33333333333334,2019-05-05 05,-60.93333333333334
91.4,152.33333333333334,2019-05-05 03,-60.93333333333334
91.4,152.33333333333334,2019-05-10 10,-60.93333333333334
171.2,214.0,2019-04-24 08,-42.80000000000001
176.2,220.25,2019-04-26 03,-44.05000000000001
91.6,152.66666666666666,2019-05-01 13,-61.06666666666666
96.6,161.0,2019-05-08 06,-64.4
176.2,220.25,2019-04-25 10,-44.05000000000001
91.4,152.33333333333334,2019-05-10 05,-60.93333333333334
101.4,169.0,2019-05-04 15,-67.6
96.4,160.66666666666666,2019-05-08 04,-64.26666666666665
114.0,190.0,2019-04-30 09,-76.0
91.4,152.33333333333334,2019-05-05 01,-60.93333333333334
171.2,214.0,2019-04-24 06,-42.80000000000001
91.4,152.33333333333334,2019-05-02 19,-60.93333333333334
114.0,190.0,2019-04-28 11,-76.0
114.0,190.0,2019-04-30 13,-76.0
174.2,217.75,2019-05-01 02,-43.55000000000001
91.6,152.66666666666666,2019-05-06 06,-61.06666666666666
93.6,156.0,2019-05-01 05,-62.400000000000006
91.6,152.66666666666666,2019-05-09 20,-61.06666666666666
92.0,153.33333333333334,2019-05-05 08,-61.33333333333334
176.2,220.25,2019-04-26 15,-44.05000000000001
112.6,187.66666666666663,2019-04-29 06,-75.06666666666663
114.0,190.0,2019-04-27 21,-76.0
91.4,152.33333333333334,2019-05-04 20,-60.93333333333334
91.4,152.33333333333334,2019-05-11 15,-60.93333333333334
170.8,213.5,2019-04-23 22,-42.69999999999999
91.2,152.0,2019-05-10 14,-60.8
176.2,220.25,2019-04-25 16,-44.05000000000001
101.6,169.33333333333334,2019-05-11 02,-67.73333333333335
91.4,152.33333333333334,2019-05-03 13,-60.93333333333334
112.6,187.66666666666663,2019-04-30 12,-75.06666666666663
92.0,153.33333333333334,2019-05-11 14,-61.33333333333334
171.2,214.0,2019-04-24 05,-42.80000000000001
176.2,220.25,2019-04-26 06,-44.05000000000001
180.4,225.5,2019-04-27 13,-45.099999999999994
91.6,152.66666666666666,2019-05-01 11,-61.06666666666666
91.6,152.66666666666666,2019-05-07 12,-61.06666666666666
29.8,74.5,2019-05-10 20,-44.7
91.4,152.33333333333334,2019-05-10 06,-60.93333333333334
91.4,152.33333333333334,2019-05-03 12,-60.93333333333334
91.4,152.33333333333334,2019-05-11 13,-60.93333333333334
91.6,152.66666666666666,2019-05-06 16,-61.06666666666666
170.8,213.5,2019-04-23 17,-42.69999999999999
91.6,152.66666666666666,2019-05-07 06,-61.06666666666666
91.6,152.66666666666666,2019-05-06 12,-61.06666666666666
91.6,152.66666666666666,2019-05-07 17,-61.06666666666666
91.6,152.66666666666666,2019-05-06 10,-61.06666666666666
176.2,220.25,2019-04-26 02,-44.05000000000001
91.0,151.66666666666666,2019-05-11 11,-60.66666666666666
91.2,152.0,2019-05-02 13,-60.8
180.4,225.5,2019-04-27 17,-45.099999999999994
91.6,152.66666666666666,2019-05-07 03,-61.06666666666666
91.4,152.33333333333334,2019-05-03 01,-60.93333333333334
180.4,225.5,2019-04-27 18,-45.099999999999994
170.8,213.5,2019-04-23 09,-42.69999999999999
101.8,169.66666666666666,2019-05-07 08,-67.86666666666666
91.6,152.66666666666666,2019-05-05 16,-61.06666666666666
91.6,152.66666666666666,2019-05-06 19,-61.06666666666666
176.2,220.25,2019-04-25 23,-44.05000000000001
171.4,214.25,2019-04-24 14,-42.849999999999994
114.0,190.0,2019-04-30 14,-76.0
91.6,152.66666666666666,2019-05-07 13,-61.06666666666666
114.0,190.0,2019-04-28 03,-76.0
91.6,152.66666666666666,2019-05-07 10,-61.06666666666666
91.2,152.0,2019-05-02 03,-60.8
175.8,219.75,2019-05-01 01,-43.94999999999999
176.2,220.25,2019-04-25 02,-44.05000000000001
176.2,220.25,2019-04-25 01,-44.05000000000001
114.0,190.0,2019-04-29 22,-76.0
96.6,161.0,2019-05-08 23,-64.4
114.0,190.0,2019-04-28 21,-76.0
96.6,161.0,2019-05-09 00,-64.4
176.2,220.25,2019-04-26 22,-44.05000000000001
