locality,price_per_night,Datum
Teplice, 69,2019-04-14 22-01
Teplice, 163,2019-04-14 22-01
Teplice, 33,2019-04-14 22-01
Teplice, 48,2019-04-14 22-01
Teplice, 99,2019-04-14 22-01
Teplice, 51,2019-04-14 22-01
Teplice, 75,2019-04-14 22-01
Teplice, 61,2019-04-14 22-01
Teplice, 35,2019-04-14 22-01
Teplice, 46,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice,0,2019-04-14 22-01
Teplice, 79,2019-04-14 22-01
,,2019-04-14 22-01
