locality,price_per_night,Datum
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice,0,2019-04-12 15-01
Teplice, 39,2019-04-12 15-01
Teplice, 83,2019-04-12 15-01
Teplice, 79,2019-04-12 15-01
Teplice, 64,2019-04-12 15-01
Teplice, 78,2019-04-12 15-01
Teplice, 172,2019-04-12 15-01
Teplice, 89,2019-04-12 15-01
Teplice, 79,2019-04-12 15-01
Teplice, 79,2019-04-12 15-01
Teplice, 113,2019-04-12 15-01
Teplice, 79,2019-04-12 15-01
Teplice, 90,2019-04-12 15-01
Teplice, 58,2019-04-12 15-01
Teplice, 37,2019-04-12 15-01
,,2019-04-12 15-01
