locality,price_per_night,Datum
Teplice, 66,2019-04-14 13-01
Teplice, 34,2019-04-14 13-01
Teplice, 33,2019-04-14 13-01
Teplice, 48,2019-04-14 13-01
Teplice, 51,2019-04-14 13-01
Teplice, 34,2019-04-14 13-01
Teplice, 39,2019-04-14 13-01
Teplice, 49,2019-04-14 13-01
Teplice, 46,2019-04-14 13-01
Teplice, 38,2019-04-14 13-01
Teplice, 29,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice,0,2019-04-14 13-01
Teplice, 78,2019-04-14 13-01
Teplice, 79,2019-04-14 13-01
Teplice, 74,2019-04-14 13-01
Teplice, 103,2019-04-14 13-01
Teplice, 64,2019-04-14 13-01
Teplice, 78,2019-04-14 13-01
Teplice, 90,2019-04-14 13-01
Teplice, 79,2019-04-14 13-01
,,2019-04-14 13-01
