locality,price_per_night,Datum
Teplice, 63,2019-04-11 16-01
Teplice, 162,2019-04-11 16-01
Teplice, 69,2019-04-11 16-01
Teplice, 44,2019-04-11 16-01
Teplice, 33,2019-04-11 16-01
Teplice, 64,2019-04-11 16-01
Teplice, 51,2019-04-11 16-01
Teplice, 34,2019-04-11 16-01
Teplice, 39,2019-04-11 16-01
Teplice, 59,2019-04-11 16-01
Teplice, 85,2019-04-11 16-01
Teplice, 92,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice,0,2019-04-11 16-01
Teplice, 37,2019-04-11 16-01
Teplice, 79,2019-04-11 16-01
Teplice, 58,2019-04-11 16-01
Teplice, 78,2019-04-11 16-01
Teplice, 89,2019-04-11 16-01
,,2019-04-11 16-01
