locality,price_per_night,Datum
Teplice, 75,2019-04-13 21-01
Teplice, 62,2019-04-13 21-01
Teplice, 59,2019-04-13 21-01
Teplice, 73,2019-04-13 21-01
Teplice, 69,2019-04-13 21-01
Teplice, 51,2019-04-13 21-01
Teplice, 99,2019-04-13 21-01
Teplice, 48,2019-04-13 21-01
Teplice, 52,2019-04-13 21-01
Teplice, 163,2019-04-13 21-01
Teplice, 43,2019-04-13 21-01
Teplice, 93,2019-04-13 21-01
Teplice, 84,2019-04-13 21-01
Teplice, 104,2019-04-13 21-01
Teplice, 79,2019-04-13 21-01
Teplice, 79,2019-04-13 21-01
Teplice, 78,2019-04-13 21-01
Teplice, 58,2019-04-13 21-01
Teplice, 79,2019-04-13 21-01
Teplice, 64,2019-04-13 21-01
Teplice, 89,2019-04-13 21-01
Teplice, 79,2019-04-13 21-01
Teplice, 76,2019-04-13 21-01
Teplice, 172,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
Teplice,0,2019-04-13 21-01
,,2019-04-13 21-01
