locality,price_per_night,Datum
Teplice, 89,2019-04-17 10-01
Teplice, 66,2019-04-17 10-01
Teplice, 76,2019-04-17 10-01
Teplice, 34,2019-04-17 10-01
Teplice, 45,2019-04-17 10-01
Teplice, 35,2019-04-17 10-01
Teplice, 34,2019-04-17 10-01
Teplice, 35,2019-04-17 10-01
Teplice, 43,2019-04-17 10-01
Teplice, 43,2019-04-17 10-01
Teplice, 58,2019-04-17 10-01
Teplice, 121,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice, 51,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice, 60,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice,0,2019-04-17 10-01
Teplice, 173,2019-04-17 10-01
Teplice, 54,2019-04-17 10-01
Teplice, 39,2019-04-17 10-01
,,2019-04-17 10-01
