hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Freehand New York,http://www.tripadvisor.com/Hotel_Review-g60763-d12934485-Reviews-Freehand_New_York-New_York_City_New_York.html,New York,,320 ,,2019/05/18,2019/05/19, 370,Booking.com,10,"Visit hotel website,Free Wifi,Restaurant"
YOTEL New York,http://www.tripadvisor.com/Hotel_Review-g60763-d2079052-Reviews-YOTEL_New_York-New_York_City_New_York.html,New York,,12425 ,,2019/05/18,2019/05/19, 299,Expedia.ch,15,"Visit hotel website,Free Wifi,Restaurant"
Pod 51 Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,New York,,5451 ,,2019/05/18,2019/05/19, 197,Expedia.ch,14,"Free Wifi,Bar/Lounge"
Crowne Plaza Times Square Manhattan,http://www.tripadvisor.com/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html,New York,,11265 ,,2019/05/18,2019/05/19, 389,Booking.com,13,"Visit hotel website,Pool,Restaurant"
Hilton Garden Inn Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,New York,,8283 ,,2019/05/18,2019/05/19, 328,Expedia.ch,13,"Visit hotel website,Free Wifi,Restaurant"
Park Central Hotel New York,http://www.tripadvisor.com/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html,New York,,6424 ,,2019/05/18,2019/05/19, 292,Booking.com,12,"Visit hotel website,Bar/Lounge,Fitness center"
Stewart Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93562-Reviews-Stewart_Hotel-New_York_City_New_York.html,New York,,7019 ,,2019/05/18,2019/05/19, 307,Expedia.ch,12,"Visit hotel website,Free Wifi,Restaurant"
Hotel 50 Bowery NYC,http://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html,New York,,1380 ,,2019/05/18,2019/05/19, 416,Hotels.com,15,"Visit hotel website,Free Wifi,Restaurant"
Dream Midtown,http://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html,New York,,830 ,,2019/05/18,2019/05/19, 252,Agoda.com,15,"Visit hotel website,Free Wifi,Restaurant"
Arthouse Hotel New York City,http://www.tripadvisor.com/Hotel_Review-g60763-d99288-Reviews-Arthouse_Hotel_New_York_City-New_York_City_New_York.html,New York,,6730 ,,2019/05/18,2019/05/19, 413,Agoda.com,7,"Visit hotel website,Restaurant,Bar/Lounge"
Hilton Garden Inn New York/West 35th Street,http://www.tripadvisor.com/Hotel_Review-g60763-d1218792-Reviews-Hilton_Garden_Inn_New_York_West_35th_Street-New_York_City_New_York.html,New York,,5824 ,,2019/05/18,2019/05/19, 287,Booking.com,14,"Visit hotel website,Free Wifi,Restaurant"
Novotel New York Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d93516-Reviews-Novotel_New_York_Times_Square-New_York_City_New_York.html,New York,,7132 ,,2019/05/18,2019/05/19, 420,Novotel,13,"Visit hotel website,Restaurant,Room service"
