hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
"Shangri-La Hotel, Dubai",http://www.tripadvisor.com/Hotel_Review-g295424-d302098-Reviews-Shangri_La_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,1662 ,,2019/04/13,2019/04/14, 259,Shangri-La.com,17,"Visit hotel website,Free Wifi,Free parking"
Premier Inn Dubai International Airport Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d1631237-Reviews-Premier_Inn_Dubai_International_Airport_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,4951 ,,2019/04/13,2019/04/14, 62,Booking.com,14,"Free Wifi,Free parking"
Dubai International Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d623825-Reviews-Dubai_International_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,7419 ,,2019/04/13,2019/04/14, 170,AMOMA,11,"Visit hotel website,Free Wifi,Pool"
FIVE Palm Jumeirah Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d10263885-Reviews-FIVE_Palm_Jumeirah_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4367 ,,2019/04/13,2019/04/14, 191,Hotels.com,15,"Visit hotel website,Free Wifi,Free parking"
Four Points By Sheraton Downtown Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d676864-Reviews-Four_Points_By_Sheraton_Downtown_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,1927 ,,2019/04/13,2019/04/14, 86,Expedia.ch,14,"Visit hotel website,Free Wifi,Free parking"
Le Meridien Dubai Hotel & Conference Centre,http://www.tripadvisor.com/Hotel_Review-g295424-d301562-Reviews-Le_Meridien_Dubai_Hotel_Conference_Centre-Dubai_Emirate_of_Dubai.html,Dubai,,4892 ,,2019/04/13,2019/04/14, 164,Booking.com,15,"Visit hotel website,Free Wifi,Free parking"
Citymax Hotel Bur Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d1546995-Reviews-Citymax_Hotel_Bur_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,3619 ,,2019/04/13,2019/04/14, 41,Expedia.ch,12,"Free Wifi,Free parking"
Bab Al Shams Desert Resort & Spa,http://www.tripadvisor.com/Hotel_Review-g295424-d526588-Reviews-Bab_Al_Shams_Desert_Resort_Spa-Dubai_Emirate_of_Dubai.html,Dubai,,2693 ,,2019/04/13,2019/04/14, 315,Hotels.com,16,"Free Wifi,Free parking"
Millennium Airport Hotel Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d301681-Reviews-Millennium_Airport_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2200 ,,2019/04/13,2019/04/14, 109,Booking.com,16,"Free parking,Pool"
"Shangri-La Hotel, Dubai",http://www.tripadvisor.com/Hotel_Review-g295424-d302098-Reviews-Shangri_La_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,1662 ,,2019/04/13,2019/04/14, 259,Shangri-La.com,17,"Visit hotel website,Free Wifi,Free parking"
Rove Downtown,http://www.tripadvisor.com/Hotel_Review-g295424-d9853524-Reviews-Rove_Downtown-Dubai_Emirate_of_Dubai.html,Dubai,,2699 ,,2019/04/13,2019/04/14, 97,Booking.com,17,"Free Wifi,Free parking"
Ghaya Grand Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d7318848-Reviews-Ghaya_Grand_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,3078 ,,2019/04/13,2019/04/14, 70,Booking.com,13,"Visit hotel website,Free Wifi,Free parking"
Hyatt Regency Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d306684-Reviews-Hyatt_Regency_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4103 ,,2019/04/13,2019/04/14, 355,Hotels.com,15,"Free Wifi,Free parking"
"Dukes The Palm, a Royal Hideaway Hotel",http://www.tripadvisor.com/Hotel_Review-g295424-d12301346-Reviews-Dukes_The_Palm_a_Royal_Hideaway_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,1449 ,,2019/04/13,2019/04/14, 174,Hotels.com,13,"Free Wifi,Free parking"
Sofitel Dubai Jumeirah Beach,http://www.tripadvisor.com/Hotel_Review-g295424-d1397867-Reviews-Sofitel_Dubai_Jumeirah_Beach-Dubai_Emirate_of_Dubai.html,Dubai,,6984 ,,2019/04/13,2019/04/14, 232,Hotels.com,14,"Free Wifi,Free parking"
"The Oberoi, Dubai",http://www.tripadvisor.com/Hotel_Review-g295424-d4114901-Reviews-The_Oberoi_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2405 ,,2019/04/13,2019/04/14, 205,Hotels.com,11,"Visit hotel website,Free Wifi,Free parking"
JW Marriott Marquis Hotel Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d3447941-Reviews-JW_Marriott_Marquis_Hotel_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,9133 ,,2019/04/13,2019/04/14, 272,Hotels.com,14,"Visit hotel website,Free parking,Room service"
Grand Hyatt Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d306642-Reviews-Grand_Hyatt_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4933 ,,2019/04/13,2019/04/14, 368,Booking.com,13,"Free Wifi,Free parking"
Arabian Park Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d614923-Reviews-Arabian_Park_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,2203 ,,2019/04/13,2019/04/14, 41,Booking.com,15,"Free Wifi,Free parking"
Roda Al Murooj,http://www.tripadvisor.com/Hotel_Review-g295424-d572764-Reviews-Roda_Al_Murooj-Dubai_Emirate_of_Dubai.html,Dubai,,4424 ,,2019/04/13,2019/04/14, 145,Hotels.com,16,"Visit hotel website,Free Wifi,Free parking"
Anantara The Palm Dubai Resort,http://www.tripadvisor.com/Hotel_Review-g295424-d1630522-Reviews-Anantara_The_Palm_Dubai_Resort-Dubai_Emirate_of_Dubai.html,Dubai,,6508 ,,2019/04/13,2019/04/14, 328,Hotels.com,16,"Free Wifi,Free parking"
Taj Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d7309237-Reviews-Taj_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2449 ,,2019/04/13,2019/04/14, 191,Booking.com,16,"Visit hotel website,Free Wifi,Free parking"
Rose Rayhaan by Rotana,http://www.tripadvisor.com/Hotel_Review-g295424-d1657537-Reviews-Rose_Rayhaan_by_Rotana-Dubai_Emirate_of_Dubai.html,Dubai,,5397 ,,2019/04/13,2019/04/14, 107,Trip.com,14,"Free parking,Pool"
Al Bandar Rotana - Creek,http://www.tripadvisor.com/Hotel_Review-g295424-d12853782-Reviews-Al_Bandar_Rotana_Creek-Dubai_Emirate_of_Dubai.html,Dubai,,727 ,,2019/04/13,2019/04/14, 161,Hotels.com,12,"Free Wifi,Free parking"
Wyndham Dubai Marina,http://www.tripadvisor.com/Hotel_Review-g295424-d9704275-Reviews-Wyndham_Dubai_Marina-Dubai_Emirate_of_Dubai.html,Dubai,,2124 ,,2019/04/13,2019/04/14, 94,Booking.com,16,"Visit hotel website,Free Wifi,Free parking"
Emirates Grand Hotel,http://www.tripadvisor.com/Hotel_Review-g295424-d1804015-Reviews-Emirates_Grand_Hotel-Dubai_Emirate_of_Dubai.html,Dubai,,1799 ,,2019/04/13,2019/04/14, 124,Hotels.com,12,"Free Wifi,Free parking"
Dusit  Thani Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d301379-Reviews-Dusit_Thani_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2969 ,,2019/04/13,2019/04/14, 212,Hotels.com,15,"Free Wifi,Free parking"
"Atlantis, The Palm",http://www.tripadvisor.com/Hotel_Review-g295424-d1022759-Reviews-Atlantis_The_Palm-Dubai_Emirate_of_Dubai.html,Dubai,,23845 ,,2019/04/13,2019/04/14, 385,Hotels.com,13,"Visit hotel website,Free parking"
Nikki Beach Resort & Spa Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d8698388-Reviews-Nikki_Beach_Resort_Spa_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,921 ,,2019/04/13,2019/04/14, 639,Hotels.com,13,"Free Wifi,Free parking"
Raffles Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d656624-Reviews-Raffles_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,4543 ,,2019/04/13,2019/04/14, 407,Booking.com,16,"Free Wifi,Free parking"
The H Dubai,http://www.tripadvisor.com/Hotel_Review-g295424-d674660-Reviews-The_H_Dubai-Dubai_Emirate_of_Dubai.html,Dubai,,2459 ,,2019/04/13,2019/04/14, 187,Booking.com,15,"Free Wifi,Free parking"
