hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Broadway at Times Square Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d112021-Reviews-Broadway_at_Times_Square_Hotel-New_York_City_New_York.html,New York,,2275 ,,2019/04/13,2019/04/14, 228,Offizielle Seite,11,"Free Wifi,Breakfast included,Visit hotel website"
Dream Midtown,http://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html,New York,,824 ,,2019/04/13,2019/04/14, 233,Agoda.com,15,"Free Wifi,Restaurant,Visit hotel website"
Pod 51 Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,New York,,5445 ,,2019/04/13,2019/04/14, 270,Hotels.com,14,"Free Wifi,Bar/Lounge"
The Westin New York Grand Central,http://www.tripadvisor.com/Hotel_Review-g60763-d93593-Reviews-The_Westin_New_York_Grand_Central-New_York_City_New_York.html,New York,,4739 ,,2019/04/13,2019/04/14, 254,Trip.com,15,"Restaurant,Room service,Visit hotel website"
Hotel Riu Plaza New York Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d8515751-Reviews-Hotel_Riu_Plaza_New_York_Times_Square-New_York_City_New_York.html,New York,,3755 ,,2019/04/13,2019/04/14, 285,Agoda.com,14,"Restaurant,Room service,Visit hotel website"
Crowne Plaza Times Square Manhattan,http://www.tripadvisor.com/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html,New York,,11245 ,,2019/04/13,2019/04/14, 320,Hotels.com,13,"Pool,Restaurant,Visit hotel website"
YOTEL New York,http://www.tripadvisor.com/Hotel_Review-g60763-d2079052-Reviews-YOTEL_New_York-New_York_City_New_York.html,New York,,12398 ,,2019/04/13,2019/04/14, 240,Expedia.ch,15,"Free Wifi,Restaurant,Visit hotel website"
Novotel New York Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d93516-Reviews-Novotel_New_York_Times_Square-New_York_City_New_York.html,New York,,7123 ,,2019/04/13,2019/04/14, 329,Novotel,13,"Restaurant,Room service,Visit hotel website"
Belvedere Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93569-Reviews-Belvedere_Hotel-New_York_City_New_York.html,New York,,6046 ,,2019/04/13,2019/04/14, 310,Hotels.com,12,"Restaurant,Room service"
Hilton Garden Inn Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html,New York,,8278 ,,2019/04/13,2019/04/14, 341,Hotels.com,13,"Free Wifi,Restaurant,Visit hotel website"
Hilton Garden Inn New York/West 35th Street,http://www.tripadvisor.com/Hotel_Review-g60763-d1218792-Reviews-Hilton_Garden_Inn_New_York_West_35th_Street-New_York_City_New_York.html,New York,,5819 ,,2019/04/13,2019/04/14, 247,Expedia.ch,14,"Free Wifi,Restaurant,Visit hotel website"
"Club Quarters Hotel, World Trade Center",http://www.tripadvisor.com/Hotel_Review-g60763-d1595302-Reviews-Club_Quarters_Hotel_World_Trade_Center-New_York_City_New_York.html,New York,,2004 ,,2019/04/13,2019/04/14, 194,Trip.com,10,"Free Wifi,Restaurant"
The Evelyn,http://www.tripadvisor.com/Hotel_Review-g60763-d99389-Reviews-The_Evelyn-New_York_City_New_York.html,New York,,165 ,,2019/04/13,2019/04/14, 260,Hotels.com,13,"Free Wifi,Fitness center"
Dream Downtown,http://www.tripadvisor.com/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html,New York,,4053 ,,2019/04/13,2019/04/14, 310,Agoda.com,11,"Free Wifi,Pool,Visit hotel website"
The Bentley Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d99302-Reviews-The_Bentley_Hotel-New_York_City_New_York.html,New York,,4805 ,,2019/04/13,2019/04/14, 204,Booking.com,13,"Room service,Bar/Lounge,Visit hotel website"
Crowne Plaza HY36 Midtown Manhattan,http://www.tripadvisor.com/Hotel_Review-g60763-d11854022-Reviews-Crowne_Plaza_HY36_Midtown_Manhattan-New_York_City_New_York.html,New York,,679 ,,2019/04/13,2019/04/14, 300,Booking.com,14,"Free Wifi,Fitness center,Visit hotel website"
Ameritania Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d99332-Reviews-Ameritania_Hotel-New_York_City_New_York.html,New York,,6574 ,,2019/04/13,2019/04/14, 268,Trip.com,15,"Room service,Bar/Lounge,Visit hotel website"
Hotel 50 Bowery NYC,http://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html,New York,,1378 ,,2019/04/13,2019/04/14, 300,Booking.com,15,"Free Wifi,Restaurant,Visit hotel website"
Pod 39 Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d3235844-Reviews-Pod_39_Hotel-New_York_City_New_York.html,New York,,3971 ,,2019/04/13,2019/04/14, 230,Booking.com,12,"Free Wifi,Restaurant"
Park Terrace Hotel on Bryant Park,http://www.tripadvisor.com/Hotel_Review-g60763-d15135187-Reviews-Park_Terrace_Hotel_on_Bryant_Park-New_York_City_New_York.html,New York,,188 ,,2019/04/13,2019/04/14, 336,Booking.com,6,"Free Wifi,Breakfast included,Visit hotel website"
Archer Hotel New York,http://www.tripadvisor.com/Hotel_Review-g60763-d5550873-Reviews-Archer_Hotel_New_York-New_York_City_New_York.html,New York,,3802 ,,2019/04/13,2019/04/14, 275,Agoda.com,13,"Free Wifi,Restaurant"
Pod Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d12551350-Reviews-Pod_Times_Square-New_York_City_New_York.html,New York,,739 ,,2019/04/13,2019/04/14, 238,Booking.com,8,"Free Wifi,Bar/Lounge"
Arlo NoMad,http://www.tripadvisor.com/Hotel_Review-g60763-d10541730-Reviews-Arlo_NoMad-New_York_City_New_York.html,New York,,1170 ,,2019/04/13,2019/04/14, 450,Otel.com,15,"Free Wifi,Restaurant,Visit hotel website"
Park Central Hotel New York,http://www.tripadvisor.com/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html,New York,,6415 ,,2019/04/13,2019/04/14, 273,Booking.com,12,"Bar/Lounge,Fitness center,Visit hotel website"
The Lucerne Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d99281-Reviews-The_Lucerne_Hotel-New_York_City_New_York.html,New York,,2649 ,,2019/04/13,2019/04/14, 388,ZenHotels.com,12,"Free Wifi,Restaurant"
Residence Inn New York Manhattan/Times Square,http://www.tripadvisor.com/Hotel_Review-g60763-d578305-Reviews-Residence_Inn_New_York_Manhattan_Times_Square-New_York_City_New_York.html,New York,,2735 ,,2019/04/13,2019/04/14, 554,Otel.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Hyatt Centric Times Square New York,http://www.tripadvisor.com/Hotel_Review-g60763-d4799063-Reviews-Hyatt_Centric_Times_Square_New_York-New_York_City_New_York.html,New York,,5178 ,,2019/04/13,2019/04/14, 325,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Warwick New York,http://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html,New York,,4924 ,,2019/04/13,2019/04/14, 466,Otel.com,13,"Restaurant,Room service,Visit hotel website"
The Roxy Hotel Tribeca,http://www.tripadvisor.com/Hotel_Review-g60763-d208455-Reviews-The_Roxy_Hotel_Tribeca-New_York_City_New_York.html,New York,,1285 ,,2019/04/13,2019/04/14, 360,Hotels.com,12,"Free Wifi,Restaurant"
Casablanca Hotel by Library Hotel Collection,http://www.tripadvisor.com/Hotel_Review-g60763-d113317-Reviews-Casablanca_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html,New York,,6563 ,,2019/04/13,2019/04/14, 261,Hotels.com,8,"Free Wifi,Breakfast included,Visit hotel website"
Stewart Hotel,http://www.tripadvisor.com/Hotel_Review-g60763-d93562-Reviews-Stewart_Hotel-New_York_City_New_York.html,New York,,7010 ,,2019/04/13,2019/04/14, 860,Otel.com,12,"Free Wifi,Restaurant,Visit hotel website"
