hotel_name,url,locality,timestamp,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Hotel Le Isole,http://www.tripadvisor.com/Hotel_Review-g187870-d2053654-Reviews-Hotel_Le_Isole-Venice_Veneto.html,Venedig,,1223 ,5,2019/04/13,2019/04/14, 378,Hotels.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Antiche Figure,http://www.tripadvisor.com/Hotel_Review-g187870-d289202-Reviews-Hotel_Antiche_Figure-Venice_Veneto.html,Venedig,,4450 ,5,2019/04/13,2019/04/14, 456,ab-in-den-urlaub,15,"Traveler’s Choice,Travelers' Choice® 2019 Winner,Visit hotel website"
Hilton Molino Stucky Venice Hotel,http://www.tripadvisor.com/Hotel_Review-g187870-d613798-Reviews-Hilton_Molino_Stucky_Venice_Hotel-Venice_Veneto.html,Venedig,,7983 ,4.5,2019/04/13,2019/04/14, 529,Hotels.com,18,"Pool,Restaurant,Visit hotel website"
Starhotels Splendid Venice,http://www.tripadvisor.com/Hotel_Review-g187870-d202694-Reviews-Starhotels_Splendid_Venice-Venice_Veneto.html,Venedig,,3136 ,4.5,2019/04/13,2019/04/14, 282,Hotels.com,16,"Free Wifi,Breakfast included,Visit hotel website"
Arlecchino Hotel,http://www.tripadvisor.com/Hotel_Review-g187870-d202687-Reviews-Arlecchino_Hotel-Venice_Veneto.html,Venedig,,1280 ,4.5,2019/04/13,2019/04/14, 204,Booking.com,12,"Free Wifi,Visit hotel website"
Hotel Moresco,http://www.tripadvisor.com/Hotel_Review-g187870-d3348175-Reviews-Hotel_Moresco-Venice_Veneto.html,Venedig,,2293 ,5,2019/04/13,2019/04/14, 236,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Canal Grande,http://www.tripadvisor.com/Hotel_Review-g187870-d1547281-Reviews-Hotel_Canal_Grande-Venice_Veneto.html,Venedig,,2573 ,5,2019/04/13,2019/04/14, 398,AMOMA,14,"Free Wifi,Breakfast included,Visit hotel website"
Palazzo Veneziano,http://www.tripadvisor.com/Hotel_Review-g187870-d12263777-Reviews-Palazzo_Veneziano-Venice_Veneto.html,Venedig,,668 ,5,2019/04/13,2019/04/14, 227,Expedia.ch,9,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Ai Cavalieri di Venezia,http://www.tripadvisor.com/Hotel_Review-g187870-d7623031-Reviews-Hotel_Ai_Cavalieri_di_Venezia-Venice_Veneto.html,Venedig,,998 ,5,2019/04/13,2019/04/14, 367,Hotels.com,16,"Free Wifi,Breakfast included"
Hotel Bisanzio,http://www.tripadvisor.com/Hotel_Review-g187870-d202733-Reviews-Hotel_Bisanzio-Venice_Veneto.html,Venedig,,899 ,4.5,2019/04/13,2019/04/14, 295,Booking.com,18,"Free Wifi,Breakfast included"
