price_per_night,timestamp,Influencer_or_Not,Hotel_ID
244,2019-04-27 06:20:01.206904,No Influencer,80
244,2019-04-19 05:05:01.095966,No Influencer,80
243,2019-04-20 09:14:09.787976,No Influencer,80
244,2019-04-23 11:20:01.137410,No Influencer,80
244,2019-05-04 13:12:01.252282,No Influencer,80
243,2019-04-21 20:20:01.500597,No Influencer,80
245,2019-04-25 12:20:01.137342,No Influencer,80
244,2019-05-06 17:12:01.513895,No Influencer,80
244,2019-05-05 13:12:01.242875,No Influencer,80
244,2019-05-04 01:12:00.837180,No Influencer,80
158,2019-04-28 08:20:01.679335,No Influencer,80
244,2019-04-30 22:12:01.778781,No Influencer,80
245,2019-04-23 23:20:01.609027,No Influencer,80
244,2019-04-28 21:20:01.232040,No Influencer,80
245,2019-05-08 19:12:00.834605,No Influencer,80
244,2019-05-05 01:12:01.133631,No Influencer,80
245,2019-05-08 13:12:01.156853,No Influencer,80
244,2019-04-28 06:20:01.021836,No Influencer,80
244,2019-05-06 15:12:01.683095,No Influencer,80
245,2019-04-30 13:12:01.419350,No Influencer,80
244,2019-05-07 07:12:01.415721,No Influencer,80
243,2019-04-20 16:02:01.541428,No Influencer,80
244,2019-05-07 01:12:01.333003,No Influencer,80
243,2019-05-12 06:12:01.307160,No Influencer,80
245,2019-04-24 17:20:01.332952,No Influencer,80
243,2019-04-20 23:20:01.488323,No Influencer,80
245,2019-04-24 15:20:00.961472,No Influencer,80
158,2019-04-28 07:20:01.645610,No Influencer,80
244,2019-04-23 06:20:01.869648,No Influencer,80
245,2019-04-24 12:20:01.752630,No Influencer,80
244,2019-04-28 10:20:01.330874,No Influencer,80
245,2019-04-24 10:20:01.373861,No Influencer,80
245,2019-04-26 01:20:01.650668,No Influencer,80
244,2019-05-10 07:12:01.590183,No Influencer,80
244,2019-05-09 20:12:00.984044,No Influencer,80
245,2019-04-30 03:09:02.159444,No Influencer,80
244,2019-04-26 23:20:01.599948,No Influencer,80
245,2019-04-26 00:20:01.795110,No Influencer,80
245,2019-05-03 12:12:01.186894,No Influencer,80
245,2019-05-07 20:12:01.263617,No Influencer,80
245,2019-04-25 22:20:01.026978,No Influencer,80
158,2019-04-28 18:20:01.146409,No Influencer,80
244,2019-04-23 18:20:02.035026,No Influencer,80
244,2019-05-04 14:12:01.302858,No Influencer,80
243,2019-05-02 02:12:01.285853,No Influencer,80
244,2019-04-23 09:20:01.821578,No Influencer,80
244,2019-05-03 21:12:01.123989,No Influencer,80
245,2019-05-03 07:12:01.307681,No Influencer,80
245,2019-04-25 02:20:01.135567,No Influencer,80
245,2019-04-26 06:20:01.518259,No Influencer,80
244,2019-05-05 07:12:01.212889,No Influencer,80
244,2019-05-05 11:12:01.021744,No Influencer,80
244,2019-04-22 19:20:01.748194,No Influencer,80
243,2019-04-21 18:20:01.312972,No Influencer,80
243,2019-05-11 13:12:01.547288,No Influencer,80
